OBJECTID,FACILITYID,INSTALLDATE,HIGHELEV,INVERT,INVERTELEV,RIMELEV,CVTYPE,WALLMAT,MHTYPE,CONDITION,CUTDEPTH,FLOWDIR,LINED,GPSDATE,WATERTYPE,LOCDESC,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
409,MH-410,19840101,,12,755.91,767.91,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:766.2175,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.1243906777876 41.79313447744572),c7b10d41-54d7-404f-b7fa-93bd3b75b90e
410,MH-411,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:766,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.12819256857124 41.792531438229865),aa1962c2-a4a7-450c-aadd-129fa78b8c10
411,MH-412,19850101,,5,714.3000000000001,719.3000000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:718.0276,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.12386718039261 41.78699234477178),bdf3479a-b9cb-4148-9231-c9f1d480524b
412,MH-413,19970101,,5,702.23,707.23,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:708.7663,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.11978093780526 41.78518369901321),35a1bd47-8aaf-47d6-bade-2d6201f434a0
413,MH-414,19880101,,13,747,760,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:759.8478,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.12689445430934 41.79046264990651),b8aa46af-2e3c-4ff3-94ef-6f534eb9e90c
414,MH-415,19680101,,13,733.5,746.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:746.3995,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.13692004788972 41.79708637984426),1a5c1c51-2240-4b75-86cb-72d8823824c2
415,MH-416,19770101,,9,723.53,732.53,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:733.085,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.1398385652749 41.79496487012121),3ac52f60-2fd1-4c23-854a-4c0067192aa3
416,MH-417,19680101,,9,749.48,758.48,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:757.9844,True,True,Our Agency,Our Agency,,20150518120926,Esri,POINT (-88.13425736877929 41.796939693593316),24dfbe94-dcd1-487c-94b7-fcac77b2a497
417,MH-418,19680101,,10,739.75,749.75,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:749.9861,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13444548034393 41.794743755592414),cb5b5e4e-93a6-4998-a570-e33dd6d7128e
418,MH-419,19680101,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:748.0049,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13449537908771 41.79429916911067),aafdc8a7-a271-4a4d-8260-9b9b03a1331a
419,MH-420,19880101,,11,747.6,758.6,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:758.11,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13197515046303 41.793071680658066),69e9d3f2-3669-4fc8-b4a7-78c2c9891512
420,MH-421,000000,,11,731.6,742.6,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:742.2147,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13444397941265 41.79009616124037),2def8042-9e74-456f-afdf-dfaf36954ff4
421,MH-422,000000,,12,0,12,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.7198,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13679113298437 41.79187406822686),ce8888ea-710e-45f3-8b0a-af1d60ee2a17
422,MH-423,000000,,16,723.21,739.21,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:738.9912,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13684248927493 41.792742564251675),53ce7caa-038b-4dd8-a33c-e9dab537ab23
423,MH-424,19960101,,13,725.5600000000001,738.5600000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:737.849,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.1366091237317 41.788280937305345),bcf23d8f-c66e-4749-883b-b559d5ac1821
424,MH-425,000000,,10,726.99,736.99,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.001,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13667943573084 41.78954560747961),ea1d734e-817c-41c1-ab0d-a9097e2fb2db
425,MH-426,19850101,,14,717.15,731.15,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.514,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13897797672212 41.78819527428411),c29c1111-9fec-4e11-bb8e-8810ad900371
426,MH-427,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:719.7234,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14194928684333 41.78788398346483),62c9d8a8-3fa9-4787-b44e-6ae5c60c8a35
427,MH-428,000000,,9,710.77,719.77,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:719.3596,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14277762295043 41.78797643108276),4033187c-c5c1-470a-879a-045c7e376cd1
428,MH-429,000000,,7,0,7,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.9924,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14620088396752 41.789418541131724),acc95d1e-8b01-4fae-8a41-123dd0619168
429,MH-430,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:726.0214,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14375903604862 41.790938997327025),63cc05b3-4c02-4f4a-9a9a-8edfd97c911a
430,MH-431,000000,,13,0,13,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:723.6241,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14342515057831 41.78999474736678),2604c5a9-a2c5-4f20-819b-18fe03ad2591
431,MH-432,000000,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.321,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14599218329504 41.79285584627578),2106eb72-90a0-4f0e-9780-7bd772cc60ee
432,MH-433,000000,,11,702.95,713.95,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:716.021,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14625922524418 41.7928277237833),4b2216fa-13bf-476f-8c40-53e3cf7d60af
433,MH-434,000000,,9,714.77,723.77,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:724.0199,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14473023753784 41.79272003193093),3affa785-0efa-4870-b647-aa47ebb81ea3
434,MH-435,000000,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:732.1448,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14166406707051 41.79163687835148),198fdf6f-9dbb-4f01-819d-9d8c8f3a1459
435,MH-436,19790101,,9,731.14,740.14,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:739.8013,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13301749917312 41.784734750792865),64209eea-93b5-46b6-ab28-6309c6641bbe
436,MH-437,000000,,13,724.4200000000001,737.4200000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.3157,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13650354922254 41.786185973611246),5a7a73ec-124c-4b95-881d-0a8b3e5999d5
437,MH-438,19740101,,11,717.94,728.94,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:728,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.14646764955918 41.79541253714483),cb1aa818-cba3-427e-b9a5-ff70b8b124fc
438,MH-439,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:749.6613,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.13109650219674 41.79076431604577),ba2efe66-0739-465c-9504-cb41705a0d3b
439,MH-440,19990101,,4,720.12,724.12,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:723.8885,True,True,Private,Private,,20150518120927,Esri,POINT (-88.14319557352064 41.79504242039175),09023cf2-758a-44c5-9fcb-f226b0cf9306
440,MH-441,19990101,,4,719.39,723.39,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:722.2072,True,True,Private,Private,,20150518120927,Esri,POINT (-88.1437084320145 41.794698904397045),6619ef7f-d3b7-4c1d-a6c0-8e753b16afaf
441,MH-442,19620101,,12,673.01,685.01,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.516,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.16750949855967 41.78792046634937),a1d2ba1a-9ca1-4e1c-a490-155ec31a5c5e
442,MH-443,19620101,,11,673.547,684.547,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.1917,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.16772970335789 41.78740933785071),347a7b85-1896-4c5b-9318-ef5d38d942ec
443,MH-444,19620101,,12,670.51,682.51,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:683.1147,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.16702655257518 41.784384685038745),79fcef36-51cd-4c16-871c-b2fb5381f1a4
444,MH-445,19770101,,9,682.0500000000001,691.0500000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.9978,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17332481996198 41.79545121436367),6c309563-680e-4c42-a7b5-11cd5d4c85d3
445,MH-446,19780101,,8,682.49,690.49,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.7776,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17324200942298 41.79621887351114),cc09bd21-4efd-417f-b9eb-d0edcdfe0a9a
446,MH-447,19780101,,6,684.23,690.23,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.113,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17560903294508 41.796207986788396),b0f4abe1-063e-4b82-800b-96ae182d70c5
447,MH-448,19780101,,6,685.26,691.26,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.9901,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17580127465781 41.79565376430335),e77b22c4-c49a-4402-812a-4b755a08aaf1
448,MH-449,19770101,,7,683.63,690.63,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0035,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.1749747247117 41.79491649560095),22bd051e-700b-4a7d-95e6-1bb00c569963
449,MH-450,19770101,,8,682.87,690.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.9988,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17478949974644 41.79559817252656),7a00d9b7-620c-4b0f-89a6-eb7065158f06
450,MH-451,19770101,,6,684.15,690.15,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.8518,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17433663143514 41.794121124042526),f6a24c62-f82f-4d7f-9e09-1d0555f8da6a
451,MH-452,19760101,,5,683.0500000000001,688.0500000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.3262,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.17140076369479 41.79222656650371),f303cffe-7a05-4f24-a6e0-3c5b5c4d4bd4
452,MH-453,19760101,,7,681.99,688.99,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.8798,True,True,Our Agency,Our Agency,,20150518120927,Esri,POINT (-88.1718798982067 41.792814577122925),69a3443d-d602-46b2-907c-9a731bca76ea
453,MH-454,19770101,,10,680.51,690.51,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.1417,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.1726040797229 41.79451725431392),fa0e3ec5-41b2-4d2b-8b5a-9aa9b663b6c8
454,MH-455,19750101,,9,689.22,698.22,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.2052,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.16803838252576 41.7941613655303),0585e5cc-aeb9-4d6c-bd0b-9136dcf94151
455,MH-456,19740101,,10,677.21,687.21,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.8199,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17008812721497 41.791273998313734),29e4a858-1bf4-401f-b3ae-79965cd1f436
456,MH-457,19740101,,11,677.57,688.57,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.3048,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17008933672253 41.791895503294036),f4f28acd-3789-4037-bf68-9d1e55dd4833
457,MH-458,19750101,,7,687,694,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.1978,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.16973769244241 41.79440658930452),836c777e-b7f9-4ba9-817b-2319befa8876
458,MH-459,19690101,,10,685.16,695.16,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:695.4785,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17230350894025 41.787841885723445),5f011f99-6b06-40f1-9441-c183405361e3
459,MH-460,19690101,,11,686.18,697.18,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:697.4178,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17287883388214 41.78747550145268),f02a35ad-e433-4704-9659-b3c7bbc63875
460,MH-461,19690101,,13,675.3,688.3,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.5892,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.1700314532026 41.789021307541574),3f1ce75b-7439-464d-8b87-4d1f164bf65c
461,MH-462,19740101,,10,678.11,688.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.7809,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.168958000526 41.7900835396206),d3fc5fae-7975-4c43-bf8c-8b16154300ad
462,MH-463,19710101,,11,678.13,689.13,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.686,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17141003950326 41.79015951263313),83bd44fc-a22b-4c42-91a0-ea4f1014b0b0
463,MH-464,19670101,,9,685.299,694.299,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.3729,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17567379986374 41.789320395987886),6bd75307-e4ea-4a79-909e-cae9801fb1b6
464,MH-465,19670101,,8,684.45,692.45,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.7772,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17568125493568 41.788426829500345),bce1842c-08cd-4aaa-972a-58d5b4e48545
465,MH-466,19670101,,16,682.59,698.59,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.1298,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.17569233983039 41.78661274661756),0e87179c-249d-4200-a95e-ea9df956cb6c
466,MH-467,19780101,,13,687.32,700.32,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:699.9913,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.18279663936849 41.786581530185245),10b98bab-91c6-4a4e-8e40-0753fb5b28cd
467,MH-468,19690101,,11,674.33,685.33,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:682.8218,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.16685716461448 41.78414077820335),1869fe96-9b1f-4e89-9ce7-147476222066
468,MH-469,19970101,,11,697.64,708.64,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.9999,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.16638114065368 41.796221147386014),f06c0e68-4d6c-4a70-92a2-221293f749cb
469,MH-470,19970101,,16,698.63,714.63,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.6139,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.16233299106452 41.795827667022564),4477a5dd-19a6-4679-9e72-92bbcfd0a496
470,MH-471,19970101,,17,703.49,720.49,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720.0699,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.15933614558881 41.79691196689551),265c40ae-ce9f-4073-98ed-fe6aa8d0f802
471,MH-472,000000,,8,694.69,702.69,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.7722,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14861472217672 41.785555557954964),5b8b2320-4f66-41c7-b5d1-7fcdb8df6f1a
472,MH-473,000000,,12,0,12,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.5968,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14991455929639 41.784762984381594),092fb3b3-67ac-4afc-b05b-223c0114a4bc
473,MH-474,19670101,,20,704.39,724.39,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:724.0228,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.15703803339531 41.79588146243596),dd504dc5-6282-4433-b0ad-1441303117bc
474,MH-475,000000,,6,0,6,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.9727,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14950702978838 41.793445320124476),2138f958-33b6-45ae-9549-3eeb7f658958
475,MH-476,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:714.5496,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14943059339197 41.792682623497356),49a1eddb-f426-4922-b9ce-fe5d44899c91
476,MH-477,000000,,11,716.68,727.68,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.8384,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.1495394526863 41.78951131174388),299f0add-91e7-465c-a88d-a270dbc52127
477,MH-478,000000,,9,707.62,716.62,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:716.6899,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14720680162657 41.79057594051265),fa3aa95c-ff1e-4ec2-9a97-c1a816c903f0
478,MH-479,000000,,8,0,8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.9227,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14725269789353 41.78954511804412),e434cc07-b175-4865-adde-7da6543b81da
479,MH-480,000000,,8,0,8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.946,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14726447918484 41.78935509420124),086de09f-2b50-41b0-9f80-14b7da688b89
480,MH-481,000000,,7,702.5699999999999,709.5699999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.7719,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.14739059824579 41.78592035657257),60127dff-ba0c-46c1-a3a7-67888256ba9e
481,MH-482,19620101,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.4191,True,True,Our Agency,Our Agency,,20150518120928,Esri,POINT (-88.15878196637617 41.79015393471873),849e38ae-5ee3-4636-a924-8d677e86fb4f
482,MH-483,19860101,,12,698,710,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.6307,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.1562406883354 41.79237744585009),012e3e4b-4997-4018-8e3a-0de0f6ef120e
483,MH-484,000000,,9,709.94,718.94,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:719.6693,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15884426236495 41.795594613635664),c854d293-3b16-4f12-8719-f35b9b26a9a7
484,MH-485,000000,,14,698.74,712.74,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.873,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15855407977786 41.794646206972224),6ee852c1-3b61-4fc5-ad52-288b4701d5f5
485,MH-486,000000,,11,694.99,705.99,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:706.1282,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.16389763371316 41.79425840642736),b3b312ac-e808-48c4-ad70-7c675c5897a1
486,MH-487,19760101,,7,0,7,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:681.8579,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.16532270881548 41.78488844645834),d58f9d13-7e40-4a68-9dc1-ef3856e89609
487,MH-488,19770101,,8,687.4,695.4,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:695.8607,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15930938305968 41.786321281265856),3df113e6-4b2a-4646-a441-38b734bf8958
488,MH-489,19760101,,7,683.4200000000001,690.4200000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.3763,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.16253883061945 41.787560616861654),47a8c4a4-ceb4-49bd-92c3-a4995d32fabc
489,MH-490,19870101,,9,677.67,686.67,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.6307,True,True,Private,Private,,20150518120929,Esri,POINT (-88.16200297229668 41.78515557106792),e1921e7a-6b3f-4a68-9623-a9aa6094e241
490,MH-491,19740101,,10,724.59,734.59,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:734.3145,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.1484845005142 41.796899785111684),8f33c387-0a64-4333-b5f3-44ddf884ff82
491,MH-492,19740101,,14,715.71,729.71,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:729.9953,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.14741156576827 41.795496373305305),02d38a23-277c-48f7-90fa-c3c529070229
492,MH-493,19840101,,15,710.02,725.02,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:724.0169,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15345738015905 41.79626551495133),73a1fee7-c36a-4f2c-b608-41f9c8dac064
493,MH-494,19910101,,7,695.52,702.52,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:702.3345,True,True,Private,Private,,20150518120929,Esri,POINT (-88.1564036319462 41.78522829876456),69f62a7f-e811-4a62-b1bd-534086ae418b
494,MH-495,19910101,,6,697.54,703.54,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:704.6276,True,True,Private,Private,,20150518120929,Esri,POINT (-88.15705464881178 41.78448076974631),0238bb99-4bc5-4895-8442-4e94b46aab84
495,MH-496,19860101,,8,694.98,702.98,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.7757,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15634611403799 41.791832399071325),abc02e3a-7766-420e-a5ec-9f43f474bbfb
496,MH-497,19860101,,6,705.5,711.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.6191,True,True,Private,Private,,20150518120929,Esri,POINT (-88.15504079905666 41.792865011861686),fedd1b47-9a8a-4471-babe-f94d55d6254b
497,MH-498,000000,,11,681.1800000000001,692.1800000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9999,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.14806242211439 41.78182045741384),9da960b2-8d25-429c-863e-9670d0464687
498,MH-499,000000,,7,685.1800000000001,692.1800000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:700.3395,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.149990123861 41.78381380967175),30463572-e7b0-4e4b-804e-ec82bd0baf18
499,MH-500,000000,,11,678.87,689.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.0739,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15083193628836 41.7798618072301),00e31c67-3f45-4d93-9a84-d9bdcb8f71ea
500,MH-501,19890101,,7,664.986,671.986,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:671.5742,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.14800632790184 41.770934721792415),0281760f-53f6-484c-8a55-ccc8fd186c79
501,MH-502,19660101,,7,666.03,673.03,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:670.9359,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.1495967895711 41.771882778699336),71b809ff-3566-4eb7-b08c-f1426c30ef92
502,MH-503,000000,,9,677.11,686.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:674.1077,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.16582684734021 41.77338058552396),792fe8d7-0d6b-432f-a3bc-4d46a9314d60
503,MH-504,19780101,,5,695.15,700.15,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:700.9534,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.16425884286153 41.77560406249438),f21c966e-88e3-41f5-a55d-ca045bed26e6
504,MH-505,000000,,13,693.93,706.93,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:706.1516,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15885835899292 41.77660229499051),c2d2e6b5-24c2-4930-9b9b-8b5b30e58d31
505,MH-506,000000,,12,670.38,682.38,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:681.9711,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15637592096255 41.77214428310289),213ea57e-df3a-455c-b4b4-6f507415d9ab
506,MH-507,000000,,6,666.95,672.95,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:671.7728,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15148816159548 41.77199778326256),8a4ed44e-2260-4797-be5b-6819c037373f
507,MH-508,000000,,9,667.84,676.84,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:676.3812,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.15046173858441 41.77300153417742),4bee2fde-d0b2-4d9a-83d2-3444cc83e3f1
508,MH-509,000000,,8,693.44,701.44,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.9038,True,True,Our Agency,Our Agency,,20150518120929,Esri,POINT (-88.1561701225103 41.77480323291666),30c32a2a-acb1-4639-81ac-b92ca3876deb
509,MH-510,000000,,7,692.4599999999999,699.4599999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:699.7523,True,True,Our Agency,Our Agency,,20150518120930,Esri,POINT (-88.15788684834355 41.77406380709261),87ce5a1c-401a-46f8-bdb9-4ae46fbb973a
