OBJECTID,FACILITYID,INSTALLDATE,HIGHELEV,INVERT,INVERTELEV,RIMELEV,CVTYPE,WALLMAT,MHTYPE,CONDITION,CUTDEPTH,FLOWDIR,LINED,GPSDATE,WATERTYPE,LOCDESC,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
1,MH-2,000000,,6,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:678.8015,True,True,Our Agency,Our Agency,,20150518120909,Esri,POINT (-88.15858111681283 41.76952086992134),e4984ac5-c689-432a-a628-4586e8461991
2,MH-3,000000,,17,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:696.0278,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.1730004676605 41.76945683675632),b49149dd-9243-4b09-b8c9-18a571499ecd
3,MH-4,000000,,10,673.825,683.825,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.1176,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17670527182122 41.76930150023946),b0204fc0-6a63-4199-bea6-f8a74588d83b
4,MH-5,000000,,8,677.767,685.767,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.5931,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.1619921849652 41.769215956985974),6e2b00e2-a28b-4d6a-8e93-728f33afefac
5,MH-6,000000,,14,676.995,690.995,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:691.0575,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.16318779641331 41.769207300363796),64168056-6afe-40a4-b7d2-78d96440137b
6,MH-7,000000,,8,686.01,694.01,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.2091,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.16278940794868 41.7690932124029),33d6c1ea-8771-4fda-8556-931cdb00876a
7,MH-8,000000,,16,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.3953,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.1735384639178 41.76897836253676),29a52f1b-7ac6-4d89-a32c-cb0771c17f89
8,MH-9,000000,,8,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:681.7424,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.15145081050963 41.76874790665154),41e666f6-1e4f-43b7-abdb-5995673e85ad
9,MH-10,000000,,11,682.7470000000001,693.7470000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:692.9109,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17073250703855 41.76841306975085),e45af4de-d5fb-4315-af9e-96552bc5d4f5
10,MH-11,000000,,12,678.814,690.814,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0005,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17864532925935 41.76837364282499),89f5e0df-3d95-499f-9bfb-1c154850d825
11,MH-12,000000,,9,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9524,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.16259642169098 41.76827104383925),6610ab8c-ae5e-4a98-b7b4-c15b71d1db43
12,MH-13,000000,,14,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.8655,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17972649287806 41.76821771225518),3c79117a-7a8f-4950-b154-f25e95f70c7a
13,MH-14,000000,,8,691.093,699.093,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:699.3343,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17460731295886 41.76790273202088),d1e4053f-b575-44a4-b206-9d1693c6d6eb
14,MH-15,000000,,,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.4845,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.15201503940287 41.7679580916765),ff595991-3daf-4f8c-911c-0fe1fbccf0af
15,MH-16,000000,,8,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.1824,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17306290485247 41.7672926884804),e1a30614-7519-4b6b-8715-bea0c014ff78
16,MH-17,000000,,10,683.475,693.475,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:693.4682,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17689960392946 41.76698763579211),462678e6-50df-4f66-8d43-09c98487e50c
17,MH-18,000000,,5,689.726,694.726,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.2894,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.1745345162547 41.766986748427755),f52239ff-5482-4dee-823c-e0a39676bd28
18,MH-19,000000,,8,679.931,687.931,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.1277,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.17757405300965 41.766781122345094),a45cd2fe-d46e-4bbe-8a08-05a6031b962a
19,MH-20,000000,,6,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:665.927,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.14737108682274 41.76516998563287),948f7c8c-1bd2-431c-8c96-375ef8ba7eba
20,MH-21,19650101,,11,732.2199999999999,743.2199999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:743.0187,True,True,Our Agency,Our Agency,,20150518120910,Esri,POINT (-88.12584935093778 41.770793260747276),fb0e5ca0-2893-4d28-9950-da3b5b0c52d3
21,MH-22,19650101,,11,736.87,747.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:747.998,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12656441113126 41.7724614968721),99e4e8af-df79-49e7-b9e1-dba2d25aaa4f
22,MH-23,19680101,,13,733.59,746.59,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:746.0063,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12384961465065 41.77067227672183),bbf58cf7-d65d-4ca7-933b-cd3cfb96da84
23,MH-24,19680101,,9,736.7199999999999,745.7199999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:744.6644,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12187460078849 41.770212770867936),53b67c36-2a0e-4800-a890-8d79e622b2b6
24,MH-25,19730101,,9,738.8299999999999,747.8299999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:747.134,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.1203381743106 41.77053507871841),51031d6d-b5bd-4469-bce8-ff2ab3298d89
25,MH-26,19680101,,12,740.17,752.17,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:752.6716,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12292227417012 41.77186707718143),da97b7ee-d622-4c3a-bd57-56e7a6b7c829
26,MH-27,19650101,,6,744.96,750.96,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:750.3785,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.11950789406504 41.77684312556129),fc39b996-78c6-4118-a365-af8219e0509c
27,MH-28,19790101,,7,698.3100000000001,705.3100000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.7645,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12296715106508 41.78426304891492),261f6cb5-38e4-46b2-8bdb-aedbbb950452
28,MH-29,19850101,,8,698.29,706.29,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9486,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12154519395185 41.78401797423638),8ddd9dc8-c93f-4bb2-b8f2-c44532059aa8
29,MH-30,19740101,,6,745.52,751.52,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:751.8047,True,True,Private,Private,,20150518120911,Esri,POINT (-88.12063921015027 41.77606809029899),36e47187-9697-4de6-bc6d-44a76057bdec
30,MH-31,19780101,,5,749.44,754.44,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:754.0959,True,True,Private,Private,,20150518120911,Esri,POINT (-88.12036411404408 41.77416143513485),552370b8-93e7-4d50-9fa1-64cd173dd253
31,MH-32,000000,,0,692.76,692.76,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.12835104437491 41.77841043544775),d9fdfc68-84c4-4bfc-8238-447651c5699a
32,MH-33,000000,,13,698.17,711.17,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:709.9244,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14463772170984 41.7809734476931),feb9b5ca-54bd-4016-a730-42c03f2e8692
33,MH-34,19970101,,9,701.9,710.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.4303,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14503657472761 41.77572135269364),2bc6be21-0695-475e-866b-7545f21d4454
34,MH-35,000000,,9,700.38,709.38,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.8684,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14627150360832 41.77665775663904),3102f769-98f8-495c-b4d0-a81529ed833c
35,MH-36,000000,,13,705.7,718.7,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:717.3897,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14225540042449 41.77492958182495),5bf8e2ac-40f6-4930-856a-65948ff5dc51
36,MH-37,000000,,9,709.3399999999999,718.3399999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:717.9607,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13938969894038 41.77656436486909),ac047b5a-2e24-45b7-bcce-c857385d9aa7
37,MH-38,000000,,9,712.6600000000001,721.6600000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720.0399,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13930008676363 41.77825704359859),4eafc92c-e885-4277-8dc6-7166c6dcfcb9
38,MH-39,000000,,7,722.17,729.17,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.7051,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13788774711901 41.779419057882095),a048c238-dc33-44f4-a923-eafc1f49d0ee
39,MH-40,000000,,9,713.63,722.63,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:721.9329,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13797159500024 41.77687168549659),6536d4b9-c5bc-46bf-82c7-7f16ebb9c0cb
40,MH-41,000000,,9,712.56,721.56,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:722.0104,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13801165753216 41.77611489898243),c605dfa0-ab6c-4bea-9c9a-02782035ed4c
41,MH-42,000000,,10,705.02,715.02,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.5476,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13808043475537 41.77484689587557),1028056f-968f-4da3-a7be-48a4fb0a1ea7
42,MH-43,19980101,,5,670.19,675.19,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:674.8266,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14634438699417 41.77123421110582),388729b2-9258-43d1-92ee-6a98e7801bbf
43,MH-44,000000,,9,692.35,701.35,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:700.8256,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14524950501354 41.77168325261908),ce708079-7e17-4876-91af-7b7dd33b5dbf
44,MH-45,000000,,13,695.41,708.41,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:707.6379,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.14384250442035 41.771913713670614),962ec97a-5438-4294-9552-a407ff5a5a9c
45,MH-46,000000,,6,699.03,705.03,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.2789,True,True,Our Agency,Our Agency,,20150518120911,Esri,POINT (-88.13999425718514 41.771537804494145),bc925d0a-6b0e-4c00-bd01-d106e40d78cc
46,MH-47,19990101,,6,686.14,692.14,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:716.3004,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.14238283796674 41.77265634840647),338b2c19-8295-469d-9f46-444e4cd72b24
47,MH-48,000000,,10,707.26,717.26,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.9992,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.14090353540813 41.77388382445885),584e5ed7-e385-4b04-b7ed-3e5b8e74b5ff
48,MH-49,19890101,,8,692.57,700.57,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.0627,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13262557709659 41.779449446604275),09ae6a08-d561-4ec1-9abe-ba7968805191
49,MH-50,19890101,,7,692.76,699.76,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:697.3097,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13194994913795 41.77897846563926),465d0385-10f3-48bc-b704-bc1aed7e53cd
50,MH-51,19890101,,13,689.65,702.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.7882,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13163313235839 41.77975199523489),55327493-b42b-49cb-babc-6479cdede45d
51,MH-52,19890101,,11,688.75,699.75,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:699.0016,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13116987379287 41.779558420470316),0eef4b29-143a-4dc2-8f5e-9577e713796f
52,MH-53,19890101,,10,688.27,698.27,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:697.5934,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13053991908357 41.77934844041624),06cb690d-7fea-4ae8-9f8b-f5a7bd9b773d
53,MH-54,19890101,,13,686.06,699.06,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.0033,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.12979549098274 41.77869164522269),858da94f-64ff-41a7-8825-aa22246427c1
54,MH-55,19890101,,12,685.85,697.85,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:695.9998,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.12938545541475 41.77862022425224),8b51e884-b01a-499a-b25b-2718a59b20ae
55,MH-56,000000,,16,698.88,714.88,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.0756,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.12933130064873 41.77629838447705),22bd59ab-c16f-4960-9b55-9da6f2b83329
56,MH-57,19850101,,8,709.1999999999999,717.1999999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:717.1473,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.12959544781536 41.775603855324626),cfbfdba0-9027-4e53-8091-73a62d52f48e
57,MH-58,19850101,,8,720.2099999999999,728.2099999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:728.0313,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13057547320058 41.77465364436272),0b7d9c46-8180-489a-a463-021276cc78e2
58,MH-59,19850101,,13,688.4599999999999,701.4599999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.2946,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13251903150056 41.77542200786349),78a63a98-d070-4909-9382-2fa35094fdeb
59,MH-60,000000,,7,0,7,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0621,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.1360865732431 41.774264942351756),1957f533-1078-463a-adad-eed3cf0357fe
60,MH-61,000000,,8,704.04,712.04,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.416,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13802471090223 41.77464108782777),8cecbf99-7200-4d61-b3b7-a2554a7914cb
61,MH-62,19590101,,7,685.84,692.84,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.9797,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13477845775822 41.77359731833478),3b78b3bb-6908-4894-b993-6f4827dc8fc1
62,MH-63,19630101,,9,711.9699999999999,720.9699999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720.5657,True,True,Our Agency,Our Agency,,20150518120912,Esri,POINT (-88.13245138125866 41.77158687730446),5b5c1fdb-c977-42a8-af22-1f18c558bc7e
63,MH-64,20050101,,9,674.596,683.596,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:683.9408,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13618271482135 41.77000322056074),05d5e801-0975-4095-95f2-a5aa50e654ca
64,MH-65,000000,,9,680.39,689.39,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.0952,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13715396111057 41.771496350335646),779cc9d1-617f-4bb7-939b-760efc99ee58
65,MH-66,000000,,8,690.23,698.23,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:698.2415,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13988872888461 41.771034566256034),30b3ca44-6e58-4c78-9a0c-1c15342befdd
66,MH-67,19790101,,6,696.75,702.75,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.7512,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12975426731265 41.78258777819645),b4587266-c2df-4d49-9d29-9b99d76cbfb1
67,MH-68,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.6489,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12922786677142 41.7826323998571),f6da39cb-b7be-4100-9135-59aafa910ed2
68,MH-69,19790101,,12,724.9200000000001,736.9200000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.0165,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13491019506154 41.78453667469058),6e78475e-5830-4d78-9e4c-ab8e2072c6c7
69,MH-70,19790101,,10,732.54,742.54,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:744.0723,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13184506181288 41.784359187053894),957cbdc2-1b3e-4fd5-a286-139ecd4caf6d
70,MH-71,19830101,,8,734.11,742.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:741.8362,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13574539166933 41.78316283036869),7786c7d3-6437-4020-a3b4-39c022d5e93c
71,MH-72,19830101,,10,724.44,734.44,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:734.3352,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1346472604884 41.78112992719402),6bd2c421-ade5-42a2-be4a-db90addae1b3
72,MH-73,19790101,,12,727.21,739.21,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:739.3971,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13335706548027 41.78402101290679),6c1f1863-f74e-4b25-9a0f-2da1ffc809d6
73,MH-74,000000,,13,717.9,730.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:730.4257,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13719863644889 41.78265759888283),0f5704e4-f86b-4683-a770-2d2492a05fef
74,MH-75,000000,,8,678.32,686.32,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.7471,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13620631836552 41.77099613802703),971133bb-d79f-4150-9f74-b30d9dd85024
75,MH-76,19520101,,11,714.53,725.53,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:725.6833,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13864431931877 41.782718374337094),0d34a7aa-80e5-4bde-8b57-fdcd702c27d3
76,MH-77,20000101,,12,716.22,728.22,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:729.1352,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13106458138884 41.77396050781609),7fc815a3-aced-41aa-a994-aa38ec6e8074
77,MH-78,19980101,,5,679.26,684.26,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:683.8634,True,True,Private,Private,,20150518120913,Esri,POINT (-88.1455178470963 41.77103468820299),78dfddad-c36f-47a7-bffe-ca693ff02d8a
78,MH-79,19990101,,9,687.65,696.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:695.3741,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1403106173408 41.76770474480338),4073127c-b308-409c-ac2f-465f426ca438
79,MH-80,19730101,,6,726.6899999999999,732.6899999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:732.6938,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12889424136421 41.76871278871767),77b8f9d8-426c-4003-8a4f-8d31af41e6f0
80,MH-81,19730101,,10,724.87,734.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:734.122,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12900587237684 41.769794468415796),ed121d0d-52d1-427e-b0ae-9dc1ebba27ae
81,MH-82,000000,,5,689.18,694.18,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:693.573,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.14059534107035 41.76650129333022),0fc7f4cf-1277-49ec-901e-1717bced2d5c
82,MH-83,19990101,,3,689.5,692.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.0126,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1423035349653 41.76743611679209),aad8ee7a-e27d-41da-b456-5d2fc99a0846
83,MH-84,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.8713,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1373743171085 41.76423367244373),209c5885-08ba-40ba-b8fb-8fcec70ead6a
84,MH-85,000000,,7,702.981,709.981,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:706.9431,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13736167237737 41.766051838782836),72ac9d59-32ba-4c83-a855-13fdf3739f1f
85,MH-86,19950101,,9,706.35,715.35,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.5944,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13533194304962 41.765650010217264),38e6a409-57ff-4970-a499-7f46dfe4ab2b
86,MH-87,000000,,9,722.8299999999999,731.8299999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.3328,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12854588394325 41.76727329524849),4bb93558-d637-46f3-95f4-d1dcab846859
87,MH-88,000000,,9,720.46,729.46,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:728.5172,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12907340968741 41.76728529438622),10096d99-a16e-4395-97da-4c5b2baa9085
88,MH-89,000000,,9,717.08,726.08,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:725.5229,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13003788325037 41.76728451008264),eb69c259-d22b-44f9-86f7-cc6020ad325a
89,MH-90,000000,,9,689.8,698.8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.2698,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13628448936593 41.768681965008184),e8d5d837-b51a-4534-8007-fe0694aeb60f
90,MH-91,19690101,,8,698.83,706.83,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:707.0975,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.13554338674606 41.768824052164284),87dbb6e5-5290-434d-bc1d-fdc5761fd29e
91,MH-92,19980101,,6,669.9,675.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:675.3453,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.14165890052176 41.76921621522124),91f50098-bf72-4df7-a301-70d381d7b373
92,MH-93,19680101,,10,737.08,747.08,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:746.3811,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12136844794577 41.7699163295546),c015df50-f2ca-4d99-b5f2-8fed74c881e8
93,MH-94,19730101,,9,735.65,744.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:744.5311,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12459022453534 41.769363353927986),af519788-b8e8-4802-94cd-85265601f976
94,MH-95,19720101,,4,739.13,743.13,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:743.7458,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1230525674296 41.76901737056289),bf82f94d-0a2f-4f36-87e7-3b5b2ad64abd
95,MH-96,19730101,,8,736.55,744.55,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:743.9982,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12181887273003 41.76714957353686),9b591a6e-717b-4baa-b508-6cfe5f071706
96,MH-97,19730101,,10,735.5799999999999,745.5799999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:745.3792,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12119694504844 41.76761888558227),5dd0146c-b827-4ba4-8eb0-4639507f9d47
97,MH-98,19730101,,7,733.41,740.41,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:740.3928,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12131238959122 41.76695936438544),5b57e134-e616-4e9f-a4b4-d8e36e161685
98,MH-99,19730101,,7,732.34,739.34,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:738.731,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1214080746787 41.76628786951029),12042881-285e-41c9-9898-4fb52ce3adf6
99,MH-100,000000,,13,719.82,732.82,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.9996,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12850398123047 41.7660539479812),6e28e6d4-6280-4829-8987-50ee0edfbc2a
100,MH-101,19790101,,6,740.08,746.08,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:745.6228,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.1238762236023 41.788760804000354),e147f0f1-6f85-465b-9dc9-0f5931134fd3
101,MH-102,19790101,,16,734.83,750.83,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:750.0005,True,True,Our Agency,Our Agency,,20150518120913,Esri,POINT (-88.12872542437673 41.78881377298599),1842cde3-1833-438b-804b-9390b6d73f6c
