OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,MAINSHAPE,LINEDYEAR,LINERTYPE,FROMMH,TOMH,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,DOWNELEV,UPELEV,SLOPE,SHAPE_Length,geometry,ResourceID
2263,1899-45067,19990101,Unknown,8",Circular,,,MH-1899,45067,Sewage,True,True,Private,Private,,20150518122029,Esri,0,715.99,402.282986091541,177.981675774146,"LINESTRING M (-88.14376286122145 41.794054353894666 0,-88.14384338614862 41.793569650503606 177.98168000000004)",c7cb4f8e-2c4e-4e7c-beaa-4d633e39dfa4
2264,1738-749,19670101,Unknown,8",Circular,,,MH-1738,MH-749,Sewage,True,True,Our Agency,Our Agency,,20150518122029,Esri,697.4599999999999,700.99,0.902788062843158,391.0109299499276,"LINESTRING M (-88.15440765708333 41.78886046511082 0,-88.15441845437232 41.78778744331497 391.01093000000003)",f65118cf-ace1-4e5e-9fb5-ce2ac6ba675a
2265,749-1637,19840101,Unknown,8",Circular,,,MH-749,MH-1637,Sewage,True,True,Our Agency,Our Agency,,20150518122029,Esri,688.3000000000001,697.4599999999999,3.02128555921307,303.18219911612357,"LINESTRING M (-88.15441845437232 41.78778744331497 0,-88.15442247261377 41.78768485063171 37.39994000000001,-88.1544510176698 41.786955776550045 303.1822)",dc24a317-f37e-4986-9c86-c9fd04ae2c58
2266,1066-2443,19720101,Vitrified Clay,8",Circular,,,MH-1066,MH-2443,Sewage,True,True,Our Agency,Our Agency,,20150518122029,Esri,0,695.26,478.218564115657,145.38540578944415,"LINESTRING M (-88.15658731811307 41.788855701657496 0,-88.15666547630951 41.78846103124173 145.38541)",222e23f6-b378-413e-9b7b-f8e4dcbf5828
2267,2443-1635,19720101,Vitrified Clay,8",Circular,,,MH-2443,MH-1635,Sewage,True,True,Our Agency,Our Agency,,20150518122029,Esri,684.6529999999999,0,381.919062681843,179.26651662589347,"LINESTRING M (-88.15666547630951 41.78846103124173 0,-88.15699402323096 41.78803492565651 179.26652)",77879a38-e36e-4102-8f2c-0ebc8a236046
2268,252-2342,19710101,Vitrified Clay,8",Circular,,,MH-252,MH-2342,Sewage,True,True,Our Agency,Our Agency,,20150518122029,Esri,691.2099999999999,692.1,0.363685382054228,244.7170119879281,"LINESTRING M (-88.1800946796962 41.774635896596926 0,-88.17997857213268 41.77464311835974 31.779830000000004,-88.17966170077307 41.77466282710804 118.51074000000001,-88.17920060580185 41.7746915045936 244.71701000000004)",3be2a350-8cf3-4ac0-bc43-42b68caced48
2269,2017-252,19710101,Vitrified Clay,8",Circular,,,MH-2017,MH-252,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,692.1,695.57,0.870899786652696,398.4384946673342,"LINESTRING M (-88.18154997137091 41.774541804581446 0,-88.18152843346215 41.774543197800455 5.896800000000001,-88.18149890184297 41.77454510716458 13.982150000000003,-88.1814312373877 41.77454948262808 32.507760000000005,-88.18116929978648 41.77456641940013 104.22268000000001,-88.18113698086972 41.77456850955425 113.07117000000002,-88.18085600615407 41.77458667459898 189.99809000000002,-88.18055676299662 41.77460602205362 271.92666,-88.18045458403626 41.77461262896205 299.90184000000005,-88.1802570829859 41.77462539605797 353.97476000000006,-88.1800946796962 41.774635896596926 398.43849000000006)",dd37e7e5-441d-4807-8253-94b5fc7c499d
2270,301-1172,19780101,Unknown,8",Circular,,,MH-301,MH-1172,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,681.933,,,305.6311067964017,"LINESTRING M (-88.18270581863705 41.76552994983432 0,-88.18205942612305 41.765638168172764 180.69674000000003,-88.18161975566373 41.76573408692303 305.63111000000004)",f6e0458c-eeb3-4453-875e-1eb9ebaa44db
2271,2403-1536,19590101,Vitrified Clay,10",Circular,,,MH-2403,MH-1536,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,692.017,704.4,3.78352180445085,327.28766054507315,"LINESTRING M (-88.13233473100618 41.77401522454757 0,-88.13243934498338 41.77399311810977 29.651090000000003,-88.13243948096614 41.77399309583846 29.689060000000005,-88.13350536411231 41.77381883086206 327.2876600000001)",e02e67ae-57d5-4da7-ad2e-3bfa0b1bcca9
2272,1536-945,19590101,Vitrified Clay,10",Circular,,,MH-1536,MH-945,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,691.121,692.017,4.04540530149998,22.14858421399333,"LINESTRING M (-88.13350536411231 41.77381883086206 0,-88.13358362919857 41.77380264336175 22.148580000000003)",34ae9fe0-f122-4127-862c-71ce8ad7086f
2273,940-1536,20000101,Polyvinyl Chloride,8",Circular,,,MH-940,MH-1536,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,692.017,692.88,0.870381560759961,99.15191668886305,"LINESTRING M (-88.13339012723326 41.773560763425664 0,-88.13350536411231 41.77381883086206 99.15192000000002)",af6c929a-46ae-4614-ab18-5e87f5b7ecc9
2274,369-650,19590101,Vitrified Clay,10",Circular,,,MH-369,MH-650,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,715.5,716.55,2.37352449113372,44.23800992668174,"LINESTRING M (-88.13126166896843 41.77419380848357 0,-88.13134534722022 41.7741750470854 23.826960000000003,-88.13141932271296 41.77416661555658 44.23801000000001)",a8dd3c15-3701-47bd-988c-9f497c57e289
2275,77-650,20000101,Polyvinyl Chloride,8",Circular,,,MH-77,MH-650,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,715.5,716.22,0.587802662679756,122.49008820708511,"LINESTRING M (-88.13106458138884 41.77396050781609 0,-88.13141932271296 41.77416661555658 122.49009000000002)",0e0a0b8d-f173-4cdd-bc36-48fa582a32f0
2276,650-2403,19590101,Vitrified Clay,10",Circular,,,MH-650,MH-2403,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,704.4,715.5,4.34068786122665,255.7198387645231,"LINESTRING M (-88.13141932271296 41.77416661555658 0,-88.1320790709928 41.77405750646379 184.30096000000003,-88.13233473100618 41.77401522454757 255.71984000000003)",fd88ec38-4bc7-4900-897c-657017c7128d
2277,40666-1214,19650101,Vitrified Clay,8",Circular,,,40666,MH-1214,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,719.5999999999999,0,174.066908406711,413.4042516103289,"LINESTRING M (-88.1276807050094 41.7749353596352 0,-88.12818606158277 41.774816196896396 144.52321000000003,-88.12821267521093 41.77480992115949 152.13428000000002,-88.12828000971696 41.774794041891504 171.39100000000002,-88.12821267521093 41.77480992115949 190.64772000000002,-88.12828000971696 41.774794041891504 209.90445000000003,-88.12857518817675 41.77472443810229 294.32060000000007,-88.12882563462279 41.77466537913163 365.9445400000001,-88.12899158676248 41.774626246578435 413.40425000000005)",7bbc3c59-608f-4a01-a0fc-7789dc7a39e2
2278,1523-1214,19590101,Vitrified Clay,10",Circular,,,MH-1523,MH-1214,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,719.5999999999999,720.48,0.356554792246889,246.8063868822319,"LINESTRING M (-88.12883745662016 41.773960366646946 0,-88.12884587395571 41.774039024815394 28.754120000000004,-88.12886253569314 41.77419476160122 85.68487000000002,-88.12888561132107 41.77427190982923 114.49302000000002,-88.12899158676248 41.774626246578435 246.80639000000005)",a8eb3119-fa60-4131-af12-9301464e8652
2279,1214-2442,19590101,Vitrified Clay,10",Circular,,,MH-1214,MH-2442,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,718.744,719.5999999999999,0.252642201800196,338.81908639989194,"LINESTRING M (-88.12899158676248 41.774626246578435 0,-88.1290382936434 41.7746166534308 13.211140000000002,-88.13019008512047 41.7743819513687 338.8190900000001)",c9d7719a-adc0-4fb1-8bd0-e9f20c23633f
2280,1412-2339,19770101,Unknown,8",Circular,,,MH-1412,MH-2339,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,699.05,695.48,4.78064380295574,74.67613457820686,"LINESTRING M (-88.17862204512038 41.77735028391512 0,-88.17839864154844 41.777412659876454 65.03631000000001,-88.17836552805858 41.777421905168595 74.67613000000001)",d7db6b8d-4608-41c9-aee1-0fe2863078b8
2281,2409-2365,19980101,Unknown,6",Circular,,,MH-2409,MH-2365,Sewage,True,True,Private,Private,,20150518122030,Esri,690.1700000000001,,,51.99961336127828,"LINESTRING M (-88.17783384078705 41.78151675500593 0,-88.17801726589973 41.78147782832894 51.999610000000004)",fb7837a7-fa43-40cd-8176-0a62aabd32b0
2282,2335-2336,19760101,Vitrified Clay,8",Circular,,,MH-2335,MH-2336,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,,680.74,,153.93651474481865,"LINESTRING M (-88.17141467580232 41.77784846713024 0,-88.1712677147311 41.777783941546126 46.47167000000001,-88.17102783621716 41.77767862232553 122.32495000000002,-88.17092786814524 41.777634730588765 153.93651000000003)",58fb1767-2e20-44c1-a425-b05a73bfffb9
2283,2336-240,19760101,Vitrified Clay,8",Circular,,,MH-2336,MH-240,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,,,,267.916617235316,"LINESTRING M (-88.17092786814524 41.777634730588765 0,-88.17077198914784 41.77754918717952 52.71961000000001,-88.17056233536498 41.77743413089616 123.62688000000001,-88.17013571137244 41.77720000106515 267.91662)",0b26f2de-df1e-4b65-a296-e9cd53128ec6
2284,1409-239,19760101,Vitrified Clay,8",Circular,,,MH-1409,MH-239,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,682.33,,,213.40689178987387,"LINESTRING M (-88.17294271780422 41.77785473507228 0,-88.17273994699312 41.777881280849584 56.14660000000001,-88.17250491958208 41.77791204794164 121.22482000000002,-88.17224043541898 41.777946670026836 194.45940000000002,-88.17217200712031 41.777955627214624 213.40689000000003)",49fd7e78-a3c5-47bc-8def-a769e526602f
2285,1408-1409,19760101,Unknown,8",Circular,,,MH-1408,MH-1409,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,,684.0699999999999,4.796689231750906,142.61294967201746,"LINESTRING M (-88.17343699978858 41.77772712223926 0,-88.17324260992747 41.77777731151082 56.08670000000001,-88.17301576060088 41.77783587716412 121.53827000000001,-88.17294271780422 41.77785473507228 142.61295)",3d6e1df1-531d-4702-8bcd-27062b9787c5
2286,827-1406,19690101,Vitrified Clay,8",Circular,,,MH-827,MH-1406,Sewage,True,True,Our Agency,Our Agency,,20150518122030,Esri,689.44,694.44,1.8773433709304,266.3338032574211,"LINESTRING M (-88.17520743485059 41.7749852330825 0,-88.17522688591703 41.77505105215173 24.563670000000002,-88.17529743061917 41.77528977898261 113.65622000000002,-88.1753655602535 41.77552032083271 199.69434000000004,-88.17540636336967 41.77565838561119 251.22019000000003,-88.17541832935302 41.775698883320985 266.33380000000005)",1810fbfc-df20-47f0-99ce-1c2af49c5b80
2287,1406-1405,19690101,Vitrified Clay,8",Circular,,,MH-1406,MH-1405,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,684.4100000000001,689.44,1.95099699293826,257.81690172801063,"LINESTRING M (-88.17541832935302 41.775698883320985 0,-88.17547134838075 41.77576975719897 29.599200000000003,-88.1756106713242 41.7759560069446 107.38221000000001,-88.17565473390701 41.77601490620474 131.98059,-88.17578483844449 41.77618882700264 204.61519000000004,-88.17588013370595 41.77631621686568 257.81690000000003)",c239e686-96d5-4bf9-89e4-d99618efca64
2288,2350-567,19780101,Vitrified Clay,8",Circular,,,MH-2350,MH-567,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,666.9,679.11,3.68090639593644,331.7117765743614,"LINESTRING M (-88.1725369213849 41.77256812103648 0,-88.17241103870622 41.7725699201881 34.34442000000001,-88.17209766766145 41.77257440493224 119.84110000000001,-88.17199181139365 41.772575919300806 148.72174,-88.17178301200225 41.77257890502263 205.68823000000003,-88.1713210975856 41.772585510627934 331.71178000000003)",2438c60a-3ce1-4a96-96ed-f04a51fc84b7
2289,567-1116,19660101,Reinforced Concrete,36",Circular,,,MH-567,MH-1116,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,666.4300000000001,666.9,0.200507723182036,234.4049359003122,"LINESTRING M (-88.1713210975856 41.772585510627934 0,-88.17130941202987 41.77269387280965 39.614560000000004,-88.171289814056 41.772875623330606 106.05808000000002,-88.17128252855252 41.77294317459356 130.75319000000002,-88.17125619779475 41.77318735496759 220.01954000000003,-88.17125195162477 41.77322670480069 234.40494000000004)",3f809a7c-fcff-47dc-a2ce-702984ccb358
2290,1857-2164,19790101,Unknown,8",Circular,,,MH-1857,MH-2164,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,735.63,736.62,0.252077490266676,392.73637600591553,"LINESTRING M (-88.12937644393 41.78763438446269 0,-88.1293766825286 41.787639192818176 1.7533300000000003,-88.1293788186949 41.787682213195 17.440420000000003,-88.12938212526682 41.78774881252236 41.72540000000001,-88.12938758150034 41.787858734769664 81.80777,-88.1294000611672 41.788110215347366 173.50836000000004,-88.12941681344927 41.788447706942456 296.57230000000004,-88.12942219756974 41.788556124542495 336.10605000000004,-88.1294299041928 41.78871142809154 392.73638000000005)",baa2910a-0ab2-4d3f-8bb1-a2507cc66b31
2291,1008-1005,19640101,Unknown,8",Circular,,,MH-1008,MH-1005,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,0,0,-0,305.2581602795832,"LINESTRING M (-88.13207208232879 41.7910653534876 0,-88.13206227247082 41.79087223581967 70.42132000000001,-88.13203760558457 41.79038653320145 247.53513000000004,-88.13202956377724 41.790228238281905 305.25816000000003)",96dbf3f2-5ce5-4125-80c7-582d67414f72
2292,1575-1258,19850101,Vitrified Clay,8",Circular,,,MH-1575,MH-1258,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,701.96,702.76,0.391195599273837,204.5012780013294,"LINESTRING M (-88.12627731699901 41.78553623935736 0,-88.12633758366891 41.785496412398274 21.926340000000003,-88.12636640909507 41.78547862905819 32.114250000000006,-88.12649325965394 41.78540214575805 76.53907000000001,-88.12650212945132 41.785396473239054 79.72092,-88.12664803403779 41.78530641509502 131.29912000000002,-88.12665922300401 41.7852966707967 135.98095,-88.1267748570708 41.78522218111454 177.58993000000004,-88.12678282654916 41.78521702016134 180.46408000000002,-88.12684833457381 41.78517288871995 204.50128000000004)",bddbd053-5f79-4b25-9f02-2566d13cbdaf
2293,2209-1589,19960101,Vitrified Clay,8",Circular,,,MH-2209,MH-1589,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,726.4300000000001,727.54,0.394566367536961,281.32149400595745,"LINESTRING M (-88.1365487866633 41.78672893068143 0,-88.13655097580393 41.78680339526555 27.140820000000005,-88.13655560561608 41.786960951229226 84.56675000000001,-88.13655889030757 41.787162625318715 158.06053000000003,-88.13656378497556 41.78726229836114 194.40506000000002,-88.13656546563155 41.78729651499107 206.88173000000003,-88.13656851437645 41.787400287818386 244.70480000000003,-88.1365707406412 41.78747600215923 272.30114000000003,-88.136571467385 41.787500750749636 281.32149000000004)",fe44be27-76f2-4aa1-8973-84e0807b9497
2294,2135-897,19300101,Unknown,8",Circular,,,MH-2135,MH-897,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,704.72,706.48,0.426320621001865,412.8348274272882,"LINESTRING M (-88.14444640846068 41.78545385154546 0,-88.1444505748243 41.78538976791164 23.379140000000003,-88.14445732634273 41.78528594203612 61.25717000000001,-88.14446592364831 41.7851536839519 109.50786000000002,-88.14447379611191 41.785032702610316 153.64465,-88.14447579302275 41.7850019693254 164.85683000000003,-88.1444822018647 41.78490338568773 200.82234000000003,-88.14448864084966 41.78480436182037 236.94847000000004,-88.14449349132506 41.78472971895247 264.17983000000004,-88.14450102505005 41.78461386100533 306.44741000000005,-88.14450895439066 41.78449189834841 350.94212000000005,-88.14451161887753 41.784450927236314 365.8893100000001,-88.14451874676833 41.78434134504159 405.8673800000001,-88.14451998651772 41.784322246791355 412.83483000000007)",3c6737bb-0bd9-4c86-8bb5-f51c062a17f5
2295,140-2208,19460101,Vitrified Clay,12",Circular,,,MH-140,MH-2208,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,703.74,704.62,0.278003964522425,316.5422484214289,"LINESTRING M (-88.14436248745265 41.785862530189014 0,-88.14487386467691 41.78587031378769 139.49314,-88.14552292104096 41.78588018851635 316.54225)",49e58212-354d-4304-ab18-462aac469488
2296,1060-1632,19800101,Unknown,6",Circular,,,MH-1060,MH-1632,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,705.44,705.37,0.0693406982456203,100.95081499193225,"LINESTRING M (-88.14721433294238 41.78665785126416 0,-88.14721193971204 41.786724556110535 24.315430000000003,-88.1472043974827 41.78693479102655 100.95081000000002)",1af9c825-882a-4ebc-8eff-6dff732a655d
2297,736-2243,19670101,Reinforced Concrete,24",Circular,,,MH-736,MH-2243,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,678.413,680.54,0.688402816445042,308.9760746453538,"LINESTRING M (-88.16274496702741 41.79087546796447 0,-88.16289186632116 41.790783329619764 52.26874000000001,-88.16319315563275 41.79059435546532 159.47145000000003,-88.1634571426165 41.79043374347303 252.24978000000004,-88.16361854694992 41.790335540995216 308.97607000000005)",7b4ddb30-ea9c-4b1b-ad79-d2d6ce35f4a5
2298,1210-59,19850101,Vitrified Clay,15",Circular,,,MH-1210,MH-59,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,688.4599999999999,688.73,0.563786319535414,47.89048450527751,"LINESTRING M (-88.13238846285067 41.775509872056574 0,-88.13249305061986 41.77543949343099 38.36059000000001,-88.13251903150056 41.77542200786349 47.890480000000004)",df7677b2-d80b-4a1a-bbad-88d65059c252
2299,59-916,19850101,Vitrified Clay,15",Circular,,,MH-59,MH-916,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,688.18,688.4599999999999,0.188568483754087,148.48716732815006,"LINESTRING M (-88.13251903150056 41.77542200786349 0,-88.13270890697599 41.775279062004934 73.45457,-88.13290285902062 41.77513304369633 148.48717000000002)",f71ed6fe-7430-48a2-8975-74ad93b8c78b
2300,1439-1734,19860101,Unknown,8",Circular,,,MH-1439,MH-1734,Sewage,True,True,Private,Private,,20150518122031,Esri,692.6,692.77,0.24401426039478,69.6680594506746,"LINESTRING M (-88.18206767189592 41.769513593146804 0,-88.181939997723 41.7695485167054 37.08057000000001,-88.18182779275351 41.7695792062974 69.66806000000001)",0ea58a1b-5f63-45eb-b7dc-d45d02c1d149
2301,1734-269,19860101,Unknown,8",Circular,,,MH-1734,MH-269,Sewage,True,True,Private,Private,,20150518122031,Esri,692.52,692.6,0.0511288350783046,156.4674803905074,"LINESTRING M (-88.18182779275351 41.7695792062974 0,-88.18196905943779 41.76982636168267 97.95925000000001,-88.18205343404294 41.76997398048501 156.46748000000002)",fd8e02e0-9d9c-4bc6-9ae4-43c13079bb25
2302,2410-2361,19860101,Unknown,8",Circular,,,MH-2410,MH-2361,Sewage,True,True,Private,Private,,20150518122031,Esri,692.34,693.49,0.317454015506756,362.2571912231815,"LINESTRING M (-88.18215498156866 41.768891508151654 0,-88.18218327046219 41.76904285891309 55.68797000000001,-88.18230251587858 41.76963164101589 272.68620000000004,-88.18235173502372 41.769874674571255 362.25719000000004)",90c6483d-045d-4385-af74-933fb2a50d91
2303,1733-853,19860101,Unknown,8",Circular,,,MH-1733,MH-853,Sewage,True,True,Private,Private,,20150518122031,Esri,692.0600000000001,692.83,0.301622021293841,255.28640007685556,"LINESTRING M (-88.18364196021847 41.769509529852535 0,-88.18307457041055 41.769648044152184 162.80094000000003,-88.18275224189033 41.769726732715334 255.28640000000004)",e382d015-6b94-49ce-a316-ad92258f5b1c
2304,2411-1733,19860101,Unknown,8",Circular,,,MH-2411,MH-1733,Sewage,True,True,Private,Private,,20150518122031,Esri,692.83,693.45,0.326708545276318,189.77158968267258,"LINESTRING M (-88.18345682131856 41.76900754210623 0,-88.18354370506914 41.76923408640181 85.88555000000001,-88.18364196021847 41.769509529852535 189.77159000000003)",a1a3ee54-ac92-4eee-882e-8b49538de314
2305,2413-2289,19920101,Polyvinyl Chloride,8",Circular,,,MH-2413,MH-2289,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,697.46,,,28.75353195646722,"LINESTRING M (-88.16202337293993 41.774465472182094 0,-88.16191939404898 41.77447844260238 28.753530000000005)",9de1ecb2-23cd-4594-8963-14f68918dd48
2306,2412-2413,19920101,Polyvinyl Chloride,8",Circular,,,MH-2412,MH-2413,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,,,,199.5751101748839,"LINESTRING M (-88.16191157228565 41.77392420822156 0,-88.16192386373588 41.773983715418254 21.941520000000004,-88.16196980577304 41.7742061342673 103.95192000000002,-88.16202020592671 41.774450137861685 193.92105000000004,-88.16202337293993 41.774465472182094 199.57511000000002)",a7ac41ff-a944-42c6-ae31-089f6340596c
2307,350-1518,19850101,Unknown,8",Circular,,,MH-350,MH-1518,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,688.351,0,380.133733892046,181.08127183352877,"LINESTRING M (-88.13744345258058 41.77301546344143 0,-88.13741175419877 41.773020931324425 8.8732,-88.13727951047593 41.77304374425313 45.89172000000001,-88.13724503585617 41.77304968994779 55.541970000000006,-88.136797134837 41.7731288886666 181.08127000000002)",7a55e1a1-f1d2-4149-9aac-dbdf6dc9e91c
2308,918-1518,19720101,Unknown,8",Circular,,,MH-918,MH-1518,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,688.351,689.89,0.657138200893348,234.1973116016982,"LINESTRING M (-88.1367021992448 41.77376753902483 0,-88.13672116111893 41.7736520637767 42.394800000000004,-88.13672802670527 41.773610249114796 57.74633000000001,-88.13674539289288 41.773504466248944 96.58260000000001,-88.13677917399636 41.77329871702857 172.11982000000003,-88.136797134837 41.7731288886666 234.19731000000004)",46ff1969-f5d1-47cf-983b-ab9f76576854
2309,1518-2416,20050101,Polyvinyl Chloride,8",Circular,,,MH-1518,MH-2416,Sewage,True,True,Our Agency,Our Agency,,20150518122031,Esri,678.604,688.351,32.5937159371453,29.904537484453602,"LINESTRING M (-88.136797134837 41.7731288886666 0,-88.1368712191702 41.77306839565877 29.904540000000004)",5d115aa5-0055-4f17-a8a6-43d7ac197b0c
2310,2117-2414,20080101,Unknown,8",Circular,,,MH-2117,MH-2414,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,679.917,0,806.611268019908,84.293020313128,"LINESTRING M (-88.13537905519748 41.773087860000885 0,-88.13547207309661 41.773308457269394 84.29302000000001)",ebaab17c-3b47-4950-8bfc-7e51f3bd65e3
2311,1516-2414,20050101,Polyvinyl Chloride,8",Circular,,,MH-1516,MH-2414,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,679.917,680.036,1.1541749098237,10.31039567634441,"LINESTRING M (-88.13548107308665 41.77333593837427 0,-88.13547207309661 41.773308457269394 10.310400000000001)",0b5c9529-dd8f-45eb-9fa1-c7e6b1f60f22
2312,630-2415,20050101,Polyvinyl Chloride,16",Circular,,,MH-630,MH-2415,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,680.257,682.051,6.94656208252199,25.82572470652665,"LINESTRING M (-88.13494292984409 41.77344313870611 0,-88.13500432264607 41.773389185042795 25.825720000000004)",95614da0-0f23-492c-af7f-638b24517e32
2313,2414-2416,20050101,Polyvinyl Chloride,16",Circular,,,MH-2414,MH-2416,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,678.604,679.917,0.335284600098307,391.60760727304773,"LINESTRING M (-88.13547207309661 41.773308457269394 0,-88.13579847084632 41.77324805166294 91.71409000000001,-88.1359611151079 41.77321899732377 137.32537000000002,-88.13627321979847 41.77316323870186 224.85119000000003,-88.13640263857913 41.77314012046809 261.14483,-88.1368712191702 41.77306839565877 391.6076100000001)",91de0354-0cf7-489c-8a71-e2f19065d881
2314,2415-2466,20050101,Polyvinyl Chloride,16",Circular,,,MH-2415,MH-2466,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,679.823,680.257,0.585996838629924,74.06183299805376,"LINESTRING M (-88.13500432264607 41.773389185042795 0,-88.13502550174738 41.77337952558047 6.764950000000001,-88.13518900819105 41.77335271032783 52.423390000000005,-88.13526734270215 41.773343347458436 74.06183000000001)",efcbb0bd-1425-4c4d-bcbc-94c7cfcda9cb
2315,2416-2417,20050101,Polyvinyl Chloride,16",Circular,,,MH-2416,MH-2417,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,677.36,678.604,0.358332403822452,347.1636912346918,"LINESTRING M (-88.1368712191702 41.77306839565877 0,-88.13684783113516 41.77293336857205 49.61448000000001,-88.13671189571411 41.77246284249724 225.03355000000002,-88.13661725563986 41.77213525313737 347.16369000000003)",8e624bad-c718-427c-a9a2-b3a2d368c9f2
2316,2469-351,19690101,Unknown,8",Circular,,,MH-2469,MH-351,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,676.97,,-0,16.834635434724312,"LINESTRING M (-88.13657116395898 41.77209287059573 0,-88.13662990679792 41.77207870671195 16.834640000000004)",4f96bd17-036d-4a8a-81aa-c3662e35a9c2
2317,1211-351,19690101,Unknown,8",Circular,,,MH-1211,MH-351,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,676.97,0,183.697369994296,368.5246010985459,"LINESTRING M (-88.1379497831351 41.771862920340816 0,-88.13773244606692 41.771898454361974 60.68321000000001,-88.13758153268698 41.771923126622674 102.81995000000002,-88.13754052313594 41.771929831984906 114.27035000000002,-88.13735269616625 41.77196053919992 166.71376000000004,-88.13716822271287 41.77199069720905 218.22074000000003,-88.13710680933481 41.772000738541074 235.36812000000003,-88.13698186706388 41.7720211650318 270.25339,-88.13683316002574 41.77204547723255 311.77407000000005,-88.13662990679792 41.77207870671195 368.5246000000001)",15416920-91ef-4d27-9672-cf43db1072eb
2318,2417-351,20050101,Polyvinyl Chloride,16",Circular,,,MH-2417,MH-351,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,676.97,677.36,1.86674546509404,20.891975220646398,"LINESTRING M (-88.13661725563986 41.77213525313737 0,-88.13662990679792 41.77207870671195 20.891980000000004)",c723cb61-1d38-4466-906f-d51647e10376
2319,351-356,20050101,Polyvinyl Chloride,16",Circular,,,MH-351,MH-356,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,676.2900000000001,676.97,0.217886524610358,312.08905700620693,"LINESTRING M (-88.13662990679792 41.77207870671195 0,-88.13655088460509 41.77185046410124 85.91746,-88.13639004355076 41.771329756307445 280.66506000000004,-88.13636409326033 41.77124573573529 312.08906)",42e8b9ef-1e8b-4bb0-ab6f-0758d86b45ce
2320,356-1526,20050101,Polyvinyl Chloride,16",Circular,,,MH-356,MH-1526,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,675.38,676.2900000000001,0.330488966403823,275.3495857674238,"LINESTRING M (-88.13636409326033 41.77124573573529 0,-88.13634807021619 41.771190434893974 20.619680000000002,-88.13630074513912 41.77102708346153 81.52722000000001,-88.13625858194742 41.77088154556641 135.79271000000003,-88.136216029751 41.77073467084395 190.55676000000003,-88.13617939984375 41.77060823463484 237.70001000000005,-88.13615014768486 41.77050725987652 275.34959000000003)",a2f0bc5f-193c-4865-90fe-caa32e97ee53
2321,1226-1526,20050101,Polyvinyl Chloride,8",Circular,,,MH-1226,MH-1526,Sewage,True,True,Our Agency,Our Agency,,20150518122032,Esri,675.38,675.64,0.998963814522975,26.026968767046508,"LINESTRING M (-88.13605655618646 41.77052114219797 0,-88.13615014768486 41.77050725987652 26.026970000000002)",da68692f-f040-4544-8605-f7adb26c829f
