OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,MAINSHAPE,LINEDYEAR,LINERTYPE,FROMMH,TOMH,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,DOWNELEV,UPELEV,SLOPE,SHAPE_Length,geometry,ResourceID
1,283-2054,19580101,Unknown,8",Circular,,,MH-283,MH-2054,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,,,,63.018055172872195,"LINESTRING M (-88.16447497996208 41.76909906941592 0,-88.16439234337925 41.76926056703303 63.01806000000001)",dc00aff1-7b06-494b-8e26-edc7170882ed
2,284-871,19580101,Unknown,8",Circular,,,MH-284,MH-871,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,677.762,,,62.29519173005687,"LINESTRING M (-88.16201250852053 41.76901457116758 0,-88.16199729295441 41.76918514871557 62.29519000000001)",3d45d138-1ae3-4cdb-8164-7e78d8118c21
3,1160-286,19660101,Unknown,8",Circular,,,MH-1160,MH-286,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,686.276,,,131.51684950474944,"LINESTRING M (-88.17426516752427 41.76880579318398 0,-88.17430887147067 41.76880241789038 11.985490000000002,-88.17443893193246 41.768792377791115 47.65346000000001,-88.17474504581833 41.76877116405946 131.51685)",6f75c3b7-f4bc-48dd-85c8-b8e5ff2fadbb
4,287-1159,19680101,Vitrified Clay,12",Circular,,,MH-287,MH-1159,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,674.457,675.064,0.474191833066955,128.00726576711523,"LINESTRING M (-88.1773982828493 41.768748771560446 0,-88.17739091321351 41.76876451704542 6.0795200000000005,-88.17733563180235 41.76888335590691 51.933960000000006,-88.17731455333674 41.76892866876602 69.41808,-88.17720296459085 41.76902368755945 115.52073000000001,-88.17717121772198 41.76904837293758 128.00727)",792a0f5b-126b-435f-a5ea-f95aa2f56c7b
5,288-284,19580101,Unknown,8",Circular,,,MH-288,MH-284,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,,686.0010000000001,,107.49548772666452,"LINESTRING M (-88.16202625111958 41.76871997785167 0,-88.16200910510297 41.76895032145551 84.06513000000001,-88.16201044942805 41.768975736259485 93.33329000000002,-88.16201250852053 41.76901457116758 107.49549000000002)",4ea7ed9d-fabe-4a02-a288-16043ca641f8
6,1752-290,19580101,Unknown,8",Circular,,,MH-1752,MH-290,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,689.134,,,266.7993829529578,"LINESTRING M (-88.16231851199781 41.76844318006689 0,-88.16225983340007 41.768446495190155 16.052840000000003,-88.16219650578407 41.76845007256782 33.37751000000001,-88.16214317624264 41.76845308677373 47.96703000000001,-88.16205269548968 41.768458195648265 72.71997,-88.16204644066308 41.76845855187171 74.4312,-88.16195838363512 41.768463524728695 98.52110000000002,-88.16194968702739 41.76846401686129 100.90027000000002,-88.1618631768438 41.76846890461729 124.56706000000001,-88.16185287924846 41.76846948438964 127.38414000000002,-88.16176570507884 41.768474408896566 151.23256000000003,-88.16167273555536 41.76847966321595 176.66649000000004,-88.1616259386581 41.768482304286785 189.46874000000003,-88.16134260514914 41.76847562926339 266.79938000000004)",8d8b0093-9001-4f98-b7d9-4aa5ef9e9742
7,2485-2062,19840101,Unknown,8",Circular,,,MH-2485,MH-2062,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,,,,170.87170653930662,"LINESTRING M (-88.15405469821148 41.767994458286935 0,-88.15342999471243 41.76796031956426 170.87171000000004)",5234fed3-5c18-456f-af2f-6fb2a3729577
8,582-292,19220101,Vitrified Clay,10",Circular,,,MH-582,MH-292,Sewage,True,True,Our Agency,Our Agency,,20150518121832,Esri,664.885,673.829,1.94236941414589,460.46853574107024,"LINESTRING M (-88.15149926422076 41.767952188590115 0,-88.15103865286277 41.76793518819338 125.80685000000001,-88.15103577880058 41.76793508459309 126.59180000000002,-88.1510248489687 41.76793468279474 129.57704,-88.15028170762332 41.76790725196361 332.55147000000005,-88.15027892256 41.76790714848618 333.31217000000004,-88.15027278964287 41.76790692262714 334.98724000000004,-88.15024388556554 41.767905858257684 342.88178000000005,-88.14981337064815 41.76788996513669 460.4685400000001)",ef260d05-b9ab-4a2a-a62e-b745988d6d6c
9,292-1465,19220101,Vitrified Clay,10",Circular,,,MH-292,MH-1465,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,663.653,664.885,0.371092716988808,331.99250311267315,"LINESTRING M (-88.14981337064815 41.76788996513669 0,-88.14945963875853 41.76788027977786 96.56226000000001,-88.14945599137012 41.76788018390407 97.55787000000001,-88.14937140181195 41.76787786691023 120.64927000000002,-88.14897962138035 41.767866146446075 227.61194000000003,-88.14896915214457 41.767866180967886 230.46796000000003,-88.14895141034877 41.76786624613508 235.30797000000004,-88.14889679829014 41.76786644389609 250.20627000000005,-88.14859823689287 41.76784603195279 331.99250000000006)",4d274d04-c666-45ef-814e-cd046ca153a4
10,879-291,19680101,Vitrified Clay,12",Circular,,,MH-879,MH-291,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,675.336,676.02,0.417576233340255,163.80242585372963,"LINESTRING M (-88.1775462862603 41.76776304554854 0,-88.17749779642159 41.76778290126959 15.077410000000002,-88.17741965339744 41.767824300287515 41.192510000000006,-88.17725348174194 41.767912329361 96.72509000000001,-88.17705266612688 41.76801855517307 163.80243000000002)",f15bddee-ca84-4b41-a5aa-0906707423ba
11,294-1756,19680101,Unknown,8",Circular,,,MH-294,MH-1756,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,685.472,687.229,2.04537417360814,85.90115308342952,"LINESTRING M (-88.17593130766402 41.76778624641477 0,-88.17595042432343 41.76789137402752 38.66077000000001,-88.17596305604032 41.76793017185724 53.212210000000006,-88.1759615963135 41.76793939860049 56.597840000000005,-88.17597495912193 41.76799154264194 75.94512000000002,-88.17598808640557 41.768017036451546 85.90115000000002)",31251c64-55c9-4e97-acf5-99cbb517743b
12,1758-879,19680101,Vitrified Clay,12",Circular,,,MH-1758,MH-879,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,676.02,676.244,0.235114816205797,95.27260068713758,"LINESTRING M (-88.17786389205185 41.767654480250584 0,-88.17769260647755 41.767709697336464 50.874520000000004,-88.1775462862603 41.76776304554854 95.27260000000001)",380117e8-02c0-4ede-a51d-2f9f0be93609
13,1167-1758,19680101,Vitrified Clay,12",Circular,,,MH-1167,MH-1758,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,676.244,676.479,0.155661594835655,150.96851618931643,"LINESTRING M (-88.17839458921868 41.76753719707918 0,-88.17796918567856 41.767628537300844 120.72872000000002,-88.17788371657643 41.767649509147404 145.26509000000001,-88.17786389205185 41.767654480250584 150.96852)",3ec186f8-5a4d-4120-bc1e-48424f66e321
14,1759-2064,19840101,Unknown,8",Circular,,,MH-1759,MH-2064,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,,695.793,,158.6105428005554,"LINESTRING M (-88.15930156009928 41.76746758631743 0,-88.1587608380587 41.76762756670999 158.61054000000001)",2c630fb1-1008-4156-b427-c8d57486e22e
15,297-1759,19840101,Unknown,8",Circular,,,MH-297,MH-1759,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,695.793,696.376,1.95688944916249,29.792178615377725,"LINESTRING M (-88.15939864757584 41.767505022858415 0,-88.15930156009928 41.76746758631743 29.792180000000005)",da74e470-54bd-4b37-ad82-f18d5b7b25fe
16,2065-1167,19700101,Unknown,8",Circular,,,MH-2065,MH-1167,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,676.479,,,391.55306706512005,"LINESTRING M (-88.17980102044228 41.76732453616464 0,-88.17963627378141 41.767347513806904 45.716350000000006,-88.17963532457894 41.76734764489082 45.97966000000001,-88.17935126771641 41.76738726237159 124.80390000000001,-88.17933698149328 41.7673892546401 128.76824000000002,-88.17906187979153 41.76742761929476 205.10717000000002,-88.17904292570472 41.76743026432625 210.36692000000002,-88.1787509508296 41.76747098163974 291.38796,-88.17839458921868 41.76753719707918 391.55307000000005)",71a04868-89ec-455f-a19a-b8eac04f4d45
17,587-1174,19590101,Vitrified Clay,12",Circular,,,MH-587,MH-1174,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,657.24,650.99,13.9165923897102,44.910419339587555,"LINESTRING M (-88.14750051290667 41.76557415657721 0,-88.14737151181019 41.765497589670474 44.91042000000001)",142c4f12-50f0-4623-9feb-2541369ef1b6
18,1075-948,19680101,Reinforced Concrete,,Circular,,,MH-1075,MH-948,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,0,660.78,187.504747526994,352.4070770020745,"LINESTRING M (-88.14749320568346 41.770283627157916 0,-88.14715367531299 41.76991970289761 161.75311000000002,-88.14678425503004 41.76947555340616 352.40708000000006)",f2ff4b34-249c-48b1-8f29-3d05f0a1e223
19,569-1152,19300101,Vitrified Clay,12",Circular,,,MH-569,MH-1152,Sewage,True,False,Our Agency,Our Agency,,20150518121833,Esri,,,6.374483105386505,105.03596745502755,"LINESTRING M (-88.14518068248148 41.76971546707035 0,-88.14555670620851 41.76977748621663 105.03597000000002)",add1f06b-42e3-427d-b26c-e5b808aaba7e
20,1767-764,19460101,Vitrified Clay,12",Circular,,,MH-1767,MH-764,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,703.24,703.4,0.0789110622001715,202.75991165104435,"LINESTRING M (-88.14646769446831 41.78585515041765 0,-88.14677668668894 41.785843667868136 84.37310000000001,-88.14721024413379 41.785827554115855 202.75991000000002)",409302c2-b500-4b79-99c0-9b74738639c2
21,1768-795,19610101,Unknown,8",Circular,,,MH-1768,MH-795,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,696.4300000000001,,-3.478864514939335,200.18888261078038,"LINESTRING M (-88.15745108025992 41.77657750599135 0,-88.15747036868477 41.77647007711149 39.49803000000001,-88.15747109417035 41.776466046393345 40.98006000000001,-88.15752365697693 41.77617329524322 148.61495000000002,-88.15754429229058 41.776058383680365 190.86424000000002,-88.15754884562237 41.77603302199769 200.18888000000004)",b6415051-49da-4661-bb76-cffe907798ab
22,884-1768,19610101,Unknown,6",Circular,,,MH-884,MH-1768,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,,,,284.7374041991146,"LINESTRING M (-88.15848514701548 41.77668445302854 0,-88.15839493048041 41.77667605125642 24.797340000000002,-88.15835229880399 41.77667208235796 36.51522000000001,-88.15745108025992 41.77657750599135 284.73740000000004)",eeb95de1-77e1-49fd-8f51-d0e744bbeaef
23,2-1994,19940101,Unknown,8",Circular,,,MH-2,MH-1994,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,674.9599999999999,,,133.36659320650782,"LINESTRING M (-88.15858111681283 41.76952086992134 0,-88.15809556759642 41.76956361439259 133.36659000000003)",58cb7775-96e4-4a7e-a45e-cf07b2ab039f
24,1748-1994,19940101,Unknown,8",Circular,,,MH-1748,MH-1994,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,674.9599999999999,,,131.53857945498896,"LINESTRING M (-88.15794712902768 41.769220161624254 0,-88.15809556759642 41.76956361439259 131.53858000000002)",ba50ed75-c505-46f5-8d66-18f369480730
25,1684-1156,19580101,Unknown,8",Circular,,,MH-1684,MH-1156,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,676.633,677.39,0.983088536325794,77.00222025059604,"LINESTRING M (-88.16351653953565 41.76962436843484 0,-88.16356178028029 41.769415782048334 77.00222000000001)",5a4cb4c2-248e-471c-8dd4-d452cb462357
26,850-285,19670101,Unknown,8",Circular,,,MH-850,MH-285,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,681.75,0,230.536393421721,295.72337359892254,"LINESTRING M (-88.17087434395764 41.7698044368489 0,-88.17085868368758 41.769642851438284 59.03488000000001,-88.17084618960624 41.769513899721574 106.14703000000002,-88.17084011663827 41.76945122483755 129.04514000000003,-88.1708268219971 41.76931403094235 179.16859000000002,-88.17080744746974 41.769114091014316 252.21615000000003,-88.17079574167151 41.76899501559807 295.72337000000005)",88386e30-8e1b-4855-826c-0479e3487a59
27,1750-883,19730101,Unknown,8",Circular,,,MH-1750,MH-883,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,,,,69.82263048459411,"LINESTRING M (-88.18167155094591 41.768924214246645 0,-88.18142007580691 41.76895990112047 69.82263)",a663ff39-56da-473b-927c-c1b1f61e4fee
28,2045-1960,19850101,Unknown,8",Circular,,,MH-2045,MH-1960,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,679.37,679.88,0.176726591409309,288.5813594507686,"LINESTRING M (-88.16070793224308 41.78486843278066 0,-88.16085655040948 41.7856525375553 288.58136)",3a8af870-5943-4c95-b060-f37ef0349b93
29,2372-1997,20010101,Polyvinyl Chloride,8",Circular,,,MH-2372,MH-1997,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,685.85,687.2,0.841763944851588,160.37750348621137,"LINESTRING M (-88.14901229416797 41.77900417762194 0,-88.14905043874562 41.77900526522674 10.411550000000002,-88.14911988896571 41.77900724575887 29.367980000000003,-88.14919788726078 41.77900947044259 50.657610000000005,-88.14927587834686 41.77901169416141 71.94526,-88.14934548614833 41.77901367751073 90.94467000000002,-88.14944790786856 41.779016599300355 118.90068000000002,-88.14959986561821 41.77902093186617 160.37750000000003)",537be3ab-42cc-49cc-9cdb-79acbdbe8b98
30,278-1448,19800101,Ductile Iron,8",Circular,,,MH-278,MH-1448,Sewage,True,True,Private,Private,,20150518121833,Esri,673.69,674.83,0.397581813749531,286.733437138089,"LINESTRING M (-88.16906981625162 41.782790866615805 0,-88.16891430051227 41.78282620578508 44.32641000000001,-88.16806383264239 41.78301946385462 286.73344000000003)",d90d0acd-8929-4658-9c08-ac1104b9d81e
31,1145-2369,19860101,Ductile Iron,4",Circular,,,MH-1145,MH-2369,Sewage,True,True,Private,Private,,20150518121833,Esri,700.5,701.51,1.43818967294494,70.22717649834333,"LINESTRING M (-88.17867592442978 41.78045546411587 0,-88.17875176960919 41.78063963823714 70.22718)",248de3d6-9456-4ba6-b0cb-fc6ae3d3aa12
32,1045-769,19800101,Unknown,8",Circular,,,MH-1045,MH-769,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,701.2,704.9399999999999,9.70241085073117,38.547120479011255,"LINESTRING M (-88.14734640690712 41.78703815207614 0,-88.14740330183875 41.78694131569898 38.54712000000001)",ce3cfe43-4934-4852-8e34-8c0cff8c7bb2
33,1147-859,19910101,Unknown,8",Circular,,,MH-1147,MH-859,Sewage,True,True,Private,Private,,20150518121833,Esri,0,691.63,333.899387235952,207.13724745809594,"LINESTRING M (-88.1583806907679 41.78504177503071 0,-88.15801791212085 41.785541185096484 207.13725000000002)",9ce30d39-2c50-4a02-b37b-e3fb5250364f
34,271-1440,19910101,Polyvinyl Chloride,8",Circular,,,MH-271,MH-1440,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,669.02,688.24,21.6594616634453,88.73720085313883,"LINESTRING M (-88.17882408255954 41.78107175044477 0,-88.17912650229148 41.78098194578183 88.73720000000002)",011ab788-1d8c-4e71-b173-1e7d370a5758
35,855-1142,19810101,Vitrified Clay,8",Circular,,,MH-855,MH-1142,Sewage,True,True,Private,Private,,20150518121833,Esri,680.99,688.5500000000001,2.6708829272861,283.0524663872747,"LINESTRING M (-88.16843029066975 41.782336321564635 0,-88.16826281811343 41.782407482534964 52.523210000000006,-88.16752776444173 41.78271981603479 283.05247)",02551f44-2e61-4242-9c3c-1fe57726fca4
36,1446-273,19960101,Polyvinyl Chloride,8",Circular,,,MH-1446,MH-273,Sewage,True,True,Private,Private,,20150518121833,Esri,692.3000000000001,693.88,0.983434573751944,160.66142498652573,"LINESTRING M (-88.18155907366194 41.78097001219604 0,-88.18146513988825 41.78053474975803 160.66142000000002)",5073e7d4-db15-411d-a9c4-6f0d0fa3e1a1
37,1444-1735,19960101,Polyvinyl Chloride,8",Circular,,,MH-1444,MH-1735,Sewage,True,True,Private,Private,,20150518121833,Esri,676.0600000000001,692.0600000000001,90.6623653011711,17.647896066741307,"LINESTRING M (-88.18132148095013 41.780535097285366 0,-88.1813006239856 41.78048925110484 17.647900000000003)",17005cf9-d08e-43d0-bc4a-ef94e6016cb8
38,1735-1139,19890101,Ductile Iron,14",Circular,,,MH-1735,MH-1139,Sewage,True,True,Our Agency,Our Agency,,20150518121833,Esri,675.5600000000001,676.0600000000001,0.232096518893381,215.42761708963297,"LINESTRING M (-88.1813006239856 41.78048925110484 0,-88.18051395468257 41.78054224540149 215.42762000000002)",2392446e-3cec-4616-ba3e-2c015e8d4c23
39,260-2350,19780101,Vitrified Clay,8",Circular,,,MH-260,MH-2350,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,679.11,679.82,0.40811925819115,173.96875686456713,"LINESTRING M (-88.17255622330589 41.773045326750776 0,-88.17255315668996 41.772969546897585 27.626100000000005,-88.17255010495894 41.772894070486956 55.141560000000005,-88.1725369213849 41.77256812103648 173.96876000000003)",44cfb1c1-f22e-4ccf-827d-2dbb8eed38eb
40,841-553,19720101,Vitrified Clay,8",Circular,,,MH-841,MH-553,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,687.07,689.44,0.829463541006296,285.7268442594532,"LINESTRING M (-88.18197146953224 41.77262189085036 0,-88.1819773424932 41.77246740235178 56.316860000000005,-88.18198796666186 41.77218789369403 158.20825000000002,-88.18199838030907 41.77191399131433 258.05596,-88.18200126487196 41.77183808447849 285.72684000000004)",cac301fc-8563-4e2e-b41e-b4f6fde4dc0a
41,552-1128,19720101,Vitrified Clay,8",Circular,,,MH-552,MH-1128,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,686.13,686.54,0.301179956388583,136.13123692434112,"LINESTRING M (-88.18091177223958 41.7712334846233 0,-88.1807880455071 41.771079842455215 65.3721,-88.18075925056046 41.771044089454534 80.58486,-88.18065412149393 41.770913540076904 136.13124000000002)",c87237c3-653f-4c7a-8d94-6fc812138cf6
42,2036-1433,19680101,Vitrified Clay,10",Circular,,,MH-2036,MH-1433,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,672.038,672.36,0.227714197396645,141.40532460482683,"LINESTRING M (-88.17618943946256 41.77050477182508 0,-88.17593998700279 41.770513188214316 68.11666000000001,-88.17567159387603 41.77052224344159 141.40532000000002)",7d836050-6e84-4d3e-94e8-3da678f727ca
43,1119-538,19690101,Vitrified Clay,8",Circular,,,MH-1119,MH-538,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,678.88,682,2.59118883790436,120.40805187024972,"LINESTRING M (-88.17041405862659 41.776227193858084 0,-88.17040417316186 41.77633203980894 38.299890000000005,-88.17038297831616 41.77655681077567 120.40805000000002)",8987817e-ad29-4417-a61a-2aa1ca76a38a
44,2021-1716,19710101,Vitrified Clay,8",Circular,,,MH-2021,MH-1716,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,688.62,689.6800000000001,0.398905253279551,265.72726011635154,"LINESTRING M (-88.1797279961377 41.77622493831502 0,-88.17969439723937 41.77622724243844 9.202930000000002,-88.1796605168337 41.77622956598353 18.48298,-88.17937749871136 41.77624897887814 96.00341000000002,-88.17926866099961 41.77625644285627 125.81468000000002,-88.17912002038123 41.77626663903771 166.52828000000002,-88.17875785568302 41.77629147687819 265.72726000000006)",149d643a-d909-43b8-b95b-c8850450fed3
45,1705-1405,19710101,Vitrified Clay,8",Circular,,,MH-1705,MH-1405,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,684.4100000000001,685.06,0.948030770095015,68.56317542676717,"LINESTRING M (-88.17602935097246 41.776164798196405 0,-88.17595024296212 41.77624507343993 36.34904,-88.17588013370595 41.77631621686568 68.56318000000002)",53de5f55-8f16-483f-88f0-04ffa4969769
46,549-2018,19710101,Vitrified Clay,8",Circular,,,MH-549,MH-2018,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,685.92,694.44,7.08689857320677,120.22184192407443,"LINESTRING M (-88.17662879716401 41.77543141653055 0,-88.1766449958578 41.77545192820624 8.682590000000001,-88.17674533355355 41.77557895869731 62.45703000000001,-88.17676578916847 41.77560485763254 73.42038000000001,-88.1768531157411 41.77571541614389 120.22184000000001)",b8545bdb-5628-4c4e-8705-47b94ea88c73
47,2020-1717,19710101,Vitrified Clay,8",Circular,,,MH-2020,MH-1717,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,690.22,693.5600000000001,2.06172834309953,162.00000408291817,"LINESTRING M (-88.17982306991709 41.775175365288625 0,-88.17960732653334 41.77517507682186 58.84798000000001,-88.17922915948981 41.77517457020374 162.00000000000003)",a56a8cb8-f432-4df6-8a0b-05956201c9c3
48,1429-1430,19780101,Vitrified Clay,8",Circular,,,MH-1429,MH-1430,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,679.4000000000001,681.81,1.01930674963531,236.43520469792077,"LINESTRING M (-88.17116059959976 41.77492613026691 0,-88.17113657891996 41.77493653878005 7.570670000000001,-88.17102252242617 41.77498596165049 43.518280000000004,-88.17096396910897 41.775011334906225 61.972910000000006,-88.17074658764793 41.77510553419203 130.48643,-88.17068012430218 41.7751343345984 151.43400000000003,-88.17049514957448 41.7752144894849 209.73335000000003,-88.17041042799042 41.77525120056344 236.43520000000004)",51060e61-46ce-4366-9e43-2128359eec9d
49,2029-1431,19780101,Vitrified Clay,8",Circular,,,MH-2029,MH-1431,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,675.11,675.1899999999999,0.061775470356914,129.50123979280573,"LINESTRING M (-88.16951647132821 41.77502344103271 0,-88.16948575986345 41.774961760120235 23.986320000000003,-88.16948238284675 41.77495497916471 26.623350000000006,-88.1693506583356 41.77469042904773 129.50124000000002)",ee5e7aac-280d-46f0-bc9f-78e911368103
50,2342-1717,19710101,Vitrified Clay,8",Circular,,,MH-2342,MH-1717,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,690.22,691.2099999999999,0.561872322527448,176.19661270139335,"LINESTRING M (-88.17920060580185 41.7746915045936 0,-88.17921814886027 41.77498826831604 108.24362000000002,-88.17922915948981 41.77517457020374 176.19661000000002)",c6e4bb46-9b03-46f7-ba0f-1dd5701c8c29
51,2030-2353,19780101,Vitrified Clay,8",Circular,,,MH-2030,MH-2353,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,679.5500000000001,680.36,0.682235894362328,118.72726232869232,"LINESTRING M (-88.16999000961907 41.774407961924915 0,-88.17000550948053 41.77439198719164 7.194430000000001,-88.17007412698895 41.774321270180536 39.04317,-88.17011149031183 41.774282760672804 56.38620000000001,-88.17013964424947 41.774212806360445 83.00857,-88.17017741835691 41.77411895023009 118.72726000000002)",be744707-ff82-435b-9dee-42ab2f0c654b
52,847-264,19780101,Vitrified Clay,8",Circular,,,MH-847,MH-264,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,677.907,681.28,1.41201050696424,238.87924228352378,"LINESTRING M (-88.17123261928982 41.773159030456284 0,-88.1712432004129 41.77323719250296 28.627360000000003,-88.17126937288609 41.77343052772812 99.43763000000001,-88.17129647833136 41.773630763747654 172.77533000000003,-88.17131928715348 41.773784835624454 229.26131000000004,-88.17132317102977 41.77381106961051 238.87924000000004)",aec0f293-f853-43b6-b567-cbaf71921a1a
53,239-2335,19760101,Vitrified Clay,8",Circular,,,MH-239,MH-2335,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,680.74,682.33,0.755746486082847,210.3880109640014,"LINESTRING M (-88.17217200712031 41.777955627214624 0,-88.17201679316022 41.77793012627413 43.34338,-88.17174456304708 41.77788539810623 119.36363000000001,-88.17168689116495 41.77787592348483 135.46843,-88.17146179851451 41.777853220825406 197.41878000000003,-88.17141467580232 41.77784846713024 210.38801000000004)",86accf97-03fb-4448-8ee8-448601c28968
54,251-836,19710101,Vitrified Clay,8",Circular,,,MH-251,MH-836,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,691.02,695.25,4.3897531768668,96.36077085817367,"LINESTRING M (-88.17739942767135 41.77755898208102 0,-88.17719638327323 41.777664253245625 67.36936000000001,-88.1771090060038 41.77770955510801 96.36077000000002)",6b4ae172-ca01-4ff9-bb95-f64c690b5193
55,2340-837,19710101,Vitrified Clay,8",Circular,,,MH-2340,MH-837,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,694.12,694.6500000000001,0.333786502345102,158.78413185563923,"LINESTRING M (-88.1810583443487 41.77700617670591 0,-88.18109747274272 41.77698974380041 12.237730000000003,-88.18115889482233 41.77696394601696 31.448370000000004,-88.18135442917266 41.776881828760644 92.60302000000001,-88.18144340140145 41.77684446517777 120.42942000000002,-88.18156603304686 41.776792959862526 158.78413000000003)",6e13dccf-4273-4778-8ba0-04f140553a4d
56,806-1390,19630101,Vitrified Clay,15",Circular,,,MH-806,MH-1390,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,682.249,682.95,0.550728141493616,127.2860322878831,"LINESTRING M (-88.15282077101473 41.78196377192651 0,-88.15282320570603 41.78194533632151 6.750510000000001,-88.15282617993458 41.78192281571767 14.996810000000002,-88.15284374494048 41.78178985162107 63.68399000000001,-88.15286921120303 41.78161635208867 127.28603000000003)",078ccb52-7f43-49e2-af49-dbe610b08055
57,1985-1092,19940101,Vitrified Clay,10",Circular,,,MH-1985,MH-1092,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,663.48,663.65,0.462883807324054,36.726279318936264,"LINESTRING M (-88.1498139512447 41.77093510143911 0,-88.14974473010172 41.7708486548952 36.72628)",c13ee7b2-e35b-4558-815f-4d909e578715
58,2313-1691,19630101,Vitrified Clay,,Circular,,,MH-2313,MH-1691,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,673.383,675.5200000000001,0.371838228489655,574.712290524856,"LINESTRING M (-88.1530482490848 41.78024736927341 0,-88.15228597628217 41.78026301186051 207.98548000000002,-88.15214223832342 41.78026595994025 247.20424000000003,-88.15195931034754 41.78026971212683 297.11596000000003,-88.15176966863474 41.7802736019722 348.8595,-88.1515172251976 41.78027877959436 417.73843000000005,-88.15134847282651 41.78028224081505 463.7823400000001,-88.15115378943835 41.78028623330253 516.9014900000001,-88.1509419109206 41.78029057721603 574.71229)",0a6b0162-8493-4bfe-9a99-767e9b1e691b
59,1394-809,19470101,Unknown,8",Circular,,,MH-1394,MH-809,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,687.8299999999999,688.0200000000001,0.123808609202662,153.46267212236526,"LINESTRING M (-88.16270926795966 41.77228817598291 0,-88.16268618132557 41.77228773292952 6.299650000000001,-88.16266002905661 41.772287233096364 13.435800000000002,-88.16257473021783 41.772285599142066 36.71126,-88.16229507960587 41.77228024377009 113.01941000000002,-88.16214686503082 41.77227740476919 153.46267000000003)",83ba7d05-34a9-42b3-b62c-5a19b064db1e
60,1086-2308,19120101,Vitrified Clay,12",Circular,,,MH-1086,MH-2308,Sewage,True,True,Our Agency,Our Agency,,20150518121834,Esri,678.58,679.615,0.246289858585203,420.23654808422083,"LINESTRING M (-88.15088012046346 41.77831316893353 0,-88.15098773429943 41.77718938996352 410.54524000000004,-88.15098867142521 41.7771795810896 414.1286400000001,-88.15099027404483 41.777162862081276 420.2365500000001)",b784c332-fc17-4029-83a0-7785bfd5c09c
61,228-1103,19850101,Unknown,8",Circular,,,MH-228,MH-1103,Sewage,True,True,Private,Private,,20150518121834,Esri,687.65,690.87,1.710836560537,188.212017107545,"LINESTRING M (-88.16101461399258 41.78181013891029 0,-88.16039509746082 41.782037668805664 188.21202000000002)",36f04118-06d1-4f67-8fbc-285328da1456
