OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
6172,98195,000000,Vitrified Clay,,8 S Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,64.42340482836964,"LINESTRING (-88.12861044878525 41.77405314283024,-88.12881575077729 41.774040832249156,-88.12884587395571 41.774039024815394)"
6173,98197,000000,Vitrified Clay,,105 S Columbia St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,62.59353312403477,"LINESTRING (-88.13844613827187 41.77367378436209,-88.13826225831902 41.77366618925863,-88.13821701712502 41.773664319810855)"
6174,98199,000000,Vitrified Clay,,22 E Benton Av Hm,6",,Sewage,True,True,Private,Private,20100421101517,Esri,64.49526414760355,"LINESTRING (-88.14713238129846 41.77488459935614,-88.14712263443968 41.775000846646655,-88.1471218135016 41.77506136237301)"
6175,98200,000000,Vitrified Clay,,321 N Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,69.13551605332671,"LINESTRING (-88.13945119488262 41.77887250431625,-88.13919867069934 41.778856100942576)"
6176,98204,000000,Vitrified Clay,,16 S Ellsworth St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,64.02460153195689,"LINESTRING (-88.1448613960247 41.77456393586057,-88.14498700652334 41.77456795669112,-88.14509590112043 41.77457144219292)"
6177,98207,000000,Vitrified Clay,,110 N Huffman St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,85.11264507231363,"LINESTRING (-88.135107003425 41.775967025616715,-88.13526678268636 41.77596959800969,-88.13541896779364 41.77597204995541)"
6178,98209,000000,Vitrified Clay,,528 Center St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,60.51936735539185,"LINESTRING (-88.14576511195934 41.78183294346824,-88.14590997524964 41.78183811117143,-88.14598675440519 41.78184084925341)"
6179,98210,000000,Vitrified Clay,,606 N Ellsworth St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,68.21162621013775,"LINESTRING (-88.14431213202603 41.78208633986208,-88.14447468116761 41.782091912122304,-88.14456196855224 41.782094907026156)"
6180,98211,000000,Vitrified Clay,,820 Lyndhurst Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,69.90550542131996,"LINESTRING (-88.13184151230642 41.78300768732494,-88.13202438284995 41.78306284178091,-88.1320792489996 41.78307939023047)"
6181,98213,000000,Vitrified Clay,,828 Lyndhurst Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,62.169095645155195,"LINESTRING (-88.13176496832772 41.78342700942812,-88.13195352336639 41.783443515104125,-88.13199137340939 41.78344682815059)"
6182,98214,000000,Vitrified Clay,,430 E 8th Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,112.34493370986786,"LINESTRING (-88.14044557661089 41.78370937776486,-88.14018391226395 41.78371186072458,-88.14003416951961 41.78370273130293)"
6183,98218,000000,Vitrified Clay,,145 Kingsbridge Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,74.69235412465207,"LINESTRING (-88.12925686108287 41.773303414507936,-88.1294568464588 41.7732972797359,-88.12953050414879 41.7732962930675)"
6184,98220,000000,Vitrified Clay,,1004 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,55.687181739537344,"LINESTRING (-88.13296256264233 41.77828736253223,-88.13315677701797 41.77828290935212,-88.13316660379746 41.77828230432235)"
6185,98221,000000,Vitrified Clay,,1008 Bernette Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,58.10136387802892,"LINESTRING (-88.13267511967871 41.7786758456905,-88.13277072310542 41.77878852921435,-88.13278931722765 41.7788104450001)"
6186,98222,000000,Vitrified Clay,,1015 Bernette Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,57.06903099193256,"LINESTRING (-88.13278973339621 41.77899577468094,-88.13270405768601 41.77889479072615,-88.13267756692069 41.77886356578609)"
6187,98225,000000,Vitrified Clay,,507 E 5th Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,51.28453786950523,"LINESTRING (-88.1400715774613 41.780832865661054,-88.14008200496411 41.780744870024996,-88.14008818939247 41.78069267558412)"
6188,98227,000000,Vitrified Clay,,820 Morven Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,52.393749626097254,"LINESTRING (-88.13520124181622 41.782403042434794,-88.13515410086872 41.78253292306965,-88.13515087975755 41.7825417977897)"
6189,98228,000000,Vitrified Clay,,821 N Ellsworth St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,58.84740608833254,"LINESTRING (-88.14470415956933 41.78481221049416,-88.14453114461405 41.784805908272475,-88.14448864084966 41.78480436182037)"
6190,98233,000000,Vitrified Clay,,1079 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,49.86844875646035,"LINESTRING (-88.12999425412038 41.77949466190212,-88.12998955141829 41.77936883774369,-88.12998883427065 41.779357870052074)"
6191,98234,000000,Vitrified Clay,,1043 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,43.780649423663775,"LINESTRING (-88.13152871648977 41.779845958332274,-88.13160117189211 41.77975121162667,-88.13160845751881 41.77974168507295)"
6192,98235,000000,Vitrified Clay,,25 N Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,44.85411838544487,"LINESTRING (-88.12976684508284 41.775698459628984,-88.1296103068678 41.77570469449244,-88.12960263562289 41.7757049987179)"
6193,98237,000000,Vitrified Clay,,932 Greensboro Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,47.18609586819023,"LINESTRING (-88.13383094704943 41.775600959209875,-88.13382800548692 41.77573043360293)"
6194,98242,000000,Vitrified Clay,,590 Windham Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,35.24141747275233,"LINESTRING (-88.13886088062459 41.78420872849989,-88.13884954239778 41.784294015940034,-88.13884921923619 41.78430501782101)"
6195,98243,000000,Vitrified Clay,,581 Windham Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,39.44774030830029,"LINESTRING (-88.13901728961316 41.784505644540744,-88.13888794476259 41.78449623839974,-88.13887326733646 41.784495842607924)"
6196,98244,000000,Vitrified Clay,,32 S Columbia St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,40.294925570129095,"LINESTRING (-88.13786113909302 41.77398717425009,-88.13799379647472 41.773994298461965,-88.13800848354029 41.77399508694087)"
6197,98245,000000,Vitrified Clay,,407 Dillman Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,36.98760166050059,"LINESTRING (-88.13119304735491 41.779730354056035,-88.13107409138159 41.779681616930475)"
6198,98247,000000,Vitrified Clay,,844 Bellingrath Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,35.80019884313026,"LINESTRING (-88.13600051886527 41.781517434750775,-88.13609826694962 41.78156081461412,-88.13611342470008 41.78156754203557)"
6199,98620,000000,Vitrified Clay,,1113 Brighton Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,59.17418984747587,"LINESTRING (-88.12834256356714 41.78914874976777,-88.12825577937436 41.78901719431936,-88.12824960854174 41.7890022129922)"
6200,98621,000000,Vitrified Clay,,1165 Brighton Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,59.977201147585475,"LINESTRING (-88.12528715612827 41.789700307335906,-88.12538984698158 41.78957386822359,-88.1254022890823 41.789560087302135)"
6201,98623,000000,Vitrified Clay,,1024 N Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,55.94863476522111,"LINESTRING (-88.1291770549512 41.78775283934897,-88.12936111859213 41.787749754821554,-88.12938212526682 41.78774881252236)"
6202,98624,000000,Vitrified Clay,,1037 Buckingham Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,62.71137115423657,"LINESTRING (-88.1270924995434 41.78881707195423,-88.1269141150916 41.788891303317946,-88.12689152291524 41.788900705715115)"
6203,98625,000000,Vitrified Clay,,1292 Marls Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,69.4969105237473,"LINESTRING (-88.12293671839855 41.78892392454426,-88.12281337943044 41.7890591705937,-88.12279306153403 41.78908145332212)"
6204,98629,000000,Vitrified Clay,,1147 Greensfield Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,53.97598001364062,"LINESTRING (-88.12662351316206 41.7855136703503,-88.12649325965394 41.78540214575805)"
6205,98631,000000,Vitrified Clay,,1165 Greensfield Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,62.621421202794146,"LINESTRING (-88.12540602315326 41.78628157906373,-88.125267186978 41.78614469957589)"
6206,98641,000000,Vitrified Clay,,313 E 12th Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,129.11235190076394,"LINESTRING (-88.1424991929049 41.78995761899474,-88.14230853300663 41.79003409666279,-88.14208125782353 41.790124096817415)"
6207,98643,000000,Vitrified Clay,,1000 E Ogden Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,91.63650523709023,"LINESTRING (-88.13144769504963 41.78974548695958,-88.13162719198047 41.78989190120076,-88.13168096322885 41.789926046365636)"
6208,98647,000000,Vitrified Clay,,717 E Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,136.5964388218517,"LINESTRING (-88.1358175156578 41.79334716910386,-88.1358156594114 41.79318995839166,-88.13581309235205 41.79297232232757)"
6209,98653,000000,Vitrified Clay,,1557 N Columbia St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,105.53293326500943,"LINESTRING (-88.13726830281747 41.79623026109483,-88.13710357160737 41.796229979833626,-88.13688128113532 41.7962296845555)"
6210,98657,000000,Vitrified Clay,,213 Barley Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,118.7627280659738,"LINESTRING (-88.14434286014452 41.79115366450207,-88.14442745107593 41.7908339511618)"
6211,98658,000000,Vitrified Clay,,409 Bluegrass Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,111.62649075088842,"LINESTRING (-88.14096870460708 41.78923874785999,-88.14093387128581 41.78909792609476,-88.14089419903561 41.788937528650536)"
6212,98659,000000,Vitrified Clay,,417 Bluegrass Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,111.79844957607796,"LINESTRING (-88.14037206978047 41.789323081762696,-88.14032418131687 41.78913440977793,-88.14029556201389 41.78902166342918)"
6213,98660,000000,Vitrified Clay,,1225 Suffolk St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,109.17799214044814,"LINESTRING (-88.14659643729587 41.79068696668542,-88.14619614857303 41.79068148850342)"
6214,98661,000000,Vitrified Clay,,607 E Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,126.18219954142609,"LINESTRING (-88.13875503476424 41.79340204667746,-88.13879126517202 41.79323519912408,-88.1388282276997 41.79306012529523)"
6215,98662,000000,Vitrified Clay,,1525 Vest Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,115.45574691454418,"LINESTRING (-88.13247051043277 41.79469425971799,-88.13224661629967 41.79469754781052,-88.13204718951715 41.79470047497731)"
6216,98663,000000,Vitrified Clay,,1525 Chickasaw Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,116.8181014742326,"LINESTRING (-88.13901771275285 41.794801057758924,-88.13880942891839 41.7947679600516,-88.13859967207057 41.79473107255254)"
6217,98675,000000,Vitrified Clay,,417 Bayberry Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,90.4339345814876,"LINESTRING (-88.14136856308137 41.7910067641196,-88.14136415785434 41.79075860816915)"
6218,98677,000000,Vitrified Clay,,209 E 14th Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,107.98945250899081,"LINESTRING (-88.14441532555998 41.792118371300006,-88.14443653002998 41.79196195580772,-88.14446428294363 41.79182437762608)"
6219,98678,000000,Vitrified Clay,,217 Tanglewood Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,108.60133174949613,"LINESTRING (-88.1439370265291 41.79296718520962,-88.14395917424697 41.792832926568664,-88.1439904049397 41.79267185663245)"
6220,98680,000000,Vitrified Clay,,619 Pawnee Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,101.71983519693123,"LINESTRING (-88.13766186876535 41.79429525039091,-88.13768214137714 41.79415180162127,-88.13768666986883 41.794016943386374)"
6221,98687,000000,Vitrified Clay,,5s413 Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,99.21645103751229,"LINESTRING (-88.13883231525709 41.79153927375138,-88.13919604729149 41.791532910286136)"
6222,98689,000000,Vitrified Clay,,946 N Sleight St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,85.41802975435814,"LINESTRING (-88.13938462551528 41.78688473392814,-88.13957283435325 41.78689917368461,-88.13969599135365 41.786910067726026)"
6223,98692,000000,Vitrified Clay,,1545 Vest Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,111.63192808171422,"LINESTRING (-88.1324655694945 41.795845905921546,-88.13227328050276 41.79590258037384,-88.13207057269555 41.79590429715426)"
6224,98699,000000,Vitrified Clay,,5s354 Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,80.2054292489607,"LINESTRING (-88.1300349480879 41.792862133183924,-88.12984113339883 41.792867742328475,-88.12974104468825 41.79287063882941)"
6225,98700,000000,Vitrified Clay,,953 N Loomis St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,84.20508131557656,"LINESTRING (-88.14147243584272 41.78730471550898,-88.1412847180071 41.787302980190645,-88.1411637236574 41.7873007340441)"
6226,98703,000000,Vitrified Clay,,1521 N Columbia St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,108.22248650625505,"LINESTRING (-88.13725524321009 41.7943690619448,-88.13707003214282 41.79437342755709,-88.13685872466704 41.7943813352801)"
6227,98706,000000,Vitrified Clay,,26w271 Burlington Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,253.71239042861419,"LINESTRING (-88.13592126339068 41.79166100989039,-88.13617551565059 41.79180450759784,-88.13678732449794 41.79179551420322)"
6228,98708,000000,Vitrified Clay,,830 Center St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,70.86549336837844,"LINESTRING (-88.14551329312648 41.78504191214196,-88.14570218604788 41.785050580659785,-88.14577264713505 41.78505381276898)"
6229,98709,000000,Vitrified Clay,,923 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,78.37767284922009,"LINESTRING (-88.14320834976986 41.78623373965789,-88.14303412497149 41.78623339087543,-88.14292098972687 41.78623143060679)"
6230,98712,000000,Vitrified Clay,,1000 Rosewood Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,64.43763191717882,"LINESTRING (-88.13029028281333 41.795012884916524,-88.13029490519338 41.79516352521736,-88.13029551207096 41.79518967726352)"
6231,98713,000000,Vitrified Clay,,839 Lockwood Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,67.9062865527543,"LINESTRING (-88.13368983554633 41.79553858428676,-88.13346594869769 41.79553472860479,-88.13344086751702 41.79553505051291)"
6232,98716,000000,Vitrified Clay,,933 N Sleight St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,71.51029380524989,"LINESTRING (-88.13996863784482 41.78673501488334,-88.13982381176591 41.786734771033665,-88.1397128529534 41.7867061002324)"
6233,98717,000000,Vitrified Clay,,1216 Trefoil Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,67.7227290757121,"LINESTRING (-88.14475485079012 41.79036680441772,-88.14486346284835 41.79028939850399,-88.1448668616627 41.79021583464439)"
6234,98718,000000,Vitrified Clay,,420 Bayberry Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,70.33646843169531,"LINESTRING (-88.14112182424154 41.79057042630936,-88.14117384513854 41.79075948388009)"
6235,98719,000000,Vitrified Clay,,1015 E Ogden Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,60.80806042982919,"LINESTRING (-88.13120124456056 41.79091695225685,-88.13106191041274 41.79081006913047,-88.1310446944292 41.790798147745996)"
6236,98721,000000,Vitrified Clay,,112 E Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,55.025386896326104,"LINESTRING (-88.14544736647048 41.79355119489954,-88.14542795429183 41.7936886275566,-88.14542604623354 41.79370135553919)"
6237,98722,000000,Vitrified Clay,,823 Lockwood Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,69.43740305518848,"LINESTRING (-88.13360339668931 41.79460705867973,-88.13337374646879 41.794628714423304,-88.13336067536045 41.79464303621813)"
6238,98724,000000,Vitrified Clay,,1564 Chippewa Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,61.344404248905995,"LINESTRING (-88.134177070317 41.796541084625346,-88.13437891069604 41.79658471468089,-88.134393203512 41.79658780515992)"
6239,98728,000000,Vitrified Clay,,521 Tanglewood Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,38.70267885363505,"LINESTRING (-88.13972775336734 41.792325891301815,-88.13986940885125 41.79233244957314)"
6240,98729,000000,Vitrified Clay,,623 Windham Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,40.69829319182606,"LINESTRING (-88.13764246684644 41.784770826616715,-88.13764575455043 41.78466638929101,-88.13764526281325 41.78465917655145)"
6241,98737,000000,Vitrified Clay,,1534 Chickasaw Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,59.321309736734804,"LINESTRING (-88.13808756577758 41.795427791987855,-88.13827622044741 41.79545849152654,-88.13830014457515 41.7954623856882)"
6242,98741,000000,Vitrified Clay,,604 Ticonderoga Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,53.957963469212885,"LINESTRING (-88.13895938903879 41.79630486830756,-88.13895112227603 41.796436154787244,-88.1389485889207 41.796452691022594)"
6243,98249,000000,Vitrified Clay,,592 Windham Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,33.767435580504085,"LINESTRING (-88.13874380905887 41.78420488019977,-88.13873251191137 41.78428607915244,-88.13873263975762 41.78429710880792)"
6244,98250,000000,Vitrified Clay,,308 Jamatt Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,39.06486766354736,"LINESTRING (-88.13097180527954 41.77900914559629,-88.1310861413715 41.77905314689342,-88.13109918152388 41.77905816416257)"
6245,98251,000000,Vitrified Clay,,105 4th Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,170.37901045136664,"LINESTRING (-88.14526326152772 41.779916134500766,-88.14524452465481 41.780372088193175,-88.14524464169655 41.78038349058203)"
6246,98252,000000,Vitrified Clay,,945 Greensboro Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,169.44428648496034,"LINESTRING (-88.13294981225673 41.77623982471936,-88.13298207724714 41.77607418527466,-88.1330389356592 41.7758258875915,-88.13303556542695 41.77578026028929)"
6247,98253,000000,Vitrified Clay,,1159 Milburn Ct ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,122.94570396639064,"LINESTRING (-88.12885719098327 41.77720026949348,-88.12884567017937 41.77703482161475,-88.12883549075185 41.77686326264981)"
6248,98308,000000,Vitrified Clay,,640 Melody Ln ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,96.8716403130714,"LINESTRING (-88.14701915179234 41.76481178401508,-88.14720572131583 41.764809136808324,-88.14737417727392 41.76480689846093)"
6249,98311,000000,Vitrified Clay,,420 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,100.64213084324581,"LINESTRING (-88.13820173310778 41.76902323864286,-88.13785624642901 41.76908193137228,-88.137841950007 41.76908436054161)"
6250,98312,000000,Vitrified Clay,,445 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,108.09170647085088,"LINESTRING (-88.13863055109056 41.76833743886716,-88.13898753094843 41.768265862813344,-88.13901326936548 41.76826062300668)"
6251,98313,000000,Vitrified Clay,,438 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,102.7631444308521,"LINESTRING (-88.13807548946473 41.768581268283114,-88.13772248265325 41.768641437939095,-88.1377081862995 41.76864387519541)"
6252,98314,000000,Vitrified Clay,,438 S Columbia St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,101.00886663839096,"LINESTRING (-88.13670145792939 41.768805429711534,-88.13635462139584 41.7688642065543,-88.13634032137476 41.7688666301285)"
6253,98315,000000,Vitrified Clay,,401 S Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,106.66264299108225,"LINESTRING (-88.12942759046989 41.76924733045432,-88.1292458146105 41.769261328004525,-88.1290375922044 41.76926453689405)"
6254,98318,000000,Vitrified Clay,,1031 E Porter Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,110.72157186447974,"LINESTRING (-88.13108843721474 41.77001554084088,-88.13109267249263 41.76971170316161)"
6255,98319,000000,Vitrified Clay,,471 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,91.35473007884107,"LINESTRING (-88.13577990166148 41.768126162234374,-88.13611478164779 41.76812584259277)"
6256,98337,000000,Vitrified Clay,,433 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,98.18901466931403,"LINESTRING (-88.1387373578296 41.768530746276504,-88.13907845281494 41.76846228441052,-88.13908501494139 41.76846096746702)"
6257,98338,000000,Vitrified Clay,,1040 Sylvan Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,92.84583531049147,"LINESTRING (-88.13028247299488 41.7686456658381,-88.13061988826294 41.768679048439985)"
6258,98339,000000,Vitrified Clay,,970 E Porter Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,106.12319160604483,"LINESTRING (-88.13211936724117 41.76909369118771,-88.13233182894811 41.76933765674572)"
6259,98342,000000,Vitrified Clay,,352 S Loomis St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,90.70991953001096,"LINESTRING (-88.14127428803982 41.76976757032568,-88.14096427035622 41.769820112860224,-88.14094997029409 41.76982253700769)"
6260,98349,000000,Vitrified Clay,,1065 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,104.21088524325177,"LINESTRING (-88.12918106577584 41.76634792480107,-88.1291843006488 41.766150718171104,-88.12918501738832 41.76606195424443)"
6261,98355,000000,Vitrified Clay,,702 Wehrli Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,75.1878339295752,"LINESTRING (-88.13829291107878 41.76389917133883,-88.13852715823471 41.76400788182195)"
6262,98365,000000,Vitrified Clay,,721 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,90.20964835029719,"LINESTRING (-88.13618458070233 41.76632036585721,-88.13619764685868 41.76607299583448)"
6263,98366,000000,Vitrified Clay,,440 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,73.81426051677984,"LINESTRING (-88.13533073847645 41.769044897407355,-88.13552475580637 41.76901324344771,-88.13559511892659 41.769001764269305)"
6264,98367,000000,Vitrified Clay,,705 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,86.02903449303219,"LINESTRING (-88.13672020723095 41.76631220531626,-88.1367207136475 41.7661463346057,-88.13672099778269 41.766076115609586)"
6265,98379,000000,Vitrified Clay,,650 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,63.082222916185856,"LINESTRING (-88.13714291205639 41.764291797694604,-88.13735541119583 41.76429216035327,-88.1373741390491 41.764292192296054)"
6266,98380,000000,Vitrified Clay,,646 Wellner Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,61.7229410297056,"LINESTRING (-88.1394582858119 41.764533503726945,-88.13965651577428 41.76453266397462,-88.1396845281943 41.76453254372332)"
6267,98382,000000,Vitrified Clay,,614 S Loomis St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,60.03695583756458,"LINESTRING (-88.14169579531803 41.76555442013925,-88.14189160864763 41.76555765565802,-88.14191581128387 41.76555805522858)"
6268,98384,000000,Vitrified Clay,,520 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,63.662424732763014,"LINESTRING (-88.1393065391489 41.766934302080784,-88.13948393941372 41.76692791631706,-88.13953963370835 41.76692591061971)"
6269,98388,000000,Vitrified Clay,,640 Wehrli Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,57.47802757192049,"LINESTRING (-88.13831996001275 41.764669904911734,-88.13845458846635 41.76466950758625,-88.13853064505874 41.764669282720625)"
6270,98396,000000,Vitrified Clay,,624 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,46.803262865715304,"LINESTRING (-88.135052566261 41.7649908670701,-88.1350509629853 41.764886643409156,-88.13505059015839 41.764862432840815)"
6271,98400,000000,Vitrified Clay,,629 Wehrli Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,90.48545172689077,"LINESTRING (-88.13886463273685 41.76510905215542,-88.13869634359001 41.76511025459278,-88.13853296959827 41.76511142099934)"
6272,98402,000000,Vitrified Clay,,402 S Charles Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,57.945496802168975,"LINESTRING (-88.12878389284703 41.76899813308038,-88.12899630506473 41.7689974108058)"
6273,98422,000000,Vitrified Clay,,1221 Edward Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,117.29663613339748,"LINESTRING (-88.12332054018876 41.768077349602784,-88.12309616012917 41.76780275744178)"
6274,98423,000000,Vitrified Clay,,1243 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,125.19734336577962,"LINESTRING (-88.12191275654568 41.76935819706516,-88.12197442930601 41.76901773321002)"
6275,98438,000000,Vitrified Clay,,1255 Edward Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,114.66498423004595,"LINESTRING (-88.1213936239815 41.768338536500245,-88.12144375090543 41.768026106038505)"
6276,98490,000000,Vitrified Clay,,1222 Edward Rd ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,66.5295217621004,"LINESTRING (-88.12289322940296 41.76768072502968,-88.12299452044654 41.767846809938526)"
6277,98513,000000,Vitrified Clay,,537 Olesen Dr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,62.65963108102127,"LINESTRING (-88.12104220599697 41.76718066138355,-88.12127100013957 41.767195823776795)"
6278,98514,000000,Vitrified Clay,,1144 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,63.015073301431336,"LINESTRING (-88.1262810388281 41.768675704079946,-88.12622903333394 41.76884419733925)"
6279,98515,000000,Vitrified Clay,,1138 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,69.6738559693837,"LINESTRING (-88.1265807724964 41.768700819303206,-88.1265381648825 41.76888934652149)"
6280,98516,000000,Vitrified Clay,,1238 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,65.29542413008019,"LINESTRING (-88.1222195929268 41.76885563211805,-88.12219112788716 41.76903355129279)"
6281,98517,000000,Vitrified Clay,,1236 Elizabeth Av ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,67.51639877616154,"LINESTRING (-88.12188221701942 41.76982470527843,-88.12182413568294 41.76999228135599,-88.12182005715572 41.77000405241603)"
6282,98586,000000,Vitrified Clay,,1282 Haverhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,134.64105272234218,"LINESTRING (-88.120385049627 41.78558872188674,-88.1204697467941 41.78570851715344,-88.12063107680926 41.785908914210644)"
6283,98587,000000,Vitrified Clay,,1286 Haverhill Cr ,6",,Sewage,True,True,Private,Private,20100421101517,Esri,134.74061831809166,"LINESTRING (-88.12053915327158 41.785544464713674,-88.12062594288767 41.78570240937994,-88.12071998169405 41.78588853521757)"
