OBJECTID,FACILITYID,FACILITYNAME,LARGEMETER,INSTALLDATE,LOCDESC,ROTATION,ACCOUNTID,LOCATIONID,CRITICAL,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
3426,112992,,,,135 Waterford Ct ,,,33698,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.18111948818442 41.77093026057752),994e084d-959c-4781-9b2c-9bad11ff0e87
3427,112993,,,,1212 Brook Ln ,,,34976,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17192578766142 41.77064730964872),c025c391-890b-4b9c-9e6c-3f9faf7e889f
3428,112994,,,,309 Berry Dr ,,,34872,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1740239638667 41.77055135197282),8285e79b-2f1f-4381-9591-d9920a407b42
3429,112995,,,,1220 Brook Ln ,,,34980,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17246699337691 41.7705830254447),3a78b4da-ca54-495c-9359-c81a7a00aab7
3430,112996,,,,1228 Brook Ln ,,,34984,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17299446442681 41.77055442888841),c46c33b7-f580-4341-91dc-63754d02c054
3431,112997,,,,337 Cottonwood Ln ,,,34514,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1759340636006 41.77043203562794),898f0da4-8113-45f7-bf17-4390421c9e50
3432,112998,,,,317 Green Valley Dr ,,,34970,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17134778690672 41.77042690983976),4f15eb95-474e-4884-be9b-4b76bb0eae21
3433,112999,,,,1217 Field Ct ,,,35000,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17241633631437 41.77016007749943),e5f42f6d-0891-4e19-b237-36ee3b28e86b
3434,113000,,,,320 S River Rd ,,,34446,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17453934556252 41.77019551830166),726caa10-544f-4c3e-a2fd-220121765674
3435,113001,,,,345 Cottonwood Ln ,,,34510,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17587627881453 41.769958234922576),a658b60b-c9d7-4d54-8bf5-dde27a93ce5f
3436,113003,,,,1439 Hackberry Ct ,,,135378,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.18082135833873 41.76973631014685),3a0d0382-b6b8-404a-89d1-3aad938b32bb
3437,113004,,,,332 S River Rd ,,,34442,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17449683077236 41.76978470950755),5c37c448-c2b4-43f3-8cd1-24b3b7f477e3
3438,113005,,,,340 S River Rd ,,,34440,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17446507235508 41.76957562248734),68081271-e46d-4cad-929e-9a94835fa104
3439,113006,,,,500 Valley Dr Hm,,,6000,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17448961277275 41.780461813681846),4513db7a-b23b-456f-8140-0ce9154914c3
3440,113007,,,,1135 W Ogden Av Hm,,,103850,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17262875151853 41.783192840218554),f769667a-9ec5-47d7-9051-ed9f681510ef
3441,113008,,,,12 N River Rd ,,,32682,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17495470569563 41.77455787831105),9d8ec09b-dd1d-48cf-a85a-c4203f86737f
3442,113010,,,,1156 Summit Hills Ln ,,,15030,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17436242419718 41.7836520953406),eb8fbead-84cb-4ba0-9048-941321a6f0ae
3443,113011,,,,1221 Chalet Rd Hm,,,6088,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17701489559494 41.7802119358757),95358430-4303-4e5c-92eb-bcca3f9299a2
3444,113012,,,,201 N River Rd ,,,32730,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17655655401927 41.77635476899202),ac968ed4-0fe4-46b9-afe7-13759bf1dc54
3445,113013,,,,1303 Brush Hill Cr ,,,32746,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17641913194817 41.77547156841322),2306b296-598a-40ee-bda5-e97a3cb70020
3446,113014,,,,208 N River Rd ,,,32330,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17595647503741 41.776671529385474),fa8cc6ff-fd68-4eef-9cd2-05a3754fbdac
3447,113015,,,,1512 W Jefferson Av Hm,,,33930,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.18359130132738 41.76922320360802),d7e5817d-31e5-49df-9b0d-252d15a05683
3448,113016,,,,1494 W Jefferson Av Hm,,,33988,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.18232779795248 41.76962894704199),80316fa0-539f-4790-84c5-bc5e8e186a0f
3449,113017,,,,1340 Fir Ct ,,,34552,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17735987687425 41.76941747721006),c4920ccb-8ce9-4fa8-bc35-b67e1b21ed49
3450,113018,,,,320 S Birchwood Dr ,,,34586,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17814811212625 41.7695117278438),ef5e1a5b-765a-4b02-9af8-697898e6a187
3451,113019,,,,345 Berry Dr ,,,34862,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17396603281247 41.769486276929),953e4739-d088-4950-934f-25839c3ff2ef
3452,113020,,,,1220 Field Ct ,,,35008,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1720404838039 41.769554656576744),a3073492-1c3c-4b1c-a890-3bc3f4440950
3453,114559,,,,1140 Greensfield Dr ,,,25942,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12670545192718 41.784886940608345),d4918f34-b2e4-426e-a74a-2d8dd1fe6c24
3454,114560,,,,1133 Greensfield Dr ,,,26050,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12762501841996 41.78481812846538),2c77b776-3d79-4660-88f9-e6398137d016
3455,114565,,,,208 Olesen Dr ,,,103736,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.11963683017815 41.77255270363362),2e6f633d-0265-42a0-b73c-98581f2a44f5
3456,114577,,,,1138 Needham Rd ,,,25822,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12594021176815 41.78433546742737),34984418-f06c-4a33-b3ea-5affd8b26f90
3457,114578,,,,1283 Brookline Ct ,,,26252,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12128278282634 41.78432902634239),f1f827cd-f7a6-4cee-9502-bc4d18aacc30
3458,114579,,,,1292 Brookline Ct ,,,26228,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12067335831034 41.78410110223314),4c649f95-829a-4b12-bef7-a193224a5dd5
3459,114580,,,,1115 Greensfield Dr ,,,26066,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12885018680552 41.78383366443233),d6cd6639-c7ea-4b4a-bc70-1aa5a4a535af
3460,114581,,,,1113 Greensfield Dr ,,,26068,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12900161951377 41.783700360601884),b0659bce-e73c-406f-91cb-1c160bcaeb3f
3461,114582,,,,1118 Greensfield Dr ,,,26106,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.128240609747 41.783636088162226),16d0d271-082f-41f5-a1b4-815453f95a90
3462,114583,,,,1121 Needham Rd ,,,26124,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12767219351086 41.78360659717206),b40af2d9-81c6-4809-b752-7d299a2b525e
3463,114584,,,,1117 Needham Rd ,,,26128,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12789020477308 41.783396597745366),f14424ed-b167-4751-87ce-7b91667160ff
3464,114585,,,,1113 Needham Rd ,,,26132,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12815165506508 41.78319535767987),b4b0465f-0071-4b98-82fc-a95ee62a5b35
3465,114586,,,,551 Springhill Cr ,,,26292,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12391917450721 41.783118797084846),384eb3ca-81e2-4bac-b398-358db677f124
3466,114587,,,,543 Springhill Cr ,,,26294,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12406949586071 41.78305576830662),497d6c84-d2d7-4079-9129-0ca6dc6796f4
3467,114588,,,,1114 Needham Rd ,,,26162,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12758079641279 41.78296178391355),c58f3360-3037-4b70-a239-bf1c0c81163c
3468,114589,,,,586 Wakefield Ct ,,,26432,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12626305497477 41.78254462478137),145b36d2-4e66-423b-b12f-38488c7e3647
3469,114590,,,,517 Milton Dr ,,,26178,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12474785609787 41.78237135785536),3f45f8f4-f6e8-4b3e-9ff6-0ebb7947a0cf
3470,114591,,,,521 Milton Dr ,,,26508,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12492805134987 41.7822750957737),710a944d-8575-4925-8219-94b71a73a37a
3471,114592,,,,578 Milton Dr ,,,26456,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12748968192334 41.78223180391719),83bff761-016a-480d-8f87-10baf360a2f7
3472,114593,,,,585 Wakefield Ct ,,,26448,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12664777439555 41.782137030123764),3ccb26b3-2296-45aa-85c1-77dfbef80489
3473,114594,,,,529 Milton Dr ,,,26500,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12535487090811 41.78209732732628),8bb57706-c52b-4714-b4fd-016aeebbcd75
3474,114596,,,,543 Milton Dr ,,,26486,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12608377787606 41.78185928853508),1f7989d9-d581-46f1-8194-d5094df9630c
3475,114597,,,,559 Milton Dr ,,,26470,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12699490897641 41.78159386566515),d09c9e6d-62fc-43d5-b439-4e95ffe3a444
3476,114598,,,,1166 E Chicago Av ,,,97866,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12484892600501 41.775212978193466),f4de021a-46c3-4b50-8707-ced92b76084c
3477,114599,,,,1126 E Chicago Av ,,,39000,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12708622417358 41.77440510515938),3f598e21-fa00-41ec-a33b-1467b35fa5c9
3478,114600,,,,113 York Ct ,,,39172,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12196814367424 41.77377891728684),a5fa679c-b27f-4a98-822d-3523e38e25cc
3479,114601,,,,1141 Catherine Av ,,,38594,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1262468380656 41.773744292999226),975e4ac0-61ec-4788-991f-1f0f20592aed
3480,114602,,,,1160 Catherine Av ,,,38944,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12476350652511 41.77361598289498),eac89b8a-dffa-4489-bd17-494bfd41b0ac
3481,114603,,,,1156 Catherine Av ,,,38946,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1250463393291 41.773572427679746),837ef4ed-b6f7-4710-a01e-28b162c409e8
3482,114604,,,,1253 Jane Av ,,,39186,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12058116227435 41.77337410078708),343ba2c5-06c2-400f-9f3b-67822abe0c8d
3483,114605,,,,1144 Catherine Av ,,,38952,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1258607075633 41.77330314191134),81d9c12e-049b-4eac-a4d4-6b29408f7122
3484,114606,,,,1209 Jane Av ,,,39132,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12347655782285 41.77315316534691),712d7f05-f78c-4659-9e93-1ec9c37790f4
3485,114607,,,,1256 Jane Av ,,,39190,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12029997940324 41.772935093487895),fde3807a-7d48-4fa9-a831-60434186a763
3486,114608,,,,1137 Jane Av ,,,38928,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12612815239527 41.772875456437184),b47a0545-8169-407a-9eac-3227faf5405a
3487,114609,,,,1133 Jane Av ,,,38926,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12648176971292 41.772785602545554),2369d074-db41-4491-99ca-4ed4160de650
3488,114610,,,,1112 Catherine Av ,,,38970,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12804763545432 41.772864434218505),5358d7dc-54f3-401c-8417-256a8d219ae4
3489,114611,,,,208 Durham Ct ,,,39194,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12089478536079 41.77269219799084),dbaac1c8-7489-4dcd-ab12-30d8e06c6131
3490,114612,,,,1121 Jane Av ,,,38920,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1272808817095 41.77259420391275),cebbb552-1ea8-4ab8-b9ed-d2178b54f853
3491,114613,,,,1148 Jane Av ,,,38888,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12533879447017 41.77258154955269),b9aa3a3b-f69a-485a-86d5-96fa2c77ae2e
3492,114614,,,,209 Durham Ct ,,,39212,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12165420307292 41.77259112653632),9bb782b2-9017-4031-a3d9-d174071a0309
3493,114615,,,,208 Pembroke Rd ,,,39222,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12233400485121 41.77250006087882),708c6e11-3f08-49db-8061-d802aa321642
3494,114616,,,,1145 George Ln ,,,38872,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1256307631956 41.7720667390171),c2b06aa2-e0dd-4e34-b724-b82914a649a3
3495,114617,,,,219 Pembroke Rd ,,,39122,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12322373904894 41.77211290699882),dacd09c6-5bd4-4c24-a734-9c8559305be4
3496,114618,,,,204 S Charles Av ,,,38908,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12856912809194 41.77196127495796),2792bf11-c52b-4a39-87c0-fa661fa53825
3497,114619,,,,1133 George Ln ,,,38866,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12657690957144 41.77187774033147),3681e115-8bb8-4b56-acc2-3803e60aa607
3498,114620,,,,220 Oxford Ct ,,,39256,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12138349752387 41.771379199157245),08e9f3d9-b399-4c52-8a91-2df9263856fa
3499,114621,,,,232 Richard Rd ,,,38634,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12411565513423 41.771425198674486),02e294e4-54b8-4e03-916d-9df7cf21a30b
3500,114622,,,,229 Olesen Dr ,,,39024,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12048454916743 41.77139099502722),990289b8-bb61-4d5a-82cb-a5bcee56cac9
3501,114623,,,,236 Oxford Ct ,,,39264,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12145325860128 41.77058513895282),68e49c11-3d36-4044-a73d-08599caaaa43
3502,114624,,,,1156 Elizabeth Av ,,,38786,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12514369839629 41.770599696115326),cd68081b-0f8a-4294-a7b2-8cb12c585dac
3503,114625,,,,245 Olesen Dr ,,,39032,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12055516343831 41.770583772727775),1a98ba5a-75fe-4882-b658-cee68471c0e9
3504,114626,,,,1120 Elizabeth Av ,,,38802,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12748869576988 41.770479581986756),25e894f7-4911-40a0-a325-f47815ca912b
3505,114627,,,,120 Richard Rd ,,,38618,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12401890737813 41.77312276261442),dc2738af-932a-424b-b8e4-230ae8962ccf
3506,114628,,,,9 Pembroke Rd ,,,39156,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1229402034094 41.775615280889795),8064acfa-4629-481e-849c-3f699d3934c0
3507,114629,,,,1159 Timberlane Ct ,,,27196,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12895953567873 41.77791464052142),60a517a1-4ebe-49c0-827c-6ee295039a6f
3508,114630,,,,1105 Elizabeth Av ,,,38810,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12851389496434 41.77060204592103),23aec571-7dac-4ab8-925c-434d61d34b46
3509,114631,,,,1112 Elizabeth Av ,,,38804,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12783481456457 41.770337040929896),f0cf72b4-5fbd-4198-a4b2-58ac96648a13
3510,114645,,,,579 Milton Dr ,,,26460,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12786915316016 41.78189047683833),1d0db7ce-e662-429b-8ce2-c8c81768eec0
3511,114646,,,,1140 E Chicago Av ,,,39006,,True,True,,,,20100421102745,Esri,POINT (-88.12629402580112 41.77452312076959),110dea1e-4668-4a03-be77-a9b62733a49e
3512,114647,,,,1108 Greensfield Dr ,,,26096,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.12888095037191 41.78312012703718),3d785bf7-f39b-4548-ab73-ee618bfe5ebd
3513,114649,,,,849 N Ellsworth St ,,,23454,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14471724820905 41.785394550284984),d43c6669-d1ea-4252-9d3c-f322f9f2c943
3514,114650,,,,844 N Brainard St ,,,23318,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1426909721043 41.78523699979997),9f1e97b3-b8c2-47cd-9495-65f1d867049e
3515,114651,,,,825 N Brainard St ,,,23344,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14348881020217 41.78485009735996),eeb566ef-5b80-4675-bc1f-6fc5e5ea1d34
3516,114652,,,,828 N Loomis St Up,,,23186,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1410299721458 41.78479900360604),6f9e475f-7f09-4e70-ba98-6c306a148a4d
3517,114653,,,,815 N Ellsworth St ,,,23472,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14473514630048 41.784622385755256),421e51bb-60aa-40a5-a0cf-9798133be62c
3518,114654,,,,839 Mt Vernon Ct ,,,24172,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13567089574279 41.78463555195867),ea683249-1bc6-4cd9-aa2b-fb05f5ae2d76
3519,114655,,,,35 E 8th Av Dn#02,,,22900,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14607752700854 41.78437478053768),dc4037c2-71a0-4ada-b07d-5864de3405e0
3520,114656,,,,129 E 8th Av ,,,23478,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14478556496213 41.78435106147923),3be79dd9-cc97-4368-af3c-09e0dc110c8e
3521,114658,,,,609 N Loomis St ,,,23248,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14212899427376 41.78214463619955),094093ba-a4f1-486c-a3e0-41cb9b1e16b4
3522,114659,,,,1005 Catherine Ct ,,,120978,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13314255374719 41.773372813494404),1ef52d46-7f35-404e-94ac-7e712bc60747
3523,114660,,,,1020 Catherine Ct ,,,120992,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13240172424783 41.773012451464695),605f57c6-aabe-452e-aabf-5b001666465b
3524,114661,,,,905 Monticello Dr ,,,24210,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13351291426999 41.78464461841968),42093270-bc79-4f08-b2d2-47371725adf5
3525,114662,,,,849 Lyndhurst Ct ,,,24270,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13192814473146 41.784606328221635),e1108853-49e8-411e-aa4d-46e8fa679ce1
3526,114663,,,,815 Monticello Dr ,,,24168,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13578372367228 41.78417505043048),c7af2caf-97d1-4f3e-8d42-107c2005de5e
3527,114664,,,,596 Windham Ln ,,,24122,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13851943974014 41.78419172021021),c38bc3f3-a8e2-4d7d-ae9e-4f2be9661142
3528,114665,,,,841 Lyndhurst Ct ,,,24266,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.132363590444 41.78420361951351),40f2748b-fdc9-46f0-8840-fe21f72e7066
3529,114666,,,,632 Windham Ln ,,,24706,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13740737115626 41.78410215899774),1f113064-4fc2-4012-b303-728d53aca91f
3530,114667,,,,208 E 8th Av ,,,23430,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14410935049487 41.783976997987224),587f27b2-e96c-4ed4-a42a-bd964d5d2526
3531,114668,,,,633 E 8th Av ,,,24094,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13755241212505 41.783733625916284),900c685e-bc8e-4391-9024-80ebf475b837
3532,114669,,,,735 N Ellsworth St ,,,23480,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14481004713805 41.78400055455293),5da34f9f-4604-464c-be7a-893926269db8
3533,114670,,,,732 N Ellsworth St ,,,23428,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14416125623937 41.783859788748416),de49686a-dffd-43ef-8c4c-8efc31b6deb2
3534,114671,,,,760 Monticello Dr ,,,24416,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13654710287321 41.78366332503846),09a43289-02a9-41e2-b753-2752d9437f9b
3535,114672,,,,829 Lyndhurst Ct ,,,24260,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13234584534496 41.78359005993368),511ebecb-33d2-4a3a-9f15-d38d32feab85
3536,114673,,,,811 Morven Ct ,,,24354,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13539520664794 41.78335752700105),892fe76a-d1e1-4460-982e-67e759aebedd
3537,114674,,,,716 N Ellsworth St ,,,23422,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14423496813954 41.783457081616355),832b5d44-ed0e-4450-a4ce-9556360d47e0
3538,114675,,,,711 N Brainard St ,,,23362,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14341232989366 41.78338175716313),3324f13a-3aef-4bda-9961-e605b64d68e9
3539,114676,,,,705 N Ellsworth St ,,,23492,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14481132530032 41.78319748101358),d6618006-1f81-4d53-81c1-ec0af6da080f
3540,114677,,,,805 Fairwinds Ct ,,,24400,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13465080018779 41.78311783506606),a2d07ef7-7273-4029-b6e6-bbf94d57c02e
3541,114678,,,,706 N Loomis St ,,,23162,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14130155374025 41.7830499024034),2fce2e73-73df-4870-abf3-11b146c3ec87
3542,114679,,,,819 Morven Ct ,,,24358,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13528118239635 41.782919082636454),3ee7f47b-06e2-46ba-b733-4ffa17efdd17
3543,114680,,,,611 N Ellsworth St ,,,23504,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14485493900962 41.78221376052169),6e712e34-b618-44f4-a854-786a10397e6b
3544,114681,,,,633 Center St ,,,22914,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.146221925421 41.78294923415513),c2d514e5-067e-455f-a8ce-596049196487
3545,114682,,,,644 N Wright St ,,,24034,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13831965674554 41.78274297533038),5563272a-4a0a-4af1-9b03-2936e23f0ce2
3546,114683,,,,633 N Ellsworth St Dn,,,23494,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14484943228554 41.78285569026617),77371185-0bc1-4ad3-9981-ed0b9b7b4f58
3547,114684,,,,835 Morven Ct ,,,24366,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13409311493056 41.78236896778498),8cbe49bc-83d4-4e28-add5-55420865ffd5
3548,114685,,,,816 Morven Ct ,,,24342,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13549604990742 41.78240650816795),59714754-112f-4948-a72f-e4bf99f7bd46
3549,114686,,,,820 Morven Ct ,,,24340,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13520124181622 41.782403042434794),dc304b5b-4940-4afb-9c7c-a2633cadd768
3550,114687,,,,619 Center St ,,,22920,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14623603875629 41.782577897164394),2cef7470-5753-4786-befd-0f7638c7f75e
3551,114688,,,,824 Morven Ct ,,,24338,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1348986341037 41.782302380031226),be713b36-c2b4-46fe-9487-248a3477ccb7
3552,114689,,,,619 N Ellsworth St ,,,23500,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14487430983115 41.782471307737055),efb7ca2e-6d5b-490c-b5f6-26ff888ff193
3553,114690,,,,941 Monticello Dr ,,,24300,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13304109223381 41.7821668591563),318009fb-5d89-42fd-9c7e-b8a1720b1ee6
3554,114691,,,,953 Monticello Dr ,,,24304,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13385481806043 41.781931646089966),c6b69250-27ec-40e6-9e00-2771377c8381
3555,114692,,,,117 E 6th Av ,,,22950,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14486708014785 41.782074084658944),42e82fd0-72f1-4acb-9d92-8eb300f92c2e
3556,114693,,,,609 N Brainard St ,,,23378,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1435547098141 41.78218962511143),dd4823b4-b5f8-4c26-bf40-93b4c12a6633
3557,114694,,,,849 Bellingrath Ct ,,,24324,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13624912554933 41.781941088707626),65c6b67c-543f-4c4c-b41c-c266b633c2d8
3558,114695,,,,530 N Sleight St ,,,23026,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1400101296004 41.78159543894257),3d7aa195-f9bc-473b-99a1-36fa567df646
3559,114696,,,,557 Plank Rd ,,,23934,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13311318416946 41.78151971946641),ab7140b3-1998-4b8d-93e1-b6f44631888d
3560,114697,,,,840 Bellingrath Ct ,,,24318,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13569748112161 41.7815565910351),d1b1c193-21b6-43a0-9fb7-22c7a0b1f4ae
3561,114698,,,,522 Center St ,,,22944,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14575418597825 41.78165293950373),b74f5a81-e823-4a8a-bd19-725c1a724b6c
3562,114699,,,,530 N Wright St ,,,24048,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13850437379683 41.781481978721324),8b4926d9-85da-4f55-a29a-6729b66e72f0
3563,114700,,,,521 N Loomis St ,,,23258,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14212181293112 41.78149876702183),ea7014c0-1ff7-4f23-9488-b6c6ca2932b4
3564,114701,,,,581 Plank Rd ,,,23922,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.13194622022569 41.782135654562275),1e22c127-526b-454a-9036-2b483e4b1278
3565,114702,,,,537 Plank Rd ,,,23944,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.1341132684915 41.78111961438744),bcd7da96-d7f1-4b06-9856-c10f087c65ef
3566,114703,,,,508 Center St ,,,22936,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14574016294343 41.78122723315435),2a466d9d-b49f-4f19-aa77-0bc473ca2d3d
3567,114704,,,,513 N Brainard St ,,,23386,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14356232074002 41.78132061562277),f515e97e-b637-42b4-b04f-82b5ecea5606
3568,114705,,,,240 4th Av ,,,29100,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14337165247653 41.77945589454018),7660778e-2499-437f-a10c-bd67a4711d97
3569,114706,,,,222 4th Av ,,,29110,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14414138542439 41.77932725127109),109f0f95-13af-412a-a573-fa57833967c7
3570,114707,,,,331 N Sleight St Up,,,28378,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14093716520762 41.77919252806507),f52a8ef1-eab5-4124-bf7c-70cad1996ac5
3571,114708,,,,321 North Av ,,,29074,,True,True,Private,Private,,20100421102745,Esri,POINT (-88.14273928927129 41.778642231611094),178c7638-4c3d-4a76-a2c0-d298dd7e8157
