OBJECTID,FACILITYID,FACILITYNAME,LARGEMETER,INSTALLDATE,LOCDESC,ROTATION,ACCOUNTID,LOCATIONID,CRITICAL,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
832,104714,,,,1307 Brush Hill Cr ,,,32750,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17673413198901 41.77586717693044),9976d529-762b-4d37-bcc3-e1f8d03bca9c
833,104715,,,,1328 Sunnybrook Dr ,,,32894,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17669895335585 41.77374048166817),e01c5655-9199-42d5-835b-6eac12269236
834,104716,,,,1321 Brush Hill Cr ,,,32764,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17824786973802 41.776650709131715),f649c421-4838-4156-91aa-aafd51824f95
835,104717,,,,1337 Brush Hill Cr ,,,33538,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17969972790551 41.776549890442325),650b3d7e-8d82-4586-a578-b0d82ffa0a4c
836,104718,,,,1111 Laureli Cr ,,,32228,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17150757417127 41.77676555779674),1695b7e8-9209-4942-87ab-473a255400c9
837,104719,,,,105 Stratford Ct ,,,32924,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.17687302447379 41.773260675237815),ec71c861-b12c-4587-8e82-638dffd0cdff
838,106333,,,,337 N Sleight St ,,,28412,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14090896148168 41.7793989629148),06d5b8f9-ecfe-4ab0-a95f-3c0915c1a9df
839,106334,,,,215 North Av ,,,29034,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14429453301197 41.778730371670875),3ae3c422-c1d1-43e7-b567-1ee56934e4a0
840,106335,,,,230 North Av Up,,,28648,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14468799848771 41.77836299761016),0e09f695-b321-493a-90a5-75ead719918a
841,106336,,,,214 North Av ,,,28870,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14442798481673 41.778362570378796),ff2e234f-bee9-4cb9-9c70-d5f7814a8d1a
842,106337,,,,224 N Ellsworth St ,,,28858,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14466737870656 41.778220745059016),0fd30308-709b-4c9e-b0f3-2f3ccce9f33b
843,106338,,,,220 N Huffman St ,,,27420,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13499442771743 41.77775855200284),9e9b328c-d37c-4fa1-a151-4df33066d080
844,106339,,,,219 N Huffman St ,,,79402,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13562598017313 41.77789328868342),8ba62abf-9e58-4841-ab29-8e1ff516c2fb
845,106340,,,,210 N Julian St ,,,27552,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13628261984856 41.77754418713783),1a64e0b2-3fe8-48d8-9830-7eb329f208b7
846,106341,,,,150 N Columbia St ,,,28036,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13770072983485 41.77713989305829),53c2bfc9-4023-4993-b749-21b2bdc9ce93
847,106342,,,,141 N Brainard St ,,,28686,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14382488581688 41.77702612300334),c3817e0b-ac0c-42d9-ae07-04672ac55e0e
848,106343,,,,130 N Ellsworth St Dn,,,28828,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14467799880542 41.77675341404721),50441c6f-b7e7-4ba5-bc19-bf12912ecada
849,106344,,,,136 N Huffman St ,,,27394,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1350289394001 41.77666105412421),3e00be9d-4819-4da2-8e7b-ad0be3fa2a43
850,106345,,,,135 N Huffman St ,,,27442,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13550748488652 41.7766734757995),a3b8ce70-d7bb-4352-b42b-5ef79a9eadba
851,106346,,,,125 N Ellsworth St ,,,28918,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14531181383887 41.77665697249348),9916a787-8a87-4a66-b341-527367cd3950
852,106347,,,,949 Greensboro Ct ,,,27260,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13274056171738 41.77618326157298),3cfd421c-6834-4cef-8b28-896e14f653bc
853,106348,,,,201 E Franklin Av ,,,28826,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14461183466436 41.77611841666971),7cac4ba1-2916-4799-86fc-e2763dcef876
854,106350,,,,920 Greensboro Ct ,,,27272,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1344902310592 41.775794360399196),2fe7445b-98e5-4952-8f3e-0aef294baf7d
855,106351,,,,26 N Huffman St ,,,27380,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13510225703999 41.77545613036312),b430b0fb-d096-4073-8499-e68a34e74b00
856,106352,,,,25 E Benton Av ,,,29238,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14659610671782 41.77532175688846),d0e8a766-5e3a-41b7-895b-3aaa58537dde
857,106353,,,,730 E Franklin Av ,,,27592,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13695035389722 41.775529426325676),cd7c5056-a571-48e5-b40f-61a19f431f67
858,106354,,,,5 N Brainard St ,,,28726,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14386376053743 41.77524943555781),2c55595f-2338-4b50-aefd-0ddcd4cb60c0
859,106355,,,,11 N Brainard St 1,,,28724,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14395019818727 41.77532469002285),f9cb5bce-129b-4b1e-82f3-387796f684f9
860,106356,,,,15 N Julian St ,,,27600,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13698019028578 41.775276739815496),4f848cea-d86c-4c9b-a42b-7b17714c283e
861,106357,,,,6 N Columbia St ,,,28010,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13783751434318 41.77498846295577),ac3add06-cff8-43cd-b6b2-3c1a376d86f2
862,106359,,,,,,,29168,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14574811322547 41.77471738108543),480e2799-88bf-4065-9e25-a7154f24788c
863,106360,,,,9 S Huffman St ,,,27480,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13570784382155 41.774454227784325),0f8cb6ef-082e-401b-b630-d6d8cc659dcf
864,106361,,,,20 S Huffman St ,,,27360,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13517574864737 41.774164848195056),5a2d7e12-17ba-44f8-9fdf-dd7e61683f67
865,106362,,,,21 S Sleight St ,,,28460,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1412028159649 41.77429449874718),473dade9-9a8a-42df-accb-3139a90ffab5
866,106363,,,,31 S Brainard St ,,,28744,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14399756223013 41.77415246008356),ca9789dc-c06e-4b60-b41e-20c3ce5da79c
867,106364,,,,111 S Wright St ,,,28272,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13985215063084 41.773566854752225),7ec3b149-eaea-4f9c-934d-6e4cf584d9c3
868,106365,,,,119 S Loomis St ,,,28620,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14269095148428 41.77338473697305),0ad72dc5-5609-4c88-a08b-dbc4575bffe3
869,106366,,,,810 E Chicago Av ,,,37670,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13620322930961 41.77293647357724),65054338-fc94-4d4a-aed6-408f8063a252
870,106367,,,,136 S Sleight St ,,,28286,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14069004488447 41.77295046260681),1868052c-b888-413d-89ce-7a20f61119b1
871,106369,,,,526 E Chicago Av ,,,37464,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14000706904667 41.7722843046004),dbf0ee3c-db6b-44ca-a8d7-1463edcb68c0
872,106370,,,,216 S Wright St ,,,37526,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13914517108842 41.77224435959365),bc4ffb03-674f-48e0-b7a9-1c0867cc13a4
873,106371,,,,,,,37412,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14123706949621 41.77212023790407),29101b64-89e3-482d-8b07-25e7fb13be36
874,106372,,,,230 S Sleight St ,,,37458,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14043259913156 41.77168195943472),7e52c3ba-877e-4cad-b826-e51e22820909
875,106373,,,,232 E Chicago Av ,,,37386,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14406797295247 41.77162099510592),7ed07573-27e4-431d-81a4-920340059ea0
876,106374,,,,324 S Julian St ,,,37678,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13602725800976 41.77145650840985),289f338d-ea1a-4ab2-b62e-90bd1e1b6224
877,106375,,,,335 Highland Av ,,,37370,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14235845441786 41.7713787377392),c1d1fbb9-ab4e-4485-865e-aa57dcb53263
878,106376,,,,1016 Anne Rd ,,,37746,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1310125823058 41.77134701840097),69325f88-320a-43a4-b063-b8aa4690d6ed
879,106377,,,,944 Anne Rd ,,,37756,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13307644954303 41.77133355614982),018d3568-288f-4f66-b5d1-2bf3a0e8e94e
880,106378,,,,325 S Julian St ,,,37646,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13666653859259 41.771283697299054),3706decb-1a3c-4fbf-8484-2fb471236435
881,106379,,,,945 Elizabeth Av ,,,37760,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13319142233563 41.771128572451715),f2f51437-566a-46e5-8f8e-92eaade83aa0
882,106380,,,,424 Highland Av ,,,37360,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14139658835796 41.77102248403835),5f367303-fa1f-4322-b5d9-16ab795fc98e
883,106381,,,,245 S Charles Av ,,,37782,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1292277456846 41.77070267420823),c567d577-0512-42a7-95f8-eae7313547f3
884,106382,,,,325 S Sleight St ,,,37422,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1407339065875 41.770556628520005),f31de51d-8858-414e-a66f-b84a3548d7a9
885,106383,,,,1016 Elizabeth Av ,,,37794,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13115910502461 41.77047605490826),1dd243ba-dad6-437c-8e43-e7f1f9c44ab4
886,106384,,,,325 S Wright St ,,,37478,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13941341359605 41.770817834173585),4ef47991-590f-475e-88d5-c2f64e18669b
887,106385,,,,219 Center St ,,,29286,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14650720313125 41.77811602673431),cb1e4b06-53bd-420a-b31b-d9dd91a4e582
888,106386,,,,209 Center St Dn#02,,,29448,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14651141203002 41.7778532184028),d438c238-59fe-4f68-89b6-51b5782dde4c
889,106387,,,,409 E 8th Av ,,,23172,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1409824010045 41.78420638110574),4cbc969f-12fb-46c1-86b9-8faad5f952cb
890,106388,,,,120 E Franklin Av ,,,28818,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14542590142067 41.77576321506751),9fd6ada3-e3d5-4126-86c0-a34472d6ea59
891,106389,,,,16 N Loomis St ,,,28540,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14193317667622 41.7754182851615),918bdca8-0ed2-4962-a893-186240a396f7
892,106390,,,,9 N Sleight St ,,,28452,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14114554039591 41.775215710189826),2d83d9a5-30c7-4606-987e-faae225db292
893,106391,,,,615 E Benton Av ,,,28126,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13888604384537 41.77504694004353),959b4a5b-48e2-4ca5-9e66-a2af3f69f971
894,106392,,,,11 S Julian St ,,,27608,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13700488947184 41.77449509695357),b24027ac-e99b-450d-93ad-35dcc7b92d71
895,106393,,,,124 S Columbia St ,,,27992,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1378431237074 41.773197812454114),fdc81ffe-0a03-4bf2-a620-f56b7b414b46
896,106394,,,,730 E Chicago Av ,,,37666,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1370312946499 41.77290244584921),3b66043c-a221-42ee-b046-a3593332288a
897,106395,,,,702 E Chicago Av ,,,37596,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13790992415211 41.77272254193654),b7f361b8-d46a-403a-95e2-b227cd27a543
898,106396,,,,618 Highland Av ,,,37520,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1386289908899 41.771493606772026),9d8cda67-4261-45cd-8177-4fd218b82deb
899,106397,,,,506 Highland Av ,,,37456,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14027955021194 41.77115141475057),c789cf85-52d9-4d3b-8602-f8beef78cd5a
900,106398,,,,336 S Sleight St ,,,37448,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14009326966105 41.77040595993749),6a54985a-2ba8-43ab-b29a-9698747de7ce
901,106399,,,,419 North Av Dn,,,28386,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14142997234538 41.77859661494252),3b4116f6-7a65-4f45-9ebd-94a2d0c7707e
902,106400,,,,429 North Av ,,,28392,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14089404738799 41.778872984477786),d2ca8c17-5520-4708-a194-8ba5255e1a18
903,106401,,,,220 N Sleight St ,,,28358,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14036611740609 41.77798596052643),4889f182-0cdf-4391-a897-c4069b429f36
904,106402,,,,219 N Columbia St ,,,28062,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13820325084659 41.777893089521854),dbd192df-692f-404e-abd5-4f20fbdd4a88
905,106403,,,,215 N Wright St ,,,28206,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13960155077334 41.77779727308797),48047d2a-bb1b-466c-bd7e-19cb1c3d9999
906,106404,,,,94 Butte Ct ,,,27338,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1303213797029 41.7757789843629),75d43206-498b-480e-ac6d-b5841ec92df8
907,106405,,,,1013 E Benton Av ,,,27240,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13097433130899 41.77639192344367),8a9a796e-97b5-4f11-a4b1-d84df074aca0
908,106406,,,,112 Quail Hollow Ct ,,,27246,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13170691633648 41.77659133192905),96e3ed98-ee26-4c82-9fab-49eeb6ccddc2
909,106407,,,,33 N Charles Av ,,,27112,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12995978991225 41.77611326662112),ce648094-d955-48f4-84dd-81ca8abd9148
910,106408,,,,693 Milton Dr ,,,26086,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12998868802448 41.782446018894),2b4cbb00-d839-4f73-849b-e6cd079ba7be
911,106409,,,,416 Dillman Ct ,,,27988,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13069779776076 41.77974260981476),6d6ebdf8-5018-4dbb-9113-c929c1a7e77d
912,106410,,,,335 Camarie Ct ,,,84912,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13246807708214 41.77958798392333),d4ecf9a0-f52a-4a50-af56-4c0526f97ed0
913,106411,,,,336 Camarie Ct ,,,86982,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13202871018873 41.77956430517738),3da2266a-d0c7-470a-b373-e8db5d239931
914,106412,,,,331 Camarie Ct ,,,85764,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13245653029122 41.779463991843265),7ef5dc92-4f12-46a0-b261-10f642010012
915,106413,,,,315 Camarie Ct ,,,85756,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13236914644757 41.77904822150669),1969ea0c-8361-433b-981c-ea5f242595fd
916,106414,,,,303 Jamatt Ct ,,,27958,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13138675728872 41.77897906260349),7dc43f16-94f7-478a-8390-d1cb1bedfcb9
917,106415,,,,343 N Charles Av ,,,90068,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12995120898354 41.77890922904151),b1063119-4cd6-47c1-a238-21dfe54e5aba
918,106416,,,,319 N Charles Av ,,,27932,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13034189174228 41.778561063465766),5c55ebaa-b4c5-435d-a4a2-5d30440dbc40
919,106417,,,,315 N Charles Av ,,,27934,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13017914684582 41.77835470517147),6477bd2e-3324-43e9-91db-570e6f287d6b
920,106418,,,,515 N Loomis St Up,,,23262,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14218345685104 41.78122716350509),a0c0a19d-552b-42d5-8894-e95c7992a5c7
921,106419,,,,336 N Ellsworth St ,,,29112,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14456091295908 41.779388135139115),0bce518b-4e62-4518-9bee-9df2fb749fdd
922,106420,,,,1031 E Benton Av 3,,,27230,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13022259086434 41.77658338275999),61c4ead8-e352-4454-a6e5-4dce84c7f231
923,106421,,,,579 Windham Ln ,,,24112,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13902730590772 41.7844198551503),8b5edb5a-1211-4c11-af1f-97a595326471
924,106422,,,,539 E 8th Av ,,,24084,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13870355777355 41.7838031684506),bb945ad5-bf59-40fc-9305-02228d827e2e
925,106423,,,,609 N Wright St ,,,24064,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13903522481986 41.78206539622249),163d0073-e0ab-4df6-90f3-d30e46c6b5f4
926,106424,,,,,,,23962,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13873987577666 41.780328713162255),4a1d77cd-1831-4a8a-84fe-e2e11e60214f
927,106425,,,,324 N Wright St ,,,90202,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13892782389308 41.778816047683215),c9e50c36-d69a-4478-ab20-a3638a014cbe
928,106426,,,,613 North Av ,,,28148,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13875739289762 41.77842482414402),914742a4-8d3e-4fcc-a3c2-18cde2ddca6d
929,106427,,,,219 S Columbia St ,,,37538,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13832306034773 41.77221489017389),1f06872a-b6e4-43fb-9653-9f45f8b8ed85
930,106428,,,,204 N Huffman St ,,,27416,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13507589405896 41.77738667596422),b22e43f9-d959-4b43-a122-02f47a761ceb
931,106429,,,,418 School St Dn,,,28434,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14114554735373 41.77725646722839),d31e63a8-e9a0-419c-96ee-a9fea8c474be
932,106430,,,,103 N Wright St ,,,28242,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13970694329575 41.77593515142944),7d9fbceb-c151-4366-9f7b-815dd158a968
933,106431,,,,320 School St ,,,28600,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14263659171469 41.77647882007777),9897525c-f042-43d9-b9e9-27419bc6f0ce
934,106432,,,,1073 Catherine Av ,,,121044,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12997874137893 41.772740279656524),c831c531-2b34-4291-aca2-cc1cc72f2aed
935,106433,,,,1048 Catherine Av ,,,121006,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1307979915124 41.772893531777044),4c0d3683-8ff3-433f-b6d1-96e3b8b6be61
936,106434,,,,826 N Ellsworth St ,,,23438,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14406290337242 41.7848542804927),0277104f-ea09-4e02-b0ec-08e0704db84c
937,106435,,,,824 N Ellsworth St ,,,23436,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1440899850709 41.784731033991974),7b3c3c56-8556-471b-8192-24e4ce3a6d10
938,106437,,,,240 S Charles Av ,,,38806,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12854982494734 41.77078763906323),7fcdc570-476d-42dc-96e7-ebdb27eac1f3
939,106438,,,,12 S Charles Av ,,,38576,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12863942439101 41.77382893991504),b15af7ca-6495-41dc-a875-a993f3d0639c
940,106439,,,,511 E 8th Av ,,,116690,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13955655207546 41.78396892378748),713e0852-a789-4261-9348-f591f2c66d4f
941,106440,,,,,,,0,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13900919536661 41.77793897939639),e1bba308-6baa-4701-a0d9-3ee6fe09e67c
942,106443,,,,353 S Columbia St ,,,37560,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13787926045535 41.77043555261352),325c8073-c05e-41c0-bf69-a0e0629e365c
943,106444,,,,1012 Mattande Ln ,,,84878,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13296186525491 41.77843952810856),9669cfd6-f711-4bc5-8be3-ab1b4ce463c6
944,106447,,,,1070 Catherine Av ,,,121018,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13007939331497 41.772314364928896),377f5c6c-f87e-4490-8e8d-8b699dce251c
945,106448,,,,119 Kingsbridge Cr ,,,121064,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12990202513453 41.77395649332634),d56a48ce-2cd7-44d4-b31e-6e99e18b3b9c
946,106450,,,,,,,0,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14555230711521 41.77919538310604),36bec39a-90c2-4b97-833a-270b27086d06
947,106451,,,,404 Dillman Ct ,,,27982,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13084540665386 41.77956329896078),0ff1677c-2825-4ec5-89e5-51c453fb1188
948,106453,,,,,,,0,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14313873549862 41.77796455714233),5b0e7f92-c3b4-46af-8875-2a8f913386f1
949,106454,,,,316 E Benton Av ,,,28636,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14330362542414 41.77468844812298),27a363d4-abc5-4d16-89a0-5528bcb18ceb
950,106455,,,,133 S Sleight St ,,,28476,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1412752388768 41.772948637702285),5a789a7b-9dda-4f3b-9dbf-c21707b4b3f0
951,106456,,,,1162 Peachtree Ct ,,,27158,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12843678043623 41.77596310080661),f4c9b254-ac72-4030-9880-22f9c8048c4e
952,106457,,,,432 S Julian St ,,,37808,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13545632307545 41.76953933205248),46219c4c-a7e4-4201-999a-bda4db8def7b
953,106458,,,,417 S Julian St ,,,37626,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13615479797795 41.769527151675476),f19ae1de-798a-4dfb-81ae-9513ed8cb116
954,106459,,,,469 E Porter Av ,,,37436,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14047290129515 41.76945506907258),d111f401-6f5b-4ec3-a199-6173b7231933
955,106460,,,,465 White Oak Dr ,,,37840,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13463020793792 41.76921041573987),26c2ce7d-c3b4-4283-851f-005aa196c490
956,106461,,,,433 S Columbia St ,,,37168,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1373805937435 41.768836031027575),89332d98-0ee3-41be-bb73-d6b73fddb2f6
957,106462,,,,424 S Sleight St ,,,37256,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13949078199796 41.768656400788494),f1ad4c9c-1c34-4d47-80c6-94eb545597b5
958,106463,,,,445 S Columbia St ,,,37164,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13727540684044 41.768442893661565),12bb4f66-ee80-420e-a3e0-83e759398dbe
959,106464,,,,426 S Loomis St ,,,37304,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.14089418217831 41.76840516860791),857bec34-4c6d-429c-867c-cdef376af59b
960,106465,,,,454 S Columbia St ,,,37138,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13655318998154 41.768370857885884),d4fae0da-e18d-401d-82b8-ae354e85901c
961,106466,,,,445 S Wright St ,,,37234,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13863055109056 41.76833743886716),a385b608-d80c-4d6b-b7f7-5c8440b61205
962,106467,,,,454 S Wright St ,,,37196,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13793180618013 41.76812989979598),aa8440c3-b0a8-4de5-9e8b-7209a3354ddd
963,106468,,,,460 S Columbia St ,,,37140,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13652984676115 41.76822350560683),2549933e-249f-4aa9-84d2-1cbd1c85b77f
964,106469,,,,421 S Charles Av ,,,38696,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12942001527658 41.768149590503),21c8f52c-4b5c-4f45-b232-5a7c7b898ddd
965,106470,,,,531 White Oak Dr ,,,37830,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13420136568473 41.76804539174956),58deb23d-efc8-4f28-82e7-abd8deb70e6a
966,106471,,,,925 Prairie Av ,,,37936,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1328087662487 41.76752389489232),e25f1c8f-d16b-414b-97d5-0b525a9ec1f4
967,106472,,,,1015 Prairie Av ,,,37946,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.13104270619439 41.76752319487613),82a0c452-9ef2-4d9a-bc8b-6b2274026cfb
968,106188,,,,1145 Needham Rd ,,,25916,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1258010084162 41.78496846331344),99be2dd7-cd70-4203-b1e3-ee606679eade
969,106199,,,,212 Olesen Dr ,,,103738,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.11948269115426 41.77235825421645),a82b402f-16b3-43a3-ba75-f723c2caee86
970,106203,,,,1136 Greensfield Dr ,,,25938,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12696566997978 41.78466936491019),40969957-0c08-4e66-be95-8f5d27013c6a
971,106204,,,,1295 Brookline Ct ,,,26248,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1209367525391 41.784709487053185),cc4063a5-72d9-4586-9590-5f39b494feab
972,106205,,,,1137 Needham Rd ,,,25924,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12639485074979 41.784594027644495),7bb6afc8-87e5-4328-bc5e-7cfe6b1ef053
973,106206,,,,1142 Needham Rd ,,,25826,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1255960837379 41.78451451568035),df527911-ce8d-448d-82ae-c3a16a1151e0
974,106207,,,,733 Hagemann Pl ,,,25840,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12460315555735 41.78433653399133),a2a7e94c-1e24-40ac-bdde-db5416e4086c
975,106208,,,,729 Hagemann Pl ,,,25842,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12436513199611 41.78413980971163),296f95b6-176c-49be-847a-7f954d5b2b77
976,106209,,,,725 Springhill Cr ,,,26116,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12761807927727 41.78415099622409),310d4c8d-f7fe-4324-b251-cc9f34463c9b
977,106210,,,,1132 Needham Rd ,,,25816,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12635336277656 41.78400601183469),cba691fd-efc2-449f-a479-25765a4e8872
978,106211,,,,673 Springhill Cr ,,,26276,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.1231022261508 41.78402728060171),e8f983ed-a2cb-4f70-9078-2a1e718751c6
979,106212,,,,1137 Andover Ct ,,,25806,,True,True,Private,Private,,20100421102744,Esri,POINT (-88.12566838180496 41.783918503008714),854d2cf2-adc4-4c4f-8ab3-9db0b1702b57
