WKT,objectid,facilityid,accountid,metservice,servicetype,installdate,locdesc,rotation,locationid,critical,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,ResourceID
POINT (-122.384680352637 37.7606740495347),193,,,,METER,,,,,,1,,8,,,,{BD8D1920-D99B-4F89-8483-C459EC178E21},Fire Service Meter between 4 meter manifold;,,ACT,BD8D1920-D99B-4F89-8483-C459EC178E21
POINT (-122.384667218838 37.7606823290074),194,,,,METER,,,,,,1,,8,,,,{25B09E2A-5EE4-4E45-9DEF-5657CCDF8A68},,,ACT,25B09E2A-5EE4-4E45-9DEF-5657CCDF8A68
POINT (-122.384181514337 37.7599072525108),195,,,,METER,,,,,,1,,8,,,,{FDC2F93D-0DF3-4438-93AE-5533C37DA273},,,ACT,FDC2F93D-0DF3-4438-93AE-5533C37DA273
POINT (-122.383062541396 37.7594772246711),196,,,,METER,,,,,,1,,8,,,,{D33104B6-D5B6-4A38-8FAA-BCDAA567D57B},Basement,,ACT,D33104B6-D5B6-4A38-8FAA-BCDAA567D57B
POINT (-122.384728285204 37.760819968059),197,,,,METER,,,,,,1,,8,,,,{CF02D2CF-3431-40E0-B158-3027F695364F},BAE Water service,,ACT,CF02D2CF-3431-40E0-B158-3027F695364F
POINT (-122.387314439026 37.7606685442785),198,,,,METER,,,,,,1,,8,,,,{FFC40AE4-F010-4FA6-A0FE-1EA8DA7762E2},,,ACT,FFC40AE4-F010-4FA6-A0FE-1EA8DA7762E2
POINT (-122.387684583279 37.7632617757676),199,,,,METER,,,,,,1,,8,,,,{42280239-5ADD-403E-8AE6-461F76582BAD},,,ACT,42280239-5ADD-403E-8AE6-461F76582BAD
POINT (-122.387706041438 37.7635608348663),200,,,,METER,,,,,,1,,8,,,,{7F7FD2A8-F06F-4C52-B28B-65A9AD827500},,,ACT,7F7FD2A8-F06F-4C52-B28B-65A9AD827500
POINT (-122.387797081784 37.764031572677),201,,,,METER,,,,,,1,,8,,,,{E65B48CA-E9B7-4ECB-9C91-DD2B42BF4E3E},,,ACT,E65B48CA-E9B7-4ECB-9C91-DD2B42BF4E3E
POINT (-122.387797081784 37.764031572677),202,,,,METER,,,,,,1,,8,,,,{56B7D02C-94C6-4A2C-8F43-03BFDA48815A},,,ACT,56B7D02C-94C6-4A2C-8F43-03BFDA48815A
POINT (-122.387464643058 37.7644301957341),203,,,,METER,,,,,,1,,8,,,,{9F56E925-D255-4A86-A2E5-32E477D9C9EC},,,ACT,9F56E925-D255-4A86-A2E5-32E477D9C9EC
POINT (-122.387184652676 37.7648316270545),204,,,,METER,,,,,,1,,8,,,,{9D8D4637-A6AD-484D-8E28-CF6AECDFA9C6},,,ACT,9D8D4637-A6AD-484D-8E28-CF6AECDFA9C6
POINT (-122.387184652676 37.7648316270545),205,,,,METER,,,,,,1,,8,,,,{EDE29E0F-8033-4372-BE59-68E927586BCC},,,ACT,EDE29E0F-8033-4372-BE59-68E927586BCC
POINT (-122.386876941367 37.7651900178917),206,,,,METER,,,,,,1,,8,,,,{D7B937DD-E166-4530-A286-4A5E27D5E93E},,,ACT,D7B937DD-E166-4530-A286-4A5E27D5E93E
POINT (-122.386876941367 37.7651900178917),207,,,,METER,,,,,,1,,8,,,,{D1683CE9-29D8-4416-882C-ED4D213A107C},,,ACT,D1683CE9-29D8-4416-882C-ED4D213A107C
POINT (-122.387899160039 37.7652274548461),208,,,,METER,,,,,,1,,8,,,,{D183D0E0-8EE9-44B9-BFD0-E66621E17866},First number might not be able to read,,ACT,D183D0E0-8EE9-44B9-BFD0-E66621E17866
POINT (-122.386091351625 37.7695443780274),209,,,,METER,,,,,,1,,8,,,,{130ACE47-1F21-4842-AEF1-70855913427B},,,ACT,130ACE47-1F21-4842-AEF1-70855913427B
POINT (-122.385710477853 37.7697860842982),210,,,,METER,,,,,,1,,8,,,,{31A84C85-B6CF-4EB0-8EFF-8736A3BB4F60},,,ACT,31A84C85-B6CF-4EB0-8EFF-8736A3BB4F60
POINT (-122.385674306424 37.770198695023),211,,,,METER,,,,,,1,,8,,,,{378E0D62-ED57-49AA-8A7B-8EED62266F7B},,,ACT,378E0D62-ED57-49AA-8A7B-8EED62266F7B
POINT (-122.382562361716 37.7506608441916),212,,,,METER,,,,,,1,,8,,,,{60C4849A-C291-4BEB-8AAB-6E8B61714D33},,,ACT,60C4849A-C291-4BEB-8AAB-6E8B61714D33
POINT (-122.385677501841 37.7702093196576),213,,,,METER,,,,,,1,,8,,,,{43815B1C-E829-4D3F-AC91-AEA89E8B543B},,,ACT,43815B1C-E829-4D3F-AC91-AEA89E8B543B
POINT (-122.385671029675 37.7701848219208),214,,,,METER,,,,,,1,,8,,,,{7A0F4620-841D-4D97-A721-700D0FC1511D},,,ACT,7A0F4620-841D-4D97-A721-700D0FC1511D
POINT (-122.385675325711 37.7702045447031),215,,,,METER,,,,,,1,,8,,,,{C2045A47-D245-4119-887B-F092922C871B},,,ACT,C2045A47-D245-4119-887B-F092922C871B
POINT (-122.41647370039 37.8085275396675),216,,,,HOSEBIB,,,,,,1,,1,,,,{E9FF93C7-D9A0-4E27-AAC2-FB690DB4DBF4},".75"" DIA PIPE FISHERMAN'S WHARF HOSE BIBBS",,ACT,E9FF93C7-D9A0-4E27-AAC2-FB690DB4DBF4
POINT (-122.416383291778 37.8085249505814),217,,,,HOSEBIB,,,,,,1,,1,,,,{549496F6-F160-425F-A498-73272680C85D},".75"" DIA PIPE FISHERMAN'S WHARF HOSE BIBBS",,ACT,549496F6-F160-425F-A498-73272680C85D
POINT (-122.416354956424 37.8084410242819),218,,,,HOSEBIB,,,,,,1,,1,,,,{FD6E4A88-3F1B-417E-AB4F-B60FB33212E1},".75"" DIA PIPE FISHERMAN'S WHARF HOSE BIBBS",,ACT,FD6E4A88-3F1B-417E-AB4F-B60FB33212E1
POINT (-122.395996592575 37.8013371109129),219,,,,SWSC,,,,,,1,,1,,,,{7E6FF79B-1056-4810-A49F-22E3C9FF8E9A}, ,,UNK,7E6FF79B-1056-4810-A49F-22E3C9FF8E9A
POINT (-122.395699280384 37.8010057353463),220,,,,SWSC,,,,,,1,,1,,2010-11-17T00:00:00.000,JS,{97990A37-541A-412B-828F-D8ECECBD540C}, ,,UNK,97990A37-541A-412B-828F-D8ECECBD540C
POINT (-122.397114293603 37.8007103675235),221,,,,SWSC,,,,,,1,,1,,2010-11-17T00:00:00.000,JS,{78B23B69-4CDA-4BA9-A49D-F34D3F2CC996}, ,,UNK,78B23B69-4CDA-4BA9-A49D-F34D3F2CC996
POINT (-122.401872875961 37.806033101901),222,,,,SWSC,,,,,,1,,1,,2010-11-17T00:00:00.000,JS,{608A5E53-5842-431B-9108-A33415A921F6}, ,7428-27-1,ACT,608A5E53-5842-431B-9108-A33415A921F6
POINT (-122.401554788079 37.8063093768048),223,,,,SWSC,,,,,,1,,1,,2010-11-17T00:00:00.000,JS,{63B55EE5-BD6D-4D52-975A-C682B3633EB1}, ,7428-27-1,ACT,63B55EE5-BD6D-4D52-975A-C682B3633EB1
POINT (-122.396550027547 37.7985870844643),224,,,,METER,,,,,,1,,1,,2011-03-08T00:00:00.000,JS,{74BC8B7B-4863-408F-A13D-4468D74BA37E}, LOCATION APPROX. PER PORT PLUMBER DAVE RAUENBUHLER,per Dave Ravenbueler (Port),ACT,74BC8B7B-4863-408F-A13D-4468D74BA37E
POINT (-122.394231659905 37.7987323320875),225,,,,SWSC,,,,,,1,,1,,,,{3A57FDD3-B8C7-44E6-86D6-1410DD06DBDD}, ,,ACT,3A57FDD3-B8C7-44E6-86D6-1410DD06DBDD
POINT (-122.393823522469 37.7984823196002),226,,,,SWSC,,,,,,1,,1,,,,{A654127C-EA2E-455C-9FBF-AFD62976BF1E}, ,,ACT,A654127C-EA2E-455C-9FBF-AFD62976BF1E
POINT (-122.395344453757 37.7980838355974),227,,,,SWSC,,,,,,1,,1,,2010-11-10T00:00:00.000,JS,{6653BD65-CFD1-4042-B365-08EC8885F358}, ,,ACT,6653BD65-CFD1-4042-B365-08EC8885F358
POINT (-122.394445747363 37.7981262881538),228,,,,SWSC,,,,,,1,,1,,,,{23496174-24A2-481D-9AF7-0D0E66C1C4D5}, ,,ACT,23496174-24A2-481D-9AF7-0D0E66C1C4D5
POINT (-122.40166644911 37.804114191739),229,,,,METER,,,,,,1,,1,,,,{60996C5A-8373-4F64-A5E8-94ADDDAC6A13}, ,,UNK,60996C5A-8373-4F64-A5E8-94ADDDAC6A13
POINT (-122.400484562048 37.8067521594629),230,,,,SWSC,,,,,,1,,1,,2010-11-17T00:00:00.000,JS,{378A92BE-7BF3-4C25-8724-F5AF64A3D2A8}, ,,UNK,378A92BE-7BF3-4C25-8724-F5AF64A3D2A8
POINT (-122.38566881162 37.7701781271551),231,,,,METER,,,,,,1,,8,,,,{C5973890-2658-4FAC-82F9-F850EC44F9EF},,,ACT,C5973890-2658-4FAC-82F9-F850EC44F9EF
POINT (-122.385672972618 37.7701922177237),232,,,,METER,,,,,,1,,8,,,,{BF5FB4D4-695F-4B4A-83F6-671391485963},,,ACT,BF5FB4D4-695F-4B4A-83F6-671391485963
POINT (-122.386128902348 37.7710158061999),233,,,,METER,,,,,,1,,8,,,,{5D3EBCB2-4AB5-47A6-8F50-E1DBC56C179A},,,ACT,5D3EBCB2-4AB5-47A6-8F50-E1DBC56C179A
POINT (-122.386161088739 37.7710158066928),234,,,,METER,,,,,,1,,8,,,,{F6AF9F6F-3378-4E7D-9983-B07AAC006EFB},,,ACT,F6AF9F6F-3378-4E7D-9983-B07AAC006EFB
POINT (-122.386976480489 37.771749389161),235,,,,METER,,,,,,1,,8,,,,{8787BF2D-F454-4722-B651-80853716C8F9},,,ACT,8787BF2D-F454-4722-B651-80853716C8F9
POINT (-122.386933956803 37.7717002382625),236,,,,METER,,,,,,1,,8,,,,{80B79F58-345D-4D4B-833E-D147D746BE34},,,ACT,80B79F58-345D-4D4B-833E-D147D746BE34
POINT (-122.386761903939 37.7722073452449),237,,,,METER,,,,,,1,,8,,,,{7373C2CD-49AF-417A-81B1-4ABF8573ABB7},,,ACT,7373C2CD-49AF-417A-81B1-4ABF8573ABB7
POINT (-122.386869191819 37.7724702443775),238,,,,METER,,,,,,1,,8,,,,{F57C49C3-6732-4C7C-B747-B2A4963F83AA},,,ACT,F57C49C3-6732-4C7C-B747-B2A4963F83AA
POINT (-122.387046299186 37.773215480568),239,,,,METER,,,,,,1,,8,,,,{DB058FD5-1534-4983-A79F-40495FDB6941},,,ACT,DB058FD5-1534-4983-A79F-40495FDB6941
POINT (-122.387059100969 37.773212869406),240,,,,METER,,,,,,1,,8,,,,{C82D3083-9E05-43E8-A9BA-ED1CC89FCEA6},,,ACT,C82D3083-9E05-43E8-A9BA-ED1CC89FCEA6
POINT (-122.387024748643 37.7732202036253),241,,,,METER,,,,,,1,,8,,,,{834D6629-41EC-4525-9C60-22A869F7B206},,,ACT,834D6629-41EC-4525-9C60-22A869F7B206
POINT (-122.387015088776 37.7732226959975),242,,,,METER,,,,,,1,,8,,,,{4E819B28-DF30-4650-853C-EAF66F5BC30C},,,ACT,4E819B28-DF30-4650-853C-EAF66F5BC30C
POINT (-122.387036573354 37.7732178343103),243,,,,METER,,,,,,1,,8,,,,{27135ACF-691B-4220-8716-F5980BE2396F},,,ACT,27135ACF-691B-4220-8716-F5980BE2396F
POINT (-122.387003468552 37.7732252936484),244,,,,METER,,,,,,1,,8,,,,{08347530-32A3-4143-9F23-131478BC5D21},,,ACT,08347530-32A3-4143-9F23-131478BC5D21
POINT (-122.387173740288 37.7736014127975),245,,,,METER,,,,,,1,,8,,,,{0A592814-4878-48A8-B8EA-E7334A360A29},Fire service,,ACT,0A592814-4878-48A8-B8EA-E7334A360A29
POINT (-122.381590605248 37.7721734223248),246,,,,METER,,,,,,1,,8,,,,{454686A0-9B82-4BC5-93DE-853530245851},,,ACT,454686A0-9B82-4BC5-93DE-853530245851
POINT (-122.381526232181 37.7721564607481),247,,,,METER,,,,,,1,,8,,,,{F3C89408-4ED3-45C5-B47A-F742C7406C61},,,ACT,F3C89408-4ED3-45C5-B47A-F742C7406C61
POINT (-122.387224962983 37.7742019971259),248,,,,METER,,,,,,1,,8,,,,{6746A0F3-ECF7-452E-9208-9DCD6EF6832A},,,ACT,6746A0F3-ECF7-452E-9208-9DCD6EF6832A
POINT (-122.387280923748 37.7743225295212),249,,,,METER,,,,,,1,,8,,,,{31961D57-EF7B-404E-980D-296833DC85FF},,,ACT,31961D57-EF7B-404E-980D-296833DC85FF
POINT (-122.387287309568 37.7743219676698),250,,,,METER,,,,,,1,,8,,,,{5483D6A5-E984-43BB-BCFD-A1E861C656F6},,,ACT,5483D6A5-E984-43BB-BCFD-A1E861C656F6
POINT (-122.387288340934 37.7743270790494),251,,,,METER,,,,,,1,,8,,,,{657C678D-BCBB-4180-88C9-B495EEFD1C62},,,ACT,657C678D-BCBB-4180-88C9-B495EEFD1C62
POINT (-122.387281162502 37.7743272786863),252,,,,METER,,,,,,1,,8,,,,{F1C16047-F356-4B08-A22E-2474AA20D2CE},,,ACT,F1C16047-F356-4B08-A22E-2474AA20D2CE
POINT (-122.387319803793 37.7745903643346),253,,,,METER,,,,,,1,,8,,,,{B95C7384-F6D8-41BE-992A-A834E0D38784},,,ACT,B95C7384-F6D8-41BE-992A-A834E0D38784
POINT (-122.387322370742 37.7751696550352),254,,,,METER,,,,,,1,,8,,,,{7C6E3E86-3B1E-4CB7-B982-480B8659CAC6},,,ACT,7C6E3E86-3B1E-4CB7-B982-480B8659CAC6
POINT (-122.387323180569 37.7751773519301),255,,,,METER,,,,,,1,,8,,,,{8786F22A-56A3-49D3-BB8E-BAD5DB6FB088},,,ACT,8786F22A-56A3-49D3-BB8E-BAD5DB6FB088
POINT (-122.38732299614 37.7751857325401),256,,,,METER,,,,,,1,,8,,,,{7292155D-2DFD-480F-95F5-A4EA1A28D276},,,ACT,7292155D-2DFD-480F-95F5-A4EA1A28D276
POINT (-122.387322562213 37.7751946605747),257,,,,METER,,,,,,1,,8,,,,{C65E219A-6BA2-4F67-8E3D-3DD75687DF32},,,ACT,C65E219A-6BA2-4F67-8E3D-3DD75687DF32
POINT (-122.387370120881 37.775777858627),258,,,,METER,,,,,,1,,8,,,,{9821FC41-AFFE-48F0-9A4E-3FAEA034274C},,,ACT,9821FC41-AFFE-48F0-9A4E-3FAEA034274C
POINT (-122.387371539931 37.7757842849733),259,,,,METER,,,,,,1,,8,,,,{88688444-FE88-47DE-8D28-869516E6CF7C},,,ACT,88688444-FE88-47DE-8D28-869516E6CF7C
POINT (-122.387371681506 37.7757901243558),260,,,,METER,,,,,,1,,8,,,,{6A887E08-CE28-4D6E-8F42-5FFD48A0496C},,,ACT,6A887E08-CE28-4D6E-8F42-5FFD48A0496C
POINT (-122.387371909495 37.7757954324427),261,,,,METER,,,,,,1,,8,,,,{79A806C2-C364-49B2-A76B-01B58FC0E4A2},,,ACT,79A806C2-C364-49B2-A76B-01B58FC0E4A2
POINT (-122.387371909495 37.7757954324427),262,,,,METER,,,,,,1,,8,,,,{5201BCB5-90FF-489D-B8D1-A32662A88A2B},,,ACT,5201BCB5-90FF-489D-B8D1-A32662A88A2B
POINT (-122.396460771142 37.7710878925847),263,,,,METER,,,,,,1,,8,,,,{C0FA1E73-1FFD-41D1-B5F1-EDB88E0FA042},,,ACT,C0FA1E73-1FFD-41D1-B5F1-EDB88E0FA042
POINT (-122.396589517211 37.7710200470764),264,,,,METER,,,,,,1,,8,,,,{285FD90F-58AB-4324-BD52-E4C66D5DDABC},,,ACT,285FD90F-58AB-4324-BD52-E4C66D5DDABC
POINT (-122.388740937182 37.7795971440725),265,,,,METER,,,,,,1,,8,,,,{E2833FEE-3D60-413B-8EA7-A0CF86D50077},Check Plate,,ACT,E2833FEE-3D60-413B-8EA7-A0CF86D50077
POINT (-122.388424892158 37.7797969107314),266,,,,METER,,,,,,1,,8,,,,{B0B4A9C8-E62E-4117-9965-30D7B3709ED9},Local34Union,,ACT,B0B4A9C8-E62E-4117-9965-30D7B3709ED9
POINT (-122.388351676184 37.7798568622278),267,,,,METER,,,,,,1,,8,,,,{793EA2F3-9F48-4A5D-9B65-25FEDDC63B53},Fire service,,ACT,793EA2F3-9F48-4A5D-9B65-25FEDDC63B53
POINT (-122.388443115635 37.7797812576944),268,,,,METER,,,,,,1,,8,,,,{F956F88D-FFE4-4330-A33A-D30211F5D032},,,ACT,F956F88D-FFE4-4330-A33A-D30211F5D032
POINT (-122.388364951737 37.779843635208),269,,,,METER,,,,,,1,,8,,,,{99249834-96DD-4E53-9C79-944B115773B1},,,ACT,99249834-96DD-4E53-9C79-944B115773B1
POINT (-122.387848787864 37.781455618794),270,,,,METER,,,,,,1,,8,,,,{910F185D-9F9E-47C8-84FD-25E1133B24A2},,,ACT,910F185D-9F9E-47C8-84FD-25E1133B24A2
POINT (-122.387908708138 37.7818951383228),271,,,,METER,,,,,,1,,8,,,,{2E7293E0-1095-4611-84A4-0CA283B3708C},,,ACT,2E7293E0-1095-4611-84A4-0CA283B3708C
POINT (-122.388015107432 37.7823695941993),272,,,,METER,,,,,,1,,8,,,,{FF3A5FAF-D8CC-4133-8102-9E74D5021BA0},,,ACT,FF3A5FAF-D8CC-4133-8102-9E74D5021BA0
POINT (-122.387981640889 37.7818746935352),273,,,,METER,,,,,,1,,8,,,,{F85B06AE-E701-4B1B-9603-3BAA1914E916},,,ACT,F85B06AE-E701-4B1B-9603-3BAA1914E916
POINT (-122.388015107432 37.7823695941993),274,,,,METER,,,,,,1,,8,,,,{278D3217-1220-4A07-86D5-9EF8C05B3C7D},,,ACT,278D3217-1220-4A07-86D5-9EF8C05B3C7D
POINT (-122.388014627474 37.7823641144179),275,,,,METER,,,,,,1,,8,,,,{C31E2DDC-5BC3-4CCC-BC06-CC9D3003792A},,,ACT,C31E2DDC-5BC3-4CCC-BC06-CC9D3003792A
POINT (-122.387871523696 37.7825616134616),276,,,,METER,,,,,,1,,8,,,,{E1CBAE0E-6666-4A24-87D1-F4420A07C3EE},Fire service,,ACT,E1CBAE0E-6666-4A24-87D1-F4420A07C3EE
POINT (-122.388000455923 37.7826165413563),277,,,,METER,,,,,,1,,8,,,,{7CAE4B53-72CF-4272-9FB6-EDB8F345FC5F},,,ACT,7CAE4B53-72CF-4272-9FB6-EDB8F345FC5F
POINT (-122.387982640662 37.7828457952406),278,,,,METER,,,,,,1,,8,,,,{EFC0F2A9-2C3C-441D-897C-567676D19702},,,ACT,EFC0F2A9-2C3C-441D-897C-567676D19702
POINT (-122.387981899556 37.7828567532035),279,,,,METER,,,,,,1,,8,,,,{73F5EDE1-67E8-43F4-A522-1778BDC5F3B4},,,ACT,73F5EDE1-67E8-43F4-A522-1778BDC5F3B4
POINT (-122.387983412491 37.7828349737696),280,,,,METER,,,,,,1,,8,,,,{4D879E61-65C1-4A81-A8F6-537DC5F558F7},,,ACT,4D879E61-65C1-4A81-A8F6-537DC5F558F7
POINT (-122.387981295508 37.7828664472778),281,,,,METER,,,,,,1,,8,,,,{671606FC-8CAA-4E4C-952E-A2D0C2BD0DFA},,,ACT,671606FC-8CAA-4E4C-952E-A2D0C2BD0DFA
POINT (-122.387951052395 37.7832428036671),282,,,,METER,,,,,,1,,8,,,,{E8DA101C-5AD4-4B00-89ED-3C36ABB84BEE},,,ACT,E8DA101C-5AD4-4B00-89ED-3C36ABB84BEE
POINT (-122.387950534803 37.7832487968896),283,,,,METER,,,,,,1,,8,,,,{A278AA86-B8DA-4D30-B5B6-2855037624A4},,,ACT,A278AA86-B8DA-4D30-B5B6-2855037624A4
POINT (-122.387949764003 37.7832551925017),284,,,,METER,,,,,,1,,8,,,,{A0C943BD-8A08-4004-B8C3-9CBCB12A2DA1},,,ACT,A0C943BD-8A08-4004-B8C3-9CBCB12A2DA1
POINT (-122.387951420815 37.7832378212869),285,,,,METER,,,,,,1,,8,,,,{A7C98419-B4D8-42B1-8058-DBCDCC14B46F},,,ACT,A7C98419-B4D8-42B1-8058-DBCDCC14B46F
POINT (-122.387885531312 37.78385248215),286,,,,METER,,,,,,1,,8,,,,{DDB5CD20-02DA-4EFA-A0D1-FEA22412DEFE},,,ACT,DDB5CD20-02DA-4EFA-A0D1-FEA22412DEFE
POINT (-122.387885531312 37.78385248215),287,,,,METER,,,,,,1,,8,,,,{DD912044-1C18-4195-B97C-F0F1BDB8ECEC},,,ACT,DD912044-1C18-4195-B97C-F0F1BDB8ECEC
POINT (-122.387885148398 37.7838579667352),288,,,,METER,,,,,,1,,8,,,,{49763B32-DEB0-4148-817E-19D65C96E767},,,ACT,49763B32-DEB0-4148-817E-19D65C96E767
POINT (-122.387885148398 37.7838579667352),289,,,,METER,,,,,,1,,8,,,,{C8128C5A-F409-4737-B719-17A07F3F1F76},,,ACT,C8128C5A-F409-4737-B719-17A07F3F1F76
POINT (-122.387752736828 37.7855799155171),290,,,,METER,,,,,,1,,8,,,,{E4A2992A-12FB-45CF-AE5B-06B5A2E42CDB},,,ACT,E4A2992A-12FB-45CF-AE5B-06B5A2E42CDB
POINT (-122.387749980587 37.7855991581109),291,,,,METER,,,,,,1,,8,,,,{32F4F212-3636-4E68-98D5-A16FFE8BD422},,,ACT,32F4F212-3636-4E68-98D5-A16FFE8BD422
POINT (-122.387752773803 37.7855747140457),292,,,,METER,,,,,,1,,8,,,,{7054C3FB-16BF-4E25-9EE1-04DE52312ABA},,,ACT,7054C3FB-16BF-4E25-9EE1-04DE52312ABA
POINT (-122.387752580783 37.7855848106814),293,,,,METER,,,,,,1,,8,,,,{C5FBA4CA-80BA-4842-992D-1C5A978C96B3},,,ACT,C5FBA4CA-80BA-4842-992D-1C5A978C96B3
POINT (-122.387751625372 37.7855898421099),294,,,,METER,,,,,,1,,8,,,,{E27C0AA8-1741-40C4-AEAC-7EDED2FAD2E9},,,ACT,E27C0AA8-1741-40C4-AEAC-7EDED2FAD2E9
POINT (-122.387750783879 37.785594977156),295,,,,METER,,,,,,1,,8,,,,{2B96BB65-5CCA-48F8-A225-545DD6D261AD},,,ACT,2B96BB65-5CCA-48F8-A225-545DD6D261AD
POINT (-122.387690826363 37.7859567083445),296,,,,METER,,,,,,1,,8,,,,{12286E3C-B4DD-4A22-813A-EF710C5A115D},possible an error,,ACT,12286E3C-B4DD-4A22-813A-EF710C5A115D
POINT (-122.387691433931 37.785939153874),297,,,,METER,,,,,,1,,8,,,,{6FBEBCA2-E328-4EF9-BE0A-3E4831AA696B},,,ACT,6FBEBCA2-E328-4EF9-BE0A-3E4831AA696B
POINT (-122.387690826363 37.7859567083445),298,,,,METER,,,,,,1,,8,,,,{D78F64F4-FBB3-4074-85B7-4BB13B1C1ECC},,,ACT,D78F64F4-FBB3-4074-85B7-4BB13B1C1ECC
POINT (-122.387692040364 37.7859215994217),299,,,,METER,,,,,,1,,8,,,,{B6325815-01E1-4BDC-A59E-72767BC6A510},,,ACT,B6325815-01E1-4BDC-A59E-72767BC6A510
POINT (-122.387641272292 37.7866277193203),300,,,,METER,,,,,,1,,8,,,,{13F59979-6064-43ED-BA23-AE3212D0515D},,,ACT,13F59979-6064-43ED-BA23-AE3212D0515D
POINT (-122.387640477286 37.7866359348544),301,,,,METER,,,,,,1,,8,,,,{42FD4937-71B6-4B74-8497-BDDCF61BF40F},,,ACT,42FD4937-71B6-4B74-8497-BDDCF61BF40F
POINT (-122.387609773734 37.7874763442987),302,,,,METER,,,,,,1,,8,,,,{A78564DB-9AD3-49C5-BBBB-2A6E09D1C32D},,,ACT,A78564DB-9AD3-49C5-BBBB-2A6E09D1C32D
POINT (-122.387609773734 37.7874763442987),303,,,,METER,,,,,,1,,8,,,,{345262B7-8EAF-47A2-8C23-F45949DC9C04},,,ACT,345262B7-8EAF-47A2-8C23-F45949DC9C04
POINT (-122.387605474747 37.787766071618),304,,,,METER,,,,,,1,,8,,,,{924AE31D-A050-4439-A951-B5C5EBAB263F},,,ACT,924AE31D-A050-4439-A951-B5C5EBAB263F
POINT (-122.387604420592 37.7877620375598),305,,,,METER,,,,,,1,,8,,,,{4A144224-7D03-4B68-A511-D80908ADAD0C},,,ACT,4A144224-7D03-4B68-A511-D80908ADAD0C
POINT (-122.387480735674 37.7876913576264),306,,,,METER,,,,,,1,,8,,,,{CD1FD728-362B-4F6F-8406-17DA7C4166B4},,,ERR,CD1FD728-362B-4F6F-8406-17DA7C4166B4
POINT (-122.387604420592 37.7877620375598),307,,,,METER,,,,,,1,,8,,,,{F5439974-2832-401B-A224-22D7BAAB79D0},,,ACT,F5439974-2832-401B-A224-22D7BAAB79D0
POINT (-122.386887181619 37.788095803653),308,,,,METER,,,,,,1,,8,,,,{BA4DF104-86D8-4606-9ADC-596B213E76CC},against left wall,,ACT,BA4DF104-86D8-4606-9ADC-596B213E76CC
POINT (-122.386582215656 37.788145979318),309,,,,METER,,,,,,1,,8,,,,{D5E9B58C-2C70-4AC5-BD9D-799260AFE23A},,,ACT,D5E9B58C-2C70-4AC5-BD9D-799260AFE23A
POINT (-122.385304073636 37.788390095157),310,,,,METER,,,,,,1,,8,,,,{CABFDFE1-77B5-48E5-A368-324FE5093B16},inside restroom,,ACT,CABFDFE1-77B5-48E5-A368-324FE5093B16
POINT (-122.38779102488 37.7887161213155),311,,,,METER,,,,,,1,,8,,,,{444126FF-5706-4D5B-817B-2E5DD5A0402D},,,ACT,444126FF-5706-4D5B-817B-2E5DD5A0402D
POINT (-122.387788492595 37.7887109429583),312,,,,METER,,,,,,1,,8,,,,{955AFD96-AA47-488F-87EE-6990AE146E3A},,,ACT,955AFD96-AA47-488F-87EE-6990AE146E3A
POINT (-122.387788401469 37.7887057949097),313,,,,METER,,,,,,1,,8,,,,{96D46C72-06BA-464A-AA5A-525E2CECEABD},,,ACT,96D46C72-06BA-464A-AA5A-525E2CECEABD
POINT (-122.387787030222 37.7887004114134),314,,,,METER,,,,,,1,,8,,,,{2D7486D0-20C6-4139-81DA-4443B3DD91DA},,,ACT,2D7486D0-20C6-4139-81DA-4443B3DD91DA
POINT (-122.385379359652 37.7896835231163),315,,,,METER,,,,,,1,,8,,,,{1AF4407F-134C-4D90-951C-90D64666B653},inside restroom,,ACT,1AF4407F-134C-4D90-951C-90D64666B653
POINT (-122.387559084763 37.7890749207846),316,,,,METER,,,,,,1,,8,,,,{9C1AD98B-93E5-4AA5-92AF-F00E3EC94335},behind orange door,,ACT,9C1AD98B-93E5-4AA5-92AF-F00E3EC94335
POINT (-122.387804951801 37.788998302047),317,,,,METER,,,,,,1,,8,,,,{FDB66D87-B0BF-4165-A4A0-E92DAB39C95C},Fire service. Meter under deck,,ACT,FDB66D87-B0BF-4165-A4A0-E92DAB39C95C
POINT (-122.388165736051 37.7894964729738),318,,,,METER,,,,,,1,,8,,,,{53E5700A-7621-4619-BC2D-FFDAE8C71FF2},,,ACT,53E5700A-7621-4619-BC2D-FFDAE8C71FF2
POINT (-122.388493442558 37.789890245776),319,,,,METER,,,,,,1,,8,,,,{23BE4F3D-4B56-4E90-80D4-1B22890BDCFA},J.C. Decaux,,ACT,23BE4F3D-4B56-4E90-80D4-1B22890BDCFA
POINT (-122.38842620538 37.7899307514381),320,,,,METER,,,,,,1,,8,,,,{C14C3D7E-7291-405D-9D5D-C86CCEB565E1},,,ACT,C14C3D7E-7291-405D-9D5D-C86CCEB565E1
POINT (-122.388859969972 37.7904934829111),321,,,,METER,,,,,,1,,8,,,,{ACCB59EE-F861-4FC8-9458-0B838CE70F0B},waterbar restaurant,,ACT,ACCB59EE-F861-4FC8-9458-0B838CE70F0B
POINT (-122.409336715768 37.8084309076066),322,,,,METER,,,,,,1,,8,,,,{A94FD79A-A401-4B60-B34B-2A19FD3FABA1},,,ACT,A94FD79A-A401-4B60-B34B-2A19FD3FABA1
