WKT,objectid,facilityid,installdate,material,diameter,watertype,transmiss,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,shape_Length,ResourceID
"MULTILINESTRING M ((-122.395835133783 37.7976393050913 0,-122.395826718321 37.7976306878443 0,-122.395895171313 37.7975906640982 0))",241,,,UNK,3,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{064934E2-77BE-4CBF-9F2B-B9614ADAFCC6},Existing CW Underground; ,13690-1.5-3-5-AB,ACT,28.53728812,064934E2-77BE-4CBF-9F2B-B9614ADAFCC6
"MULTILINESTRING M ((-122.418856349643 37.808962130193 0,-122.418863112509 37.8089642263291 0,-122.418864538967 37.8089418918252 0))",242,,,CAS,5,FW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{CB10ACDD-50D0-4589-A2E9-C8B41A16B143},; ,Pier47- Below Deck Fire Protection.dwg,ACT,10.24046737,CB10ACDD-50D0-4589-A2E9-C8B41A16B143
"MULTILINESTRING M ((-122.418615642634 37.8089542754534 0,-122.418613130849 37.8089936019282 0,-122.418612373531 37.8090054381435 0,-122.418609406669 37.8090519015052 0))",243,,,CAS,6,FW,,1,,1,,2010-12-06T00:00:00.000,JS,{145D40EE-97AC-4630-ABD4-3C89A99DA41D},; ,Pier47- Below Deck Fire Protection.dwg,ACT,35.59355769,145D40EE-97AC-4630-ABD4-3C89A99DA41D
"MULTILINESTRING M ((-122.41891006042 37.809069461195 0,-122.418908115419 37.809063911637 0,-122.418886325284 37.809063035108 0,-122.418872568728 37.809062482081 0,-122.41885687571 37.8090618515114 0,-122.41880378368 37.8090597169589 0,-122.418790027125 37.8090591639223 0,-122.41872124206 37.8090563978512 0,-122.418707485507 37.809055844805 0,-122.418638700471 37.8090530795866 0,-122.418624943896 37.8090525256299 0,-122.418609406669 37.8090519015052 0,-122.418556158866 37.8090497603634 0,-122.418542402315 37.8090492072979 0,-122.418473617269 37.8090464410824 0,-122.418459860719 37.8090458880073 0,-122.418391075702 37.8090431226445 0,-122.418377319153 37.8090425695598 0,-122.418308534119 37.809039803248 0,-122.418294777572 37.8090392501536 0,-122.418225992544 37.8090364837938 0,-122.418212235998 37.8090359306898 0,-122.418143450999 37.8090331651826 0,-122.418129694454 37.809032612069 0,-122.418060909439 37.8090298456128 0,-122.418047152895 37.8090292924896 0,-122.417978367909 37.8090265268861 0,-122.417964611343 37.8090259728524 0,-122.417912466577 37.8090238765676 0,-122.417904543574 37.8089928775668 0,-122.417901806491 37.8089821670192 0,-122.417895183728 37.8089555060332 0))",244,,,CAS,6,FW,,1,,1,,2010-12-06T00:00:00.000,JS,{7B38276C-4A0C-4559-85CB-B3EE7E6D1D2F},; ,Pier47- Below Deck Fire Protection.dwg,ACT,315.4896611,7B38276C-4A0C-4559-85CB-B3EE7E6D1D2F
"MULTILINESTRING M ((-122.413383635992 37.8089376738488 0,-122.41336827823 37.8091701487262 0,-122.413367945567 37.8091751792727 0,-122.413625279476 37.8092111306364 0))",245,,,CAS,2,CW,,1,,1,,2011-03-02T00:00:00.000,JS,{BCC0318C-74BB-4E30-8CB4-CC26336D4481},; STATUS PER PORT PLUMBER DAVE RAUENBUHLER,,ERR,162.0845699,BCC0318C-74BB-4E30-8CB4-CC26336D4481
"MULTILINESTRING M ((-122.414875884309 37.8089817733164 0,-122.414875541242 37.8089882901345 0,-122.41486662419 37.8091580968552 0,-122.414865816248 37.8091732782514 0,-122.414663376269 37.8092470097932 0,-122.414628494177 37.8092972904543 0,-122.415224906663 37.8097047269335 0))",246,,,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{3E08F58B-4776-45B5-9140-C23D8BE649FB},; ,,ACT,382.4079815,3E08F58B-4776-45B5-9140-C23D8BE649FB
"MULTILINESTRING M ((-122.41486662419 37.8091580968552 0,-122.414905011446 37.8091890204841 0))",247,,,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{900087D3-E1AB-497F-96B7-CC9AEF46AFB5},; ,,ACT,15.80405201,900087D3-E1AB-497F-96B7-CC9AEF46AFB5
"MULTILINESTRING M ((-122.417575072556 37.8103246970068 0,-122.415706074676 37.8090929424714 0,-122.415639506127 37.8090490695177 0,-122.415516259319 37.8090458370436 0,-122.415123857022 37.8090355461452 0,-122.41512499858 37.8089967521103 0,-122.415089900045 37.8089955610705 0,-122.414875541242 37.8089882901345 0,-122.413428758525 37.808939204744 0,-122.413413801274 37.8089381622783 0,-122.413383635992 37.8089376738488 0,-122.412594839001 37.8089097423931 0,-122.412573098416 37.8089101661452 0,-122.412498090287 37.8088995117418 0,-122.412009148308 37.8088277696147 0,-122.411997303788 37.8088661242834 0,-122.411966261221 37.8088610769733 0,-122.411502447006 37.8087908621021 0))",248,,,CAS,4,CW,,1,,1,,2011-02-10T00:00:00.000,JS,{9BFDA794-619A-4A4B-B193-2D6F422EE518},"URI SHOWS TWIN 4"" DIP THRU SEAWALL; OLD .DWG 1974 CHECK STATUS. This line might be an error copied from dwg#301-2",301-2.tif,ERR,1953.604403,9BFDA794-619A-4A4B-B193-2D6F422EE518
"MULTILINESTRING M ((-122.417712196513 37.808016673218 0,-122.417714712469 37.8080281921484 0,-122.417830794874 37.8085596027863 0))",249,,,CAS,2.5,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{5939B5E8-336E-4D78-A907-0B41F9AFB663},; ,8633-47-1.tif,ACT,200.6403878,5939B5E8-336E-4D78-A907-0B41F9AFB663
"MULTILINESTRING M ((-122.392097219481 37.7939907839223 0,-122.392092411608 37.7939838091101 0,-122.392079732882 37.7939733332272 0,-122.392075997168 37.7939679660903 0))",250,,,UNK,0.5,HW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{35B20572-CE80-42D6-90BB-B8D07883D02E},; ,6729-278-1-Highlighted.pdf,ACT,10.41621374,35B20572-CE80-42D6-90BB-B8D07883D02E
"MULTILINESTRING M ((-122.381704997403 37.748560298325 0,-122.381697775207 37.7484845025844 0))",251,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{0EE4DB56-8417-4B69-873B-BF4571658D10},; ,,ACT,27.67759188,0EE4DB56-8417-4B69-873B-BF4571658D10
"MULTILINESTRING M ((-122.387146006332 37.7469197103675 0,-122.387137129132 37.7468549316782 0))",252,,,UNK,16,CW,,1,,8,,2011-02-07T00:00:00.000,MBOE,{68F11AEA-B9C0-4D81-853E-346A8D0334AB},; ,,ACT,23.72641813,68F11AEA-B9C0-4D81-853E-346A8D0334AB
"MULTILINESTRING M ((-122.387146623599 37.746924485936 0,-122.387146006332 37.7469197103675 0))",253,,,UNK,16,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{0F724085-00F9-4E4A-A224-94C2970C98F6},; ,,ACT,1.748012145,0F724085-00F9-4E4A-A224-94C2970C98F6
"MULTILINESTRING M ((-122.380496409409 37.7467085063651 0,-122.380487755633 37.7466120550364 0))",254,,,UNK,3,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{57193B55-3DB2-4158-BD0A-44B89EB84BF6},; ,,ACT,35.20882051,57193B55-3DB2-4158-BD0A-44B89EB84BF6
"MULTILINESTRING M ((-122.392119394101 37.7937334700219 0,-122.392118050664 37.793738508609 0,-122.392119394101 37.7937334700219 0,-122.392112515091 37.7937325241873 0,-122.392119394101 37.7937334700219 0))",255,,,UNK,0,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{B5E6D090-3535-4922-B3B0-47C5246CB614},; ,,ACT,7.785151285,B5E6D090-3535-4922-B3B0-47C5246CB614
"MULTILINESTRING M ((-122.392105669404 37.793718490462 0,-122.392098790395 37.7937175446266 0,-122.392100395492 37.7937212147287 0,-122.392104327101 37.7937235290307 0,-122.392105669404 37.793718490462 0))",256,,,UNK,0,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{A11DBD5B-5DCD-432A-BC1A-BBD4D5C2992B},; ,,ACT,6.721519797,A11DBD5B-5DCD-432A-BC1A-BBD4D5C2992B
"MULTILINESTRING M ((-122.420399494381 37.8097221151048 0,-122.420403200685 37.8097246538512 0,-122.420399494381 37.8097221151048 0))",257,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{AD447448-0B78-4E6E-B3F2-88568200145F},; ,10158-49-1,ACT,2.829096742,AD447448-0B78-4E6E-B3F2-88568200145F
"MULTILINESTRING M ((-122.420477801776 37.8098156556202 0,-122.420481001712 37.8098127151311 0,-122.420491373725 37.8098031826497 0))",258,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{B22ECB80-A6A7-4163-8DCE-7BCB7CB60270},"; 1"" DIA",10158-49-1,ACT,5.999942303,B22ECB80-A6A7-4163-8DCE-7BCB7CB60270
"MULTILINESTRING M ((-122.420687831005 37.8099595015927 0,-122.420676521426 37.8099698955972 0))",259,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{0E6174B2-7A4B-4AD0-8DA9-AEF8C112BB87},; ,10158-49-1,ACT,4.999838127,0E6174B2-7A4B-4AD0-8DA9-AEF8C112BB87
"MULTILINESTRING M ((-122.420676521426 37.8099698955972 0,-122.420673321491 37.8099728360916 0,-122.420676521426 37.8099698955972 0,-122.420680227752 37.8099724343347 0,-122.420676521426 37.8099698955972 0,-122.420672813988 37.8099673577788 0,-122.420676521426 37.8099698955972 0))",260,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{344A7B22-B082-4E8F-AE1B-714AE160683B},; ,10158-49-1,ACT,8.487339167,344A7B22-B082-4E8F-AE1B-714AE160683B
"MULTILINESTRING M ((-122.420714034246 37.8099774469735 0,-122.420702724692 37.8099878418813 0))",261,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{130C1216-255A-4F63-8564-B220589DC174},; ,10158-49-1,ACT,5.000082015,130C1216-255A-4F63-8564-B220589DC174
"MULTILINESTRING M ((-122.420680756966 37.8093523982767 0,-122.4206775559 37.8093553378892 0,-122.420680756966 37.8093523982767 0,-122.420684464374 37.8093549360951 0,-122.420680756966 37.8093523982767 0,-122.420677050671 37.8093498595389 0,-122.420680756966 37.8093523982767 0))",262,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{9D5626E8-DCF7-4D76-B4F3-8F26DED8B315},; ,10158-49-1,ACT,8.487290487,9D5626E8-DCF7-4D76-B4F3-8F26DED8B315
"MULTILINESTRING M ((-122.420690907351 37.8093407569441 0,-122.420765434753 37.8093922524099 0,-122.420778535714 37.8094012251026 0,-122.420859764296 37.8094568578859 0,-122.420878107259 37.8094694194344 0,-122.420956715552 37.8095232572574 0,-122.420975057435 37.80953581971 0,-122.421053665846 37.8095896565669 0,-122.421074628206 37.8096040138926 0,-122.421153237919 37.8096578515648 0,-122.421171579846 37.8096704130857 0,-122.421209798311 37.8096965880694 0,-122.421215118234 37.8096993249074 0))",263,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{50C714D3-BED1-4F67-9EBE-28051700B391},; ,10158-49-1,ACT,199.9676097,50C714D3-BED1-4F67-9EBE-28051700B391
"MULTILINESTRING M ((-122.421171579846 37.8096704130857 0,-122.421160270402 37.8096808080379 0))",264,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{6A197AC7-02E5-43AA-8320-476DD840B169},; ,10158-49-1,ACT,5.000082025,6A197AC7-02E5-43AA-8320-476DD840B169
"MULTILINESTRING M ((-122.421160270402 37.8096808080379 0,-122.421157069341 37.8096837476632 0,-122.421160270402 37.8096808080379 0,-122.42116397673 37.8096833467604 0,-122.421160270402 37.8096808080379 0,-122.421156564074 37.8096782693153 0,-122.421160270402 37.8096808080379 0))",265,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{25E108FF-88C9-42E7-95E2-CD611A784726},; ,10158-49-1,ACT,8.487241441,25E108FF-88C9-42E7-95E2-CD611A784726
"MULTILINESTRING M ((-122.421153237919 37.8096578515648 0,-122.421141927316 37.8096682456329 0))",266,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{6EABCC4A-C5A4-4DC2-8A01-2875811917F2},; ,10158-49-1,ACT,5.000057559,6EABCC4A-C5A4-4DC2-8A01-2875811917F2
"MULTILINESTRING M ((-122.421141927316 37.8096682456329 0,-122.421138728572 37.8096711870225 0,-122.421141927316 37.8096682456329 0,-122.421145633643 37.809670784356 0,-122.421141927316 37.8096682456329 0,-122.421138222102 37.8096657059904 0,-122.421141927316 37.8096682456329 0))",267,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{CD033798-E583-4A9E-A403-A1DF559AF860},; ,10158-49-1,ACT,8.487290487,CD033798-E583-4A9E-A403-A1DF559AF860
"MULTILINESTRING M ((-122.420849356287 37.8100483584604 0,-122.420860665831 37.8100379635387 0))",268,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{7AD32218-C956-4B5A-BC35-E89837D3FC4D},; ,10158-49-1,ACT,5.000082013,7AD32218-C956-4B5A-BC35-E89837D3FC4D
"MULTILINESTRING M ((-122.388020493462 37.7823082391879 0,-122.388021359122 37.7823123645826 0,-122.388022532318 37.7823179567284 0))",269,,,UNK,6,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{540FE35E-3BA5-4F4A-ADCA-0ECA59E3A39E},; ,,ACT,3.587090472,540FE35E-3BA5-4F4A-ADCA-0ECA59E3A39E
"MULTILINESTRING M ((-122.388042879403 37.7823095208995 0,-122.388021359122 37.7823123645826 0))",270,,,UNK,8,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{A5BC6756-E541-4338-8170-9AC7F09EBDF1},; ,,ACT,6.304817503,A5BC6756-E541-4338-8170-9AC7F09EBDF1
"MULTILINESTRING M ((-122.388060177306 37.7823092438864 0,-122.388435402477 37.782284089902 0))",271,,,UNK,8,CW,,1,,8,,2011-02-07T00:00:00.000,GB,{883FD0D2-27AE-44FD-A8FA-37258B88DD65},; ,,ACT,108.8235816,883FD0D2-27AE-44FD-A8FA-37258B88DD65
"MULTILINESTRING M ((-122.382492550297 37.7585606161243 0,-122.382490442312 37.75853870887 0,-122.382489915328 37.7585332325068 0))",272,,,UNK,0,FW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{E537F96C-BA44-4924-AC64-775AA552F4D0},W&K Surveyed(08/25/2009); ,x-Pier68&70-utility.dwg,ACT,9.999981738,E537F96C-BA44-4924-AC64-775AA552F4D0
"MULTILINESTRING M ((-122.420512589014 37.8079324619212 0,-122.420511348853 37.8079264115512 0,-122.420513294857 37.8079200091941 0,-122.420516080456 37.8079248979697 0,-122.42051727969 37.8079309030443 0,-122.420512589014 37.8079324619212 0))",273,,2002-07-01T00:00:00.000,UNK,6,FW,,1,,1,,2011-02-07T00:00:00.000,GB,{C630265D-20CA-478B-8A32-D85A198BBE74},; DOUBLE CHECK VALVE,10602-49-1,ACT,10.26671771,C630265D-20CA-478B-8A32-D85A198BBE74
"MULTILINESTRING M ((-122.420506618933 37.8079204378349 0,-122.420505379908 37.8079143874463 0,-122.420506537132 37.8079085377599 0,-122.420510640047 37.8079131067833 0,-122.420513294857 37.8079200091941 0,-122.420506618933 37.8079204378349 0))",274,,2002-07-01T00:00:00.000,UNK,2.5,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{4FCD53CA-A0D7-4192-8A13-9544925D243B},; DOUBLE CHECK VALVE,10602-49-1,ACT,10.99348743,4FCD53CA-A0D7-4192-8A13-9544925D243B
"MULTILINESTRING M ((-122.39501478859 37.7970211246655 0,-122.39501662483 37.7970200479521 0))",275,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{8E1B3E9C-9914-4FF3-B4E2-EC399E2A00A2},; ,P990fp01_Buildings,ACT,0.659694338,8E1B3E9C-9914-4FF3-B4E2-EC399E2A00A2
"MULTILINESTRING M ((-122.395022604264 37.7970295208981 0,-122.395015326863 37.7970187638601 0))",276,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{CBB39853-08CA-4956-BE55-FD41FBE7997E},; ,P990fp01_Buildings,ACT,4.445594691,CBB39853-08CA-4956-BE55-FD41FBE7997E
"MULTILINESTRING M ((-122.394934011311 37.7970628149209 0,-122.394901081827 37.797082115354 0))",277,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{178F976E-E114-43F6-8631-5B91AE00D975},; ,P990fp01_Buildings,ACT,11.82855047,178F976E-E114-43F6-8631-5B91AE00D975
"MULTILINESTRING M ((-122.39382534849 37.7977081467546 0,-122.393838405292 37.7977219670785 0,-122.393841451213 37.7977323820938 0,-122.393850566037 37.7977391281525 0))",278,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{68FC41BE-8BB2-461A-9D57-0C3AD1191E48},; ,P990fp01_Buildings,ACT,13.78381064,68FC41BE-8BB2-461A-9D57-0C3AD1191E48
"MULTILINESTRING M ((-122.393872874171 37.7977306265593 0,-122.393870119492 37.7977276670719 0))",279,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{1F192D4F-F486-41E8-B796-82553166FB3A},; ,P990fp01_Buildings,ACT,1.339679998,1F192D4F-F486-41E8-B796-82553166FB3A
"MULTILINESTRING M ((-122.393871496275 37.7977291472751 0,-122.39385950128 37.7977338910206 0))",280,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{1FB3DA4D-5F2F-4143-85C0-3A260BAC733C},; ,P990fp01_Buildings,ACT,3.872338602,1FB3DA4D-5F2F-4143-85C0-3A260BAC733C
"MULTILINESTRING M ((-122.393795306247 37.7977715164604 0,-122.393797536599 37.7977739121025 0))",281,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{18E40119-13A2-4BA1-9E97-166A86DF6A6C},; ,P990fp01_Buildings,ACT,1.084527778,18E40119-13A2-4BA1-9E97-166A86DF6A6C
"MULTILINESTRING M ((-122.393838405292 37.7977219670785 0,-122.393896794849 37.7976877431895 0))",282,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{9D1BC401-F4CE-4544-8926-44367A72457F},; ,P990fp01_Buildings,ACT,20.97411534,9D1BC401-F4CE-4544-8926-44367A72457F
"MULTILINESTRING M ((-122.39385950128 37.7977338910206 0,-122.393850566037 37.7977391281525 0,-122.393796421423 37.7977727142814 0))",283,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{135AF9EC-9811-442F-B9F9-58CC482B53EE},; ,P990fp01_Buildings,ACT,23.06659159,135AF9EC-9811-442F-B9F9-58CC482B53EE
"MULTILINESTRING M ((-122.395014947561 37.7970169405014 0,-122.39501662483 37.7970200479521 0))",284,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{8AA3928C-65EE-4E9A-88CD-1905B23ACAB4},; ,P990fp01_Buildings,ACT,1.230908715,8AA3928C-65EE-4E9A-88CD-1905B23ACAB4
"MULTILINESTRING M ((-122.394655042196 37.797253425023 0,-122.394646295963 37.7972413181208 0,-122.394658120955 37.7972510585487 0,-122.394655042196 37.797253425023 0))",285,,2000-07-01T00:00:00.000,CPR,2,CW,,1,,1,,2011-02-15T00:00:00.000,JS,{D7ED4042-126F-4175-A7A0-7923B13E6EAE},; ,P990fp01_Buildings,ACT,11.24453096,D7ED4042-126F-4175-A7A0-7923B13E6EAE
"MULTILINESTRING M ((-122.384849993092 37.7606346069688 0,-122.384842827616 37.7606350414882 0,-122.384809288889 37.7606369521764 0,-122.38479813923 37.7606377541146 0,-122.384698773604 37.7606437842432 0,-122.384675702553 37.760404178219 0))",286,,,UNK,8,FW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{6E37F26C-51D2-41F0-AE17-1EDF0FEF51BA},W&K Surveyed(08/25/2009); ,x-Pier68&70-utility.dwg,ACT,131.3420414,6E37F26C-51D2-41F0-AE17-1EDF0FEF51BA
"MULTILINESTRING M ((-122.384776045333 37.7595349444621 0,-122.384794570792 37.7595338208984 0,-122.384809730951 37.7596912763098 0,-122.384787206028 37.7597121192868 0,-122.384476780269 37.7597309590239 0,-122.384442288491 37.7597330515769 0))",287,,,UNK,2.5,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{658DCCDE-CDEA-4A51-B314-85B1E22DBCD2},W&K Surveyed(08/25/2009); ,x-Pier68&70-utility.dwg,ACT,172.8707893,658DCCDE-CDEA-4A51-B314-85B1E22DBCD2
"MULTILINESTRING M ((-122.392262943818 37.7942504574776 0,-122.392258995904 37.7942463013715 0,-122.392350767925 37.7941914040755 0,-122.3923313213 37.7941709333782 0,-122.392258096625 37.7940938519915 0,-122.392217995625 37.7940516376114 0,-122.392131403443 37.7939604837922 0,-122.392090219616 37.793917128692 0,-122.392011361129 37.7939643007052 0,-122.391988323789 37.7939400466149 0,-122.391996811174 37.7939334694939 0))",288,,,UNK,0.75,HW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{BEFFACAD-9FD2-49DA-970C-21F60B7BFF5F},; ,6729-278-1-Highlighted.pdf,ACT,203.1913107,BEFFACAD-9FD2-49DA-970C-21F60B7BFF5F
"MULTILINESTRING M ((-122.420778607706 37.8099999043736 0,-122.420789918388 37.8099895094401 0))",289,,2002-07-01T00:00:00.000,CAS,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{6B45C732-5491-4C9A-9264-E4194D1E2853},; ,10158-49-1,ACT,5.000301455,6B45C732-5491-4C9A-9264-E4194D1E2853
"MULTILINESTRING M ((-122.387469736885 37.7855566611077 0,-122.387479796349 37.7856483269918 0))",290,,,UNK,4,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{DE7631D2-C7DA-4F9F-9556-042BE6806E80},; ,,ACT,33.50390903,DE7631D2-C7DA-4F9F-9556-042BE6806E80
"MULTILINESTRING M ((-122.387881952883 37.7846410834586 0,-122.387858181451 37.7848447192883 0,-122.387850804181 37.7849178092497 0,-122.387839426045 37.7850239403289 0,-122.387817777549 37.7852112158298 0,-122.38776141212 37.7857119524906 0,-122.387698348304 37.7865125709519 0,-122.38769793711 37.7865177928331 0))",291,,,UNK,8,CW,,1,,8,,2011-02-07T00:00:00.000,GB,{64EA7DE8-76C0-4C03-AF5C-7927B51EE277},See South-Emb. Renovation DWG;,,ERR,685.4787153,64EA7DE8-76C0-4C03-AF5C-7927B51EE277
"MULTILINESTRING M ((-122.387927275987 37.7835492658833 0,-122.387918457593 37.7837617041675 0,-122.387885144723 37.7845642042336 0,-122.387881952883 37.7846410834586 0))",292,,,UNK,8,CW,,1,,8,,2011-02-07T00:00:00.000,GB,{F222315F-5EBD-469B-A0DF-9D9496C663D2},; ,,ACT,397.770302,F222315F-5EBD-469B-A0DF-9D9496C663D2
"MULTILINESTRING M ((-122.387498444857 37.7837861999581 0,-122.387918457593 37.7837617041675 0))",293,,,UNK,4,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{8E29F78B-3E10-43B3-89AF-89C4874ED623},; ,,ACT,121.7056194,8E29F78B-3E10-43B3-89AF-89C4874ED623
"MULTILINESTRING M ((-122.387490063753 37.7834410275412 0,-122.387938450694 37.7834069616564 0))",294,,,UNK,4,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{C680195D-6577-432A-9E2E-00F913606B6A},; ,,ACT,130.1710827,C680195D-6577-432A-9E2E-00F913606B6A
"MULTILINESTRING M ((-122.38802288134 37.7823316855791 0,-122.388019818405 37.7823707029479 0,-122.388000455923 37.7826165413563 0,-122.387983412491 37.7828349737696 0,-122.387982640662 37.7828457952406 0,-122.387981899556 37.7828567532035 0,-122.387981295508 37.7828664472778 0,-122.387951420815 37.7832378212869 0,-122.387951052395 37.7832428036671 0,-122.387950534803 37.7832487968896 0,-122.387949764003 37.7832551925017 0,-122.387938450694 37.7834069616564 0,-122.387927275987 37.7835492658833 0))",295,,,UNK,8,CW,,1,,8,,2011-02-07T00:00:00.000,GB,{847992B3-B37E-4481-AC92-77D02D435E8E},; ,,ACT,444.2098176,847992B3-B37E-4481-AC92-77D02D435E8E
"MULTILINESTRING M ((-122.38275074084 37.7606126958227 0,-122.382552410535 37.7606247281117 0,-122.382233357342 37.7606440853866 0,-122.38211263445 37.760651408781 0))",296,,,UNK,8,FW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{A052A80E-B209-484A-B2C8-C88F78325703},W&K Surveyed(08/25/2009); ,x-Pier68&70-utility.dwg,ACT,184.9999016,A052A80E-B209-484A-B2C8-C88F78325703
"MULTILINESTRING M ((-122.38276391769 37.7607496138121 0,-122.382625948548 37.7607579846598 0,-122.382646429319 37.7609707996458 0))",297,,,UNK,8,FW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{C0F93650-B443-46B1-965C-C5805EB641E8},W&K Surveyed(08/25/2009); ,x-Pier68&70-utility.dwg,ACT,117.7160882,C0F93650-B443-46B1-965C-C5805EB641E8
"MULTILINESTRING M ((-122.380381191746 37.7486398773191 0,-122.380361310819 37.7484292050766 0))",298,,,GP,2,CW,,1,,1,,2011-02-07T00:00:00.000,JAH,{F0A65F13-A8F9-4652-A0D3-C7A8128EDF6A},PIPE UNDER DECK. CAPPED.,,ACT,76.92494046,F0A65F13-A8F9-4652-A0D3-C7A8128EDF6A
"MULTILINESTRING M ((-122.380448394123 37.7493585305035 0,-122.380381191746 37.7486398773191 0))",299,,,UNK,0,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{78BB2427-5832-44F0-8E49-738D07027306},; ,,ACT,262.3960483,78BB2427-5832-44F0-8E49-738D07027306
"MULTILINESTRING M ((-122.372567794467 37.7430054218614 0,-122.372667741467 37.7431089717496 0))",300,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{EC46613A-62CD-4C27-B07B-BEB1C3AA719C},; ,,ACT,47.50574772,EC46613A-62CD-4C27-B07B-BEB1C3AA719C
"MULTILINESTRING M ((-122.371643738881 37.7436452029774 0,-122.371635858227 37.7436382680474 0))",301,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{86D6CCA5-E219-4DC6-85C7-525DAE7C3101},; ,,ACT,3.401255215,86D6CCA5-E219-4DC6-85C7-525DAE7C3101
"MULTILINESTRING M ((-122.370947572123 37.7431740708538 0,-122.370933865928 37.7431823606377 0))",302,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,GB,{876D11E6-A672-4C0C-8923-534A07823B35},; ,,ACT,4.981683386,876D11E6-A672-4C0C-8923-534A07823B35
"MULTILINESTRING M ((-122.373676518976 37.7424811190595 0,-122.373693636286 37.742382008997 0))",303,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{D781D29D-CEEE-4D27-8907-B3437D33B6BF},; ,,ACT,36.42570057,D781D29D-CEEE-4D27-8907-B3437D33B6BF
"MULTILINESTRING M ((-122.373693636286 37.742382008997 0,-122.373750697166 37.7423499719371 0))",304,,,UNK,144,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{06610972-5B01-47D6-AEAE-DD73AA8E77E1},; ,,ACT,20.20639613,06610972-5B01-47D6-AEAE-DD73AA8E77E1
