WKT,objectid,facilityid,installdate,material,diameter,watertype,transmiss,enabled,activeflag,ownedby,maintby,lastupdate,lasteditor,globalid,comments,doc_name,status,shape_Length,ResourceID
"MULTILINESTRING M ((-122.415911950611 37.8089280165316 0,-122.415911077503 37.8089504357224 0,-122.415907621838 37.8089772758501 0))",1,,,UNK,0,WM,,1,,0,,2011-02-03T00:00:00.000,JS,{3526B121-87A2-4D9E-A9C2-4042C80303CF},Z - []Water Meter Line; ; ,1498J_TaylorSt_Improvements_UT-REF,ACT,17.99122559,3526B121-87A2-4D9E-A9C2-4042C80303CF
"MULTILINESTRING M ((-122.415913325256 37.8089280681002 0,-122.415910575942 37.8089279640622 0))",2,,,UNK,0,WM,,1,,0,,2011-02-03T00:00:00.000,JS,{6FC1AFD9-08F9-4812-86B8-113AD9DBDCAD},Z - []Water Meter Line; ; ,1498J_TaylorSt_Improvements_UT-REF,ACT,0.795150352,6FC1AFD9-08F9-4812-86B8-113AD9DBDCAD
"MULTILINESTRING M ((-122.416661618786 37.8084967078873 0,-122.416661992137 37.8084788749602 0,-122.416662120413 37.8084727121954 0))",3,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{9EAA0ED1-84ED-4F23-8382-97EF56A55E7F},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,8.738595877,9EAA0ED1-84ED-4F23-8382-97EF56A55E7F
"MULTILINESTRING M ((-122.416667783431 37.8084789809135 0,-122.416661992137 37.8084788749602 0,-122.416655975819 37.8084787645526 0))",4,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{6B89E099-C6F4-409C-A228-A169A970D13E},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412024224,6B89E099-C6F4-409C-A228-A169A970D13E
"MULTILINESTRING M ((-122.416571123993 37.808493991473 0,-122.416571622581 37.8084768288149 0,-122.416571802005 37.8084706670216 0))",5,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{20A5A12E-4812-4A91-A7E6-B2920DDDC167},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,8.495238127,20A5A12E-4812-4A91-A7E6-B2920DDDC167
"MULTILINESTRING M ((-122.41657746615 37.8084769357256 0,-122.416571622581 37.8084768288149 0,-122.416565657404 37.8084767193741 0))",6,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{8183578F-2C61-4AB8-AE29-DBE0E7BE4D14},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412351992,8183578F-2C61-4AB8-AE29-DBE0E7BE4D14
"MULTILINESTRING M ((-122.416479895974 37.808491252658 0,-122.416480434564 37.8084726906708 0,-122.416480613996 37.8084665288777 0))",7,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D7C02DD2-05AE-4AD9-B556-9BCCC32B10B7},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,9.004897689,D7C02DD2-05AE-4AD9-B556-9BCCC32B10B7
"MULTILINESTRING M ((-122.416196883789 37.8085045063982 0,-122.416195835099 37.8085339380673 0))",8,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{CE58FEFE-2F9F-40B0-AE53-AB22562FCDA7},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,10.72104241,CE58FEFE-2F9F-40B0-AE53-AB22562FCDA7
"MULTILINESTRING M ((-122.416195835099 37.8085339380673 0,-122.416221371143 37.8085347226866 0,-122.416230579227 37.8085351363354 0))",9,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{C64EF761-E2FA-4E8C-AEF9-BEF9B5828B31},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,10.04705474,C64EF761-E2FA-4E8C-AEF9-BEF9B5828B31
"MULTILINESTRING M ((-122.416221145949 37.8085390683808 0,-122.416221371143 37.8085347226866 0,-122.416221635731 37.808529614829 0))",10,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{BB823C20-E537-46E2-8F48-42C47A018343},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.445166791,BB823C20-E537-46E2-8F48-42C47A018343
"MULTILINESTRING M ((-122.417168169554 37.8084953690142 0,-122.417162118013 37.8084952583038 0,-122.417156361939 37.8084951527034 0))",11,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{4F0E902F-CCF4-4581-AEBE-FD4DA2F0790A},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412024209,4F0E902F-CCF4-4581-AEBE-FD4DA2F0790A
"MULTILINESTRING M ((-122.41712558235 37.8085106347707 0,-122.417126120431 37.8084957542346 0,-122.41712634868 37.8084895934486 0))",12,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{DDFBB613-DEEF-4C8C-A952-AAC201AF7743},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,7.664837142,DDFBB613-DEEF-4C8C-A952-AAC201AF7743
"MULTILINESTRING M ((-122.417132011715 37.8084958612435 0,-122.417126120431 37.8084957542346 0,-122.417120204122 37.8084956458299 0))",13,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{961323CC-A4E9-4019-96F3-EA34C8F796D4},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412009965,961323CC-A4E9-4019-96F3-EA34C8F796D4
"MULTILINESTRING M ((-122.417037638467 37.8085079953071 0,-122.417038156814 37.8084920859091 0,-122.417038377122 37.8084859252524 0))",14,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{51A955D9-30B1-4132-A886-F6E3F45E5611},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,8.039062328,51A955D9-30B1-4132-A886-F6E3F45E5611
"MULTILINESTRING M ((-122.417044041284 37.8084921930331 0,-122.417038156814 37.8084920859091 0,-122.417032233693 37.8084919776106 0))",15,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{177A2CDA-4DBD-477C-8D3E-6F928BBB9A4B},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412009952,177A2CDA-4DBD-477C-8D3E-6F928BBB9A4B
"MULTILINESTRING M ((-122.41695122696 37.8085054011658 0,-122.416949271591 37.8084908216087 0,-122.416949477145 37.8084846611921 0))",16,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{2AAC4C30-137B-490E-9DE3-440D4494F596},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,7.582666173,2AAC4C30-137B-490E-9DE3-440D4494F596
"MULTILINESTRING M ((-122.416955140188 37.8084909298964 0,-122.416949271591 37.8084908216087 0,-122.416943332574 37.8084907135642 0))",17,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D4F03F76-806B-4673-90C6-8E7DF7B60F12},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412024268,D4F03F76-806B-4673-90C6-8E7DF7B60F12
"MULTILINESTRING M ((-122.416759292384 37.8084996401094 0,-122.416759767234 37.808483319567 0,-122.416759946643 37.8084771577734 0))",18,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{4A5EAFDE-521E-4AC7-A864-3F72582B49BF},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,8.188527493,4A5EAFDE-521E-4AC7-A864-3F72582B49BF
"MULTILINESTRING M ((-122.416765609669 37.8084834264868 0,-122.416759767234 37.808483319567 0,-122.416753802057 37.8084832101356 0))",19,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{3D8FEEB9-FF40-4075-95F7-46870248CB29},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412024224,3D8FEEB9-FF40-4075-95F7-46870248CB29
"MULTILINESTRING M ((-122.416467207929 37.8085274216667 0,-122.41647370039 37.8085275396675 0,-122.416480194009 37.8085276585503 0))",20,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{A13A5B12-60EF-4410-8D4F-C7BC96C3A0E3},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752552558,A13A5B12-60EF-4410-8D4F-C7BC96C3A0E3
"MULTILINESTRING M ((-122.416383164151 37.8085293352452 0,-122.416383291778 37.8085249505814 0,-122.416384355015 37.8084883846852 0))",21,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{439317CB-54D6-4608-A64A-87E53AD92968},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.9150276,439317CB-54D6-4608-A64A-87E53AD92968
"MULTILINESTRING M ((-122.416376798159 37.8085248316933 0,-122.416383291778 37.8085249505814 0,-122.416389785397 37.8085250694692 0))",22,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{72F39702-A6C0-46D1-8C34-5B039F2ADBA3},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752894583,72F39702-A6C0-46D1-8C34-5B039F2ADBA3
"MULTILINESTRING M ((-122.416334809989 37.8085255544962 0,-122.416334937642 37.8085211707333 0,-122.416334003472 37.8084868731976 0))",23,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{7AE86763-242A-45A0-A4A2-D614101E8BA2},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.08810964,7AE86763-242A-45A0-A4A2-D614101E8BA2
"MULTILINESTRING M ((-122.416328444023 37.8085210518425 0,-122.416334937642 37.8085211707333 0,-122.416341430124 37.8085212896422 0))",24,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{A03B64C2-A331-476B-9154-EB06CB3AC4AD},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566815,A03B64C2-A331-476B-9154-EB06CB3AC4AD
"MULTILINESTRING M ((-122.417161079558 37.8085116997611 0,-122.417162118013 37.8084952583038 0,-122.417162506493 37.8084891003202 0))",25,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{AF169CA1-859A-4ED8-AC33-0C40B8998203},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,8.239305252,AF169CA1-859A-4ED8-AC33-0C40B8998203
"MULTILINESTRING M ((-122.417152803525 37.8085500177144 0,-122.417159297147 37.8085501365598 0,-122.417165789634 37.8085502554233 0))",26,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{292C9C8F-0D1B-49D7-A507-FC20F0B39038},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566815,292C9C8F-0D1B-49D7-A507-FC20F0B39038
"MULTILINESTRING M ((-122.416334003472 37.8084868731976 0,-122.416196883789 37.8085045063982 0))",27,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{23113EF3-598C-4FC9-8D51-27782884B5E7},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,40.12963206,23113EF3-598C-4FC9-8D51-27782884B5E7
"MULTILINESTRING M ((-122.416724286443 37.8085411402341 0,-122.416724498141 37.808536756907 0,-122.416726532549 37.8084986566808 0))",28,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D9AB6937-21DF-4C4F-9754-F558188793A2},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,15.48287304,D9AB6937-21DF-4C4F-9754-F558188793A2
"MULTILINESTRING M ((-122.416717921588 37.808536637583 0,-122.416724498141 37.808536756907 0,-122.41673090767 37.8085368744389 0))",29,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D3CDB167-45CA-4FD5-A16F-CD5E7C5E70E0},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752552573,D3CDB167-45CA-4FD5-A16F-CD5E7C5E70E0
"MULTILINESTRING M ((-122.416634559068 37.8085371325769 0,-122.41663468668 37.8085327479129 0,-122.416635756953 37.8084959313614 0))",30,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{2C8BE825-6782-4F53-9003-B770A39E60F4},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,15.00631969,2C8BE825-6782-4F53-9003-B770A39E60F4
"MULTILINESTRING M ((-122.41662819306 37.8085326290386 0,-122.41663468668 37.8085327479129 0,-122.416641179164 37.8085328668053 0))",31,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{BCF550A5-BAD3-4144-A98B-B3B7EBFF8352},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566815,BCF550A5-BAD3-4144-A98B-B3B7EBFF8352
"MULTILINESTRING M ((-122.416589506533 37.8085376033635 0,-122.416589634171 37.8085332196003 0,-122.416590757382 37.8084945808414 0))",32,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D386CC2D-3DAA-49A4-B3F3-9F5757A99E0A},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,15.66967661,D386CC2D-3DAA-49A4-B3F3-9F5757A99E0A
"MULTILINESTRING M ((-122.416583140551 37.8085331007236 0,-122.416589634171 37.8085332196003 0,-122.416596126655 37.8085333384952 0))",33,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{BC5DC45D-F8A1-451A-BE72-A529F43808EE},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566815,BC5DC45D-F8A1-451A-BE72-A529F43808EE
"MULTILINESTRING M ((-122.416473572768 37.8085319243314 0,-122.41647370039 37.8085275396675 0,-122.416474760002 37.808491099097 0))",34,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{D598CBF5-045C-4FBE-B605-541F2E2D5805},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.86938156,D598CBF5-045C-4FBE-B605-541F2E2D5805
"MULTILINESTRING M ((-122.416486276998 37.8084727976045 0,-122.416480434564 37.8084726906708 0,-122.416474469388 37.8084725812254 0))",35,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{89BC360B-12E3-4854-A77B-BAD6C6E2CF11},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412024224,89BC360B-12E3-4854-A77B-BAD6C6E2CF11
"MULTILINESTRING M ((-122.41635360729 37.8084874612835 0,-122.416354956424 37.8084410242819 0,-122.416355133487 37.8084349463403 0))",36,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{3ABC5B15-EA3F-441A-9354-FBD32E687D5F},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,19.12700483,3ABC5B15-EA3F-441A-9354-FBD32E687D5F
"MULTILINESTRING M ((-122.416360861373 37.8084411329096 0,-122.416354956424 37.8084410242819 0,-122.416349052633 37.8084409165364 0))",37,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{C90A8001-A566-423F-82E9-5D9920F41AA6},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.412352004,C90A8001-A566-423F-82E9-5D9920F41AA6
"MULTILINESTRING M ((-122.417096608714 37.8085478859737 0,-122.417096832926 37.8085435042446 0,-122.417098771286 37.8085098296167 0))",38,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{CC3DB87A-14CF-4D6F-A294-D2C3508F0DC7},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,13.87130648,CC3DB87A-14CF-4D6F-A294-D2C3508F0DC7
"MULTILINESTRING M ((-122.417090242701 37.8085433833612 0,-122.417096832926 37.8085435042446 0,-122.417103228808 37.808543621077 0))",39,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{8A630E94-4D80-4A3F-A32D-F1F2097B81F0},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.75256682,8A630E94-4D80-4A3F-A32D-F1F2097B81F0
"MULTILINESTRING M ((-122.417055945306 37.8085476971027 0,-122.417056072893 37.8085433124381 0,-122.417057082015 37.8085085786717 0))",40,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{A5224E43-E667-4897-BF80-186CACA0756F},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.24772314,A5224E43-E667-4897-BF80-186CACA0756F
"MULTILINESTRING M ((-122.417049579272 37.808543193587 0,-122.417056072893 37.8085433124381 0,-122.417062565379 37.8085434313073 0))",41,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{7ADDB637-09BE-4517-A18E-84A1D2E41BE7},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566816,7ADDB637-09BE-4517-A18E-84A1D2E41BE7
"MULTILINESTRING M ((-122.416998805525 37.8085451291687 0,-122.416999046774 37.8085407471628 0,-122.417001160203 37.808506900264 0))",42,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{9749B992-5449-443C-A1BE-19122AC9730A},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,13.9366763,9749B992-5449-443C-A1BE-19122AC9730A
"MULTILINESTRING M ((-122.416992439517 37.8085406265508 0,-122.416999046774 37.8085407471628 0,-122.417005425624 37.8085408642774 0))",43,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{31917958-9F84-4F3A-B9AA-C8FC47EF857C},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566824,31917958-9F84-4F3A-B9AA-C8FC47EF857C
"MULTILINESTRING M ((-122.416952458211 37.8085440223903 0,-122.416952584882 37.8085396900112 0,-122.41695122696 37.8085054011658 0))",44,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{5027170F-F262-497F-ADF3-10555373E287},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.06947955,5027170F-F262-497F-ADF3-10555373E287
"MULTILINESTRING M ((-122.416946093342 37.8085395197516 0,-122.416952584882 37.8085396900112 0,-122.416959079448 37.8085397574832 0))",45,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{5B884A9D-7E86-48C8-968A-B59554B81D88},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752753558,5B884A9D-7E86-48C8-968A-B59554B81D88
"MULTILINESTRING M ((-122.417159009654 37.8085563343574 0,-122.417159297147 37.8085501365598 0,-122.417161079558 37.8085116997611 0))",46,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{86DDE439-60B7-49F8-8245-AE5985CC1B1D},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,16.26350042,86DDE439-60B7-49F8-8245-AE5985CC1B1D
"MULTILINESTRING M ((-122.416907693135 37.8085427366714 0,-122.416907820731 37.808538352007 0,-122.416908814702 37.8085041285748 0))",47,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{C77E7EC8-E861-4B66-BAF7-5DB35FA19413},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.06184695,C77E7EC8-E861-4B66-BAF7-5DB35FA19413
"MULTILINESTRING M ((-122.416901327111 37.8085382331478 0,-122.416907820731 37.808538352007 0,-122.416914313217 37.8085384708844 0))",48,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{AA43647A-E381-41C6-8864-BDFE56D186F8},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566815,AA43647A-E381-41C6-8864-BDFE56D186F8
"MULTILINESTRING M ((-122.416870285741 37.8085417756488 0,-122.416870411351 37.8085374459908 0,-122.416871413358 37.8085030052365 0))",49,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{0231AE72-CD85-4154-8CDE-61367865C5D9},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,14.12097451,0231AE72-CD85-4154-8CDE-61367865C5D9
"MULTILINESTRING M ((-122.416863920853 37.8085372721048 0,-122.416870411351 37.8085374459908 0,-122.416876906959 37.8085375098455 0))",50,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{F9A5CB09-9A16-4A40-BA08-0041343FD70F},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752780938,F9A5CB09-9A16-4A40-BA08-0041343FD70F
"MULTILINESTRING M ((-122.416818971316 37.8085427439288 0,-122.416819190957 37.8085383604723 0,-122.416821249374 37.8085014999203 0))",51,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{8796861F-F94B-4B8F-93B7-739ED791996F},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,15.03233848,8796861F-F94B-4B8F-93B7-739ED791996F
"MULTILINESTRING M ((-122.416812606432 37.8085382403819 0,-122.416819190957 37.8085383604723 0,-122.416825592538 37.8085384781283 0))",52,,,UNK,0,HB,,1,,1,,2011-02-03T00:00:00.000,JS,{6F5BE0D6-3152-4841-8B7E-0859D76D20B2},UTIL_WATER; ; ,FISHERMAN'S WHARF HOSE BIBBS,ERR,3.752566831,6F5BE0D6-3152-4841-8B7E-0859D76D20B2
"MULTILINESTRING M ((-122.391993947796 37.7940246483787 0,-122.391941279836 37.7939692048299 0))",53,,,UNK,0.5,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{947B5463-404E-440F-B0D5-EEFF26792E13},; ,6729-278-1-Highlighted.pdf,ACT,25.28163442,947B5463-404E-440F-B0D5-EEFF26792E13
"MULTILINESTRING M ((-122.391993947796 37.7940246483787 0,-122.392079732882 37.7939733332272 0))",54,,,UNK,0.5,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{5061FC2B-D4AA-4FC6-9139-AF69DD6EBAFA},; ,6729-278-1-Highlighted.pdf,ACT,31.04100068,5061FC2B-D4AA-4FC6-9139-AF69DD6EBAFA
"MULTILINESTRING M ((-122.387847194912 37.7824215476612 0,-122.387854736631 37.7823215241734 0,-122.387844710508 37.7822070490096 0,-122.387843686669 37.7821953604889 0,-122.387835112924 37.78209745965 0))",55,,,CPR,1,DW,,1,,1,,2014-11-25T18:06:03.000,JAH,{690F2294-F6F3-4C01-A47E-E6E54A369699},Overhead in building;,Field Visit,ACT,118.2694958,690F2294-F6F3-4C01-A47E-E6E54A369699
"MULTILINESTRING M ((-122.404711589122 37.8069568935768 0,-122.404338487697 37.8067624870323 0))",56,,,UNK,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{950D602C-134F-4831-95BF-3B7B79D635BC},"; per dave R, line to Hornblower/Alcatraz",,ACT,128.9542553,950D602C-134F-4831-95BF-3B7B79D635BC
"MULTILINESTRING M ((-122.404776117599 37.8069793585529 0,-122.404711589122 37.8069568935768 0))",57,,,UNK,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{2FA42508-E22B-40A4-A553-0A3C314ADEB6},"; per dave R, line to Hornblower/Alcatraz",,ACT,20.35780284,2FA42508-E22B-40A4-A553-0A3C314ADEB6
"MULTILINESTRING M ((-122.404900685469 37.8070514611687 0,-122.404904867214 37.8070413018857 0,-122.40488347342 37.807029588352 0,-122.404871264979 37.8070238763088 0,-122.404776117599 37.8069793585529 0))",58,,,UNK,2,CW,,1,,1,,2011-02-07T00:00:00.000,MBOE,{216B5F0F-3E35-4AA2-A90E-EDD3DCBDE9C4},"; per dave R, line to Hornblower/Alcatraz",,ACT,47.40695614,216B5F0F-3E35-4AA2-A90E-EDD3DCBDE9C4
"MULTILINESTRING M ((-122.39156673519 37.7934705935444 0,-122.391527337787 37.7934967189322 0))",59,,2000-07-01T00:00:00.000,PVC,2.5,CW,,1,,1,,2011-02-14T00:00:00.000,JS,{515499E6-91A2-4005-99AA-89551EEA6F10},"open end connection, abandoned in place; ",11891-274-S,ACT,14.83530897,515499E6-91A2-4005-99AA-89551EEA6F10
"MULTILINESTRING M ((-122.388001981807 37.7818781240422 0,-122.3879842788 37.7818784075357 0))",60,,,CPR,2,DW,,1,,12,,2014-11-25T18:20:30.000,JAH,{0D0ABC51-68D1-44E4-B3B7-3B39F1D25ED0},Assumed based on WM location;,Field Visit,ACT,5.117115751,0D0ABC51-68D1-44E4-B3B7-3B39F1D25ED0
"MULTILINESTRING M ((-122.3879842788 37.7818784075357 0,-122.387901431645 37.781882977658 0,-122.387902631501 37.7818966766635 0))",61,,,CPR,2,DW,,1,,12,,2014-11-25T18:21:13.000,JAH,{B4A428DB-0C38-410A-B79F-E189C6443DC0},Assumed based on WM and BFP location;,Field Visit,ACT,29.00028706,B4A428DB-0C38-410A-B79F-E189C6443DC0
"MULTILINESTRING M ((-122.387318983598 37.7754133372275 0,-122.387289462087 37.7754176616255 0,-122.387184210674 37.7754580698108 0,-122.387040719366 37.7754878492154 0,-122.385866768823 37.7756201199481 0,-122.385365059129 37.7756766443686 0,-122.385377806527 37.7757441069908 0,-122.384957130013 37.7757919103934 0,-122.38488836762 37.7754194319805 0,-122.385811881945 37.775313190376 0,-122.385866768823 37.7756201199481 0))",62,,,UNK,6,FW,,1,,1,,,,{AC37110A-E183-4883-AFFB-A15833CAB4E4},; ,11287-48-1,ACT,1241.806681,AC37110A-E183-4883-AFFB-A15833CAB4E4
"MULTILINESTRING M ((-122.387327905667 37.7755757611259 0,-122.387284293104 37.7755781337871 0,-122.38704367499 37.7756921712945 0,-122.385901080253 37.7758218252508 0,-122.385399827736 37.7758787002628 0,-122.385387028035 37.7758043036656 0,-122.384970921331 37.7758518456732 0,-122.385039328696 37.77624211058 0,-122.385958137614 37.7761386360624 0,-122.385901080253 37.7758218252508 0))",63,,,DIP,6,FW,,1,,1,,2013-05-09T14:31:33.000,MBOE,{E0A1D1F9-E5AC-4446-A9AF-6E30EEEBEE3B},In ceiling,11287-48-1,ACT,1250.619662,E0A1D1F9-E5AC-4446-A9AF-6E30EEEBEE3B
"MULTILINESTRING M ((-122.387847194912 37.7824215476612 0,-122.387845127996 37.7824489622186 0))",64,,,CPR,2.5,DW,,1,,1,,2014-11-25T18:06:03.000,JAH,{E7E13CAA-49B7-481F-B7DE-1B0782C4C6C2},Overhead in building;,Field Visit,ACT,10.0000911,E7E13CAA-49B7-481F-B7DE-1B0782C4C6C2
"MULTILINESTRING M ((-122.372098837246 37.7440041634228 0,-122.372093688089 37.7440024031492 0,-122.372092899255 37.7440071749869 0,-122.372096875697 37.7440104976693 0,-122.372101648873 37.7440069296368 0,-122.372098837246 37.7440041634228 0,-122.372093688089 37.7440024031492 0,-122.372092899255 37.7440071749869 0,-122.372096875697 37.7440104976693 0,-122.372101648873 37.7440069296368 0,-122.372098837246 37.7440041634228 0,-122.372093688089 37.7440024031492 0,-122.372088548651 37.7440041817841 0,-122.372093688089 37.7440024031492 0,-122.372092899255 37.7440071749869 0,-122.372096875697 37.7440104976693 0,-122.372101648873 37.7440069296368 0,-122.372098837246 37.7440041634228 0))",65,,,UNK,0,FW,,1,,1,,2011-02-07T00:00:00.000,GB,{38386F13-5694-4AB7-A0AF-2DF3805B976F},; ,,ACT,27.93867,38386F13-5694-4AB7-A0AF-2DF3805B976F
